"Province_State" "Country_Region" "Lat" "Long_" "Confirmed" "Deaths" "Recovered" "Active"
"2040" "Mississippi" "US" 34.87625235 -89.99091418 10097 104 0 9993
"2041" "Mississippi" "US" 31.18961454 -89.25832496 3831 86 0 3745
"2042" "Mississippi" "US" 31.47786634 -90.89672989 339 5 0 334
"2043" "Mississippi" "US" 30.86259065 -88.64436789 1255 24 0 1231
"2044" "Mississippi" "US" 31.21444233 -88.63922281 603 22 0 581
"2045" "Mississippi" "US" 33.77036166 -89.80245083 1409 45 0 1364
"2046" "Mississippi" "US" 30.41830223 -89.48851033 1211 39 0 1172
"2047" "Mississippi" "US" 30.51359752 -89.12467576 7116 110 0 7006
"2048" "Mississippi" "US" 32.2656285 -90.44435448 9984 199 0 9785
"2049" "Mississippi" "US" 33.12345854 -90.08923538 1308 61 0 1247
"2050" "Mississippi" "US" 33.12825718 -90.52252707 536 19 0 517
"2051" "Mississippi" "US" 32.72531359 -90.97392828 116 4 0 112
"2052" "Mississippi" "US" 34.27993475 -88.3606733 1529 35 0 1494
"2053" "Mississippi" "US" 30.54020656 -88.64184064 6360 119 0 6241
"2054" "Mississippi" "US" 32.01922104 -89.11786866 828 22 0 806
"2055" "Mississippi" "US" 31.73397872 -91.03764977 352 11 0 341
"2056" "Mississippi" "US" 31.56884708 -89.8267099 570 17 0 553
"2057" "Mississippi" "US" 31.62257767 -89.168969 3576 88 0 3488
"2058" "Mississippi" "US" 32.75462946 -88.64105766 436 18 0 418
"2059" "Mississippi" "US" 34.35687874 -89.48490961 3260 51 0 3209
"2060" "Mississippi" "US" 31.20572971 -89.5077704 2915 50 0 2865
"2061" "Mississippi" "US" 32.40419769 -88.66229662 3496 147 0 3349
"2062" "Mississippi" "US" 31.55147224 -90.10841127 718 14 0 704
"2063" "Mississippi" "US" 32.7536828 -89.52402044 1349 44 0 1305
"2064" "Mississippi" "US" 34.2918775 -88.68149954 5091 95 0 4996
"2065" "Mississippi" "US" 33.55545125 -90.29900733 2055 90 0 1965
"2066" "Mississippi" "US" 31.53288662 -90.45391915 1908 65 0 1843
"2067" "Mississippi" "US" 33.47386518 -88.4419153 2373 64 0 2309
"2068" "Mississippi" "US" 32.63389156 -90.03513564 4799 106 0 4693
"2069" "Mississippi" "US" 31.23132643 -89.8209217 1166 46 0 1120
"2070" "Mississippi" "US" 34.76216286 -89.50299462 2172 50 0 2122
"2071" "Mississippi" "US" 33.89236763 -88.4808438 1981 77 0 1904
"2072" "Mississippi" "US" 33.49419589 -89.61729103 745 25 0 720
"2073" "Mississippi" "US" 32.75339664 -89.11726492 2206 118 0 2088
"2074" "Mississippi" "US" 32.40021118 -89.11843336 1056 29 0 1027
"2075" "Mississippi" "US" 33.11009499 -88.56949061 710 17 0 693
"2076" "Mississippi" "US" 33.42491685 -88.87905132 2454 62 0 2392
"2077" "Mississippi" "US" 34.36398677 -89.95064249 2223 50 0 2173
"2078" "Mississippi" "US" 30.77090935 -89.58677275 1521 67 0 1454
"2079" "Mississippi" "US" 31.17161885 -88.99281835 670 26 0 644
"2080" "Mississippi" "US" 31.17507789 -90.40392572 1626 58 0 1568
"2081" "Mississippi" "US" 34.226046 -89.03636807 1999 28 0 1971
"2082" "Mississippi" "US" 34.61810501 -88.51986294 1462 30 0 1432
"2083" "Mississippi" "US" 34.25157572 -90.28908 492 7 0 485
"2084" "Mississippi" "US" 32.26469147 -89.94537876 5588 103 0 5485
"2085" "Mississippi" "US" 32.4067041 -89.53789439 1548 29 0 1519
"2086" "Mississippi" "US" 32.88149103 -90.8159538 309 17 0 292
"2087" "Mississippi" "US" 31.91282117 -89.91716179 1483 53 0 1430
"2088" "Mississippi" "US" 32.01744532 -89.50644846 713 16 0 697
"2089" "Mississippi" "US" 30.79187949 -89.11547539 770 14 0 756
"2090" "Mississippi" "US" 33.60192578 -90.58882684 1916 55 0 1861
"2091" "Mississippi" "US" 33.95339918 -90.1729398 970 27 0 943
"2092" "Mississippi" "US" 34.65133709 -89.94485778 1698 51 0 1647
"2093" "Mississippi" "US" 34.76872156 -88.90988194 1252 30 0 1222
"2094" "Mississippi" "US" 34.74023475 -88.23917219 1094 42 0 1052
"2095" "Mississippi" "US" 34.64967704 -90.37481167 610 19 0 591
"2096" "Mississippi" "US" 34.49162015 -89.00776006 1673 25 0 1648
"2097" "Mississippi" "US" 31.14971548 -90.10446654 769 28 0 741
"2098" "Mississippi" "US" 32.35810271 -90.83352619 1768 57 0 1711
"2099" "Mississippi" "US" 33.28392041 -90.94196237 3179 107 0 3072
"2100" "Mississippi" "US" 31.64135687 -88.69573913 1179 23 0 1156
"2101" "Mississippi" "US" 33.61300486 -89.28392912 443 14 0 429
"2102" "Mississippi" "US" 31.16078225 -91.31018819 398 22 0 376
"2103" "Mississippi" "US" 33.08747908 -89.03391385 1222 24 0 1198
"2104" "Mississippi" "US" 34.02824175 -89.7076205 713 27 0 686
"2105" "Mississippi" "US" 32.77890365 -90.39656148 1560 39 0 1521
"2106" "Missouri" "US" 40.19058551 -92.60078167 1067 3 0 1064
"2107" "Missouri" "US" 39.98492163 -94.80163024 790 9 0 781
"2108" "Missouri" "US" 40.43238737 -95.42970639 209 3 0 206
"2109" "Missouri" "US" 39.215877 -91.84242683 1075 13 0 1062
"2110" "Missouri" "US" 36.70978521 -93.82919888 1433 25 0 1408
"2111" "Missouri" "US" 37.50207671 -94.34757022 626 4 0 622
"2112" "Missouri" "US" 38.25271289 -94.34113157 540 9 0 531
"2113" "Missouri" "US" 38.29503305 -93.28756116 756 8 0 748
"2114" "Missouri" "US" 37.32449052 -90.02725304 797 8 0 789
"2115" "Missouri" "US" 38.99186229 -92.30723575 10193 23 0 10170
"2116" "Missouri" "US" 39.65816401 -94.80138942 4565 57 0 4508
"2117" "Missouri" "US" 36.71462476 -90.40421163 2115 9 0 2106
"2118" "Missouri" "US" 39.65620858 -93.98308093 387 2 0 385
"2119" "Missouri" "US" 38.83674754 -91.92186505 2789 8 0 2781
"2120" "Missouri" "US" 38.02199522 -92.76083747 2420 45 0 2375
"2121" "Missouri" "US" 37.38489388 -89.6843587 5004 65 0 4939
"2122" "Missouri" "US" 39.42762566 -93.50626255 419 6 0 413
"2123" "Missouri" "US" 36.94160441 -90.96051322 293 5 0 288
"2124" "Missouri" "US" 38.64789422 -94.353399 3721 39 0 3682
"2125" "Missouri" "US" 37.72391475 -93.85445441 440 6 0 434
"2126" "Missouri" "US" 39.51499357 -92.9629191 238 0 0 238
"2127" "Missouri" "US" 36.9711783 -93.18537118 3708 23 0 3685
"2128" "Missouri" "US" 40.41040752 -91.73661677 297 3 0 294
"2129" "Missouri" "US" 39.31132056 -94.41850862 4553 68 0 4485
"2130" "Missouri" "US" 39.6013098 -94.40465394 868 44 0 824
"2131" "Missouri" "US" 38.50455671 -92.27860244 6096 49 0 6047
"2132" "Missouri" "US" 38.844478 -92.80896081 1153 7 0 1146
"2133" "Missouri" "US" 37.97663738 -91.30528104 1174 12 0 1162
"2134" "Missouri" "US" 37.431814 -93.8503345 285 6 0 279
"2135" "Missouri" "US" 37.6811355 -93.02127031 595 9 0 586
"2136" "Missouri" "US" 39.96145298 -93.98519678 332 8 0 324
"2137" "Missouri" "US" 39.89201062 -94.40476508 579 10 0 569
"2138" "Missouri" "US" 37.60663134 -91.50790473 505 4 0 501
"2139" "Missouri" "US" 36.9325593 -92.49905109 425 15 0 410
"2140" "Missouri" "US" 36.27167174 -90.09122243 1679 14 0 1665
"2141" "Missouri" "US" 38.41127108 -91.07522826 4753 72 0 4681
"2142" "Missouri" "US" 38.43947277 -91.50847147 465 24 0 441
"2143" "Missouri" "US" 40.21097916 -94.40944419 405 11 0 394
"2144" "Missouri" "US" 37.2575872 -93.34230916 13711 173 0 13538
"2145" "Missouri" "US" 40.11406587 -93.56509276 500 14 0 486
"2146" "Missouri" "US" 40.35570088 -93.99222144 393 2 0 391
"2147" "Missouri" "US" 38.38482826 -93.79293734 1068 10 0 1058
"2148" "Missouri" "US" 37.94163617 -93.3203037 366 6 0 360
"2149" "Missouri" "US" 40.09799248 -95.2163888 262 3 0 259
"2150" "Missouri" "US" 39.1435761 -92.69756691 500 2 0 498
"2151" "Missouri" "US" 36.77383887 -91.88683935 1573 28 0 1545
"2152" "Missouri" "US" 37.55487945 -90.7735296 232 0 0 232
"2153" "Missouri" "US" 39.01002188 -94.34724536 16937 177 0 16760
"2154" "Missouri" "US" 37.20351921 -94.34050458 8155 106 0 8049
"2155" "Missouri" "US" 38.25926778 -90.53870896 10834 103 0 10731
"2156" "Missouri" "US" 38.74719601 -93.80691168 2477 15 0 2462
"2157" "Missouri" "US" 39.0997 -94.5786 22969 281 0 22688
"2158" "Missouri" "US" 40.12699751 -92.14780832 133 1 0 132
"2159" "Missouri" "US" 37.65896829 -92.5888493 1774 30 0 1744
"2160" "Missouri" "US" 39.06986886 -93.78076396 1499 29 0 1470
"2161" "Missouri" "US" 37.10626634 -93.83293097 1884 37 0 1847
"2162" "Missouri" "US" 40.09673161 -91.72070156 429 2 0 427
"2163" "Missouri" "US" 39.05345619 -90.95588181 2407 9 0 2398
"2164" "Missouri" "US" 39.87001769 -93.10704106 316 9 0 307
"2165" "Missouri" "US" 39.78110272 -93.54645978 777 14 0 763
"2166" "Missouri" "US" 39.83049768 -92.56453089 663 3 0 660
"2167" "Missouri" "US" 37.47865134 -90.3467143 881 7 0 874
"2168" "Missouri" "US" 38.16193985 -91.92249662 359 3 0 356
"2169" "Missouri" "US" 39.80601912 -91.62203062 1756 16 0 1740
"2170" "Missouri" "US" 36.62869595 -94.34867205 1398 16 0 1382
"2171" "Missouri" "US" 40.42212303 -93.5682959 83 1 0 82
"2172" "Missouri" "US" 38.21450288 -92.42610898 1476 24 0 1452
"2173" "Missouri" "US" 36.82516239 -89.29505753 859 7 0 852
"2174" "Missouri" "US" 38.63571781 -92.57976951 1219 15 0 1204
"2175" "Missouri" "US" 39.49593978 -92.00043978 381 3 0 378
"2176" "Missouri" "US" 38.94022054 -91.47000721 343 5 0 338
"2177" "Missouri" "US" 38.4181765 -92.88791859 1056 12 0 1044
"2178" "Missouri" "US" 36.59666326 -89.66070007 1344 23 0 1321
"2179" "Missouri" "US" 36.90519407 -94.3394104 2967 38 0 2929
"2180" "Missouri" "US" 40.36079813 -94.88133008 1963 13 0 1950
"2181" "Missouri" "US" 36.68710164 -91.4033755 366 0 0 366
"2182" "Missouri" "US" 38.46036182 -91.8613635 927 3 0 924
"2183" "Missouri" "US" 36.64916339 -92.44459066 291 2 0 289
"2184" "Missouri" "US" 36.2130572 -89.78742322 1074 16 0 1058
"2185" "Missouri" "US" 37.70660776 -89.82741088 1520 12 0 1508
"2186" "Missouri" "US" 38.72798918 -93.28471706 2659 32 0 2627
"2187" "Missouri" "US" 37.87736118 -91.79351727 1734 42 0 1692
"2188" "Missouri" "US" 39.34310674 -91.16980779 889 8 0 881
"2189" "Missouri" "US" 39.38154439 -94.77068479 1636 17 0 1619
"2190" "Missouri" "US" 37.6162296 -93.39828174 1374 12 0 1362
"2191" "Missouri" "US" 37.82462075 -92.20783203 1587 18 0 1569
"2192" "Missouri" "US" 40.47942497 -93.02042674 148 1 0 147
"2193" "Missouri" "US" 39.52817427 -91.51838643 466 1 0 465
"2194" "Missouri" "US" 39.44007257 -92.4971374 1187 5 0 1182
"2195" "Missouri" "US" 39.3537468 -93.98905745 679 4 0 675
"2196" "Missouri" "US" 37.36085952 -90.97009925 175 2 0 173
"2197" "Missouri" "US" 36.65460667 -90.85990261 505 8 0 497
"2198" "Missouri" "US" 39.13734288 -93.20259964 1565 12 0 1553
"2199" "Missouri" "US" 40.46921489 -92.52311943 131 1 0 130
"2200" "Missouri" "US" 40.45214695 -92.14709064 183 1 0 182
"2201" "Missouri" "US" 37.05588075 -89.56474493 2623 37 0 2586
"2202" "Missouri" "US" 37.15772072 -91.40190382 338 9 0 329
"2203" "Missouri" "US" 39.79742518 -92.07634971 200 1 0 199
"2204" "Missouri" "US" 38.77875681 -90.66662425 19731 213 0 19518
"2205" "Missouri" "US" 38.03699437 -93.77631447 328 1 0 327
"2206" "Missouri" "US" 37.81214171 -90.47598685 5036 44 0 4992
"2207" "Missouri" "US" 38.6377004 -90.4458375 50729 976 0 49753
"2208" "Missouri" "US" 38.63555736 -90.24349225 12774 238 0 12536
"2209" "Missouri" "US" 37.89090059 -90.1949941 1046 2 0 1044
"2210" "Missouri" "US" 36.85571651 -89.9444155 1613 20 0 1593
"2211" "Missouri" "US" 36.75000327 -93.45256475 1167 16 0 1151
"2212" "Missouri" "US" 40.2099105 -93.11150106 559 6 0 553
"2213" "Missouri" "US" 36.65465345 -93.04075153 2823 40 0 2783
"2214" "Missouri" "US" 37.31728859 -91.96564727 946 8 0 938
"2215" "Missouri" "US" 37.8457799 -94.34127305 665 7 0 658
"2216" "Missouri" "US" 38.76529479 -91.16124662 1197 2 0 1195
"2217" "Missouri" "US" 37.96130078 -90.87948158 1411 23 0 1388
"2218" "Missouri" "US" 37.11303869 -90.46001416 486 3 0 483
"2219" "Missouri" "US" 37.2813734 -92.876329 1806 24 0 1782
"2220" "Missouri" "US" 40.47945588 -94.42328751 70 0 0 70
"2221" "Missouri" "US" 37.27029221 -92.46914488 758 14 0 744
"2222" "Montana" "US" 45.13434354 -112.8984694 564 3 0 561
"2223" "Montana" "US" 45.42335905 -107.492347 1778 50 0 1728
"2224" "Montana" "US" 48.43175214 -108.9582723 516 18 0 498
"2225" "Montana" "US" 46.33277565 -111.4955813 192 1 0 191
"2226" "Montana" "US" 45.22850116 -109.0274047 581 6 0 575
"2227" "Montana" "US" 45.5197966 -104.5395536 112 3 0 109
"2228" "Montana" "US" 47.30797024 -111.3467922 4869 72 0 4797
"2229" "Montana" "US" 47.88084126 -110.4353362 274 3 0 271
"2230" "Montana" "US" 46.25319932 -105.5737526 714 6 0 708
"2231" "Montana" "US" 48.78420029 -105.5476343 111 4 0 107
"2232" "Montana" "US" 47.26584855 -104.8944417 624 9 0 615
"2233" "Montana" "US" 46.05953325 -113.073353 698 10 0 688
"2234" "Montana" "US" 46.33478338 -104.4183565 242 1 0 241
"2235" "Montana" "US" 47.26331584 -109.2245206 597 3 0 594
"2236" "Montana" "US" 48.29575866 -114.0520569 6684 39 0 6645
"2237" "Montana" "US" 45.54486106 -111.1692571 7132 19 0 7113
"2238" "Montana" "US" 47.27545948 -107.0002351 64 2 0 62
"2239" "Montana" "US" 48.70513576 -112.9934235 1168 19 0 1149
"2240" "Montana" "US" 46.3816474 -109.1768522 24 0 0 24
"2241" "Montana" "US" 46.4060522 -113.4414186 126 1 0 125
"2242" "Montana" "US" 48.62879827 -110.1129252 1317 28 0 1289
"2243" "Montana" "US" 46.14907081 -112.094396 470 0 0 470
"2244" "Montana" "US" 47.04581276 -110.2660688 54 0 0 54
"2245" "Montana" "US" 47.64514965 -114.0898013 1040 13 0 1027
"2246" "Montana" "US" 47.12610041 -112.394698 2738 11 0 2727
"2247" "Montana" "US" 48.56084317 -111.024307 85 1 0 84
"2248" "Montana" "US" 48.54265777 -115.4046155 727 9 0 718
"2249" "Montana" "US" 45.30080065 -111.9173017 406 2 0 404
"2250" "Montana" "US" 47.64469406 -105.7944994 99 0 0 99
"2251" "Montana" "US" 46.59907074 -110.8898557 108 7 0 101
"2252" "Montana" "US" 47.15283992 -115.0015239 66 0 0 66
"2253" "Montana" "US" 47.03728583 -113.9213508 4640 42 0 4598
"2254" "Montana" "US" 46.49684637 -108.39498 209 4 0 205
"2255" "Montana" "US" 45.48965095 -110.5264394 631 3 0 628
"2256" "Montana" "US" 47.1182463 -108.2508876 7 1 0 6
"2257" "Montana" "US" 48.25936577 -107.9128511 273 6 0 267
"2258" "Montana" "US" 48.22773388 -112.2252703 306 3 0 303
"2259" "Montana" "US" 45.39617714 -105.636738 88 5 0 83
"2260" "Montana" "US" 46.85538891 -112.9359164 689 3 0 686
"2261" "Montana" "US" 46.86048047 -105.379384 80 0 0 80
"2262" "Montana" "US" 46.08520862 -114.1189164 1516 13 0 1503
"2263" "Montana" "US" 47.78668011 -104.5610786 506 7 0 499
"2264" "Montana" "US" 48.29607488 -105.0079268 1240 40 0 1200
"2265" "Montana" "US" 46.23397237 -106.729288 860 24 0 836
"2266" "Montana" "US" 47.67657534 -115.1329916 230 3 0 227
"2267" "Montana" "US" 48.72085833 -104.503829 272 2 0 270
"2268" "Montana" "US" 45.90018933 -112.6620092 2083 20 0 2063
"2269" "Montana" "US" 45.67071407 -109.3950061 427 4 0 423
"2270" "Montana" "US" 45.81367654 -109.9425686 249 4 0 245
"2271" "Montana" "US" 47.83741052 -112.2410688 185 3 0 182
"2272" "Montana" "US" 48.65577551 -111.6942414 598 8 0 590
"2273" "Montana" "US" 46.2097322 -107.2666516 28 1 0 27
"2274" "Montana" "US" 48.36435097 -106.6669635 560 5 0 555
"2275" "Montana" "US" 46.46652491 -109.8464636 100 5 0 95
"2276" "Montana" "US" 46.95925154 -104.2510927 87 3 0 84
"2277" "Montana" "US" 45.93955949 -108.2691486 10801 120 0 10681
"2278" "Nebraska" "US" 40.5244942 -98.50117804 1609 23 0 1586
"2279" "Nebraska" "US" 42.17695516 -98.0666283 330 1 0 329
"2280" "Nebraska" "US" 41.56896142 -101.6959559 16 0 0 16
"2281" "Nebraska" "US" 41.54634427 -103.7114332 16 0 0 16
"2282" "Nebraska" "US" 41.91311716 -99.97677845 15 0 0 15
"2283" "Nebraska" "US" 41.70759415 -98.06737183 317 1 0 316
"2284" "Nebraska" "US" 42.22079243 -103.0878834 634 3 0 631
"2285" "Nebraska" "US" 42.8997274 -98.76486568 136 2 0 134
"2286" "Nebraska" "US" 42.43018907 -99.92904055 164 1 0 163
"2287" "Nebraska" "US" 40.85486962 -99.07500296 3552 39 0 3513
"2288" "Nebraska" "US" 41.85056773 -96.32605633 417 1 0 416
"2289" "Nebraska" "US" 41.22703692 -97.13106306 563 5 0 558
"2290" "Nebraska" "US" 40.90899107 -96.13971217 1145 5 0 1140
"2291" "Nebraska" "US" 42.5988851 -97.25311951 384 2 0 382
"2292" "Nebraska" "US" 40.5237198 -101.6978026 266 3 0 263
"2293" "Nebraska" "US" 42.54502621 -101.1244332 188 4 0 184
"2294" "Nebraska" "US" 41.21999357 -102.9941693 524 3 0 521
"2295" "Nebraska" "US" 40.52439441 -98.05126296 385 4 0 381
"2296" "Nebraska" "US" 41.57486951 -97.0868542 1293 12 0 1281
"2297" "Nebraska" "US" 41.91637624 -96.78730772 595 4 0 591
"2298" "Nebraska" "US" 41.39374521 -99.72805369 476 11 0 465
"2299" "Nebraska" "US" 42.39040144 -96.56656425 3138 50 0 3088
"2300" "Nebraska" "US" 42.71985036 -103.1313774 457 11 0 446
"2301" "Nebraska" "US" 40.87028216 -99.8201461 1980 18 0 1962
"2302" "Nebraska" "US" 41.11168186 -102.3333331 41 0 0 41
"2303" "Nebraska" "US" 42.49188363 -96.86782408 392 4 0 388
"2304" "Nebraska" "US" 41.58071748 -96.65598179 2871 34 0 2837
"2305" "Nebraska" "US" 41.29518299 -96.15085305 39555 296 0 39259
"2306" "Nebraska" "US" 40.17638677 -101.6876522 60 2 0 58
"2307" "Nebraska" "US" 40.52458567 -97.59646937 332 4 0 328
"2308" "Nebraska" "US" 40.17636348 -98.95299073 171 2 0 169
"2309" "Nebraska" "US" 40.52993007 -100.3924658 112 1 0 111
"2310" "Nebraska" "US" 40.17642064 -99.91247454 260 3 0 257
"2311" "Nebraska" "US" 40.26186809 -96.68946704 1271 9 0 1262
"2312" "Nebraska" "US" 41.61703149 -102.3313973 76 0 0 76
"2313" "Nebraska" "US" 41.91428955 -98.99111827 104 3 0 101
"2314" "Nebraska" "US" 40.51481965 -99.83020279 107 1 0 106
"2315" "Nebraska" "US" 41.91528587 -101.740701 19 1 0 18
"2316" "Nebraska" "US" 41.56742671 -98.52150266 123 0 0 123
"2317" "Nebraska" "US" 40.87257079 -98.50218293 4549 70 0 4479
"2318" "Nebraska" "US" 40.87349452 -98.02099117 535 13 0 522
"2319" "Nebraska" "US" 40.17658508 -99.40438879 136 0 0 136
"2320" "Nebraska" "US" 40.52451972 -101.0603568 43 0 0 43
"2321" "Nebraska" "US" 40.17609175 -101.0416477 99 1 0 98
"2322" "Nebraska" "US" 42.45522056 -98.78402558 516 10 0 506
"2323" "Nebraska" "US" 41.91586243 -101.1354293 44 1 0 43
"2324" "Nebraska" "US" 41.2200529 -98.5166499 349 6 0 343
"2325" "Nebraska" "US" 40.17584531 -97.142601 360 0 0 360
"2326" "Nebraska" "US" 40.39257596 -96.26522753 313 2 0 311
"2327" "Nebraska" "US" 40.50663314 -98.94877182 486 1 0 485
"2328" "Nebraska" "US" 41.19930341 -101.6620164 387 0 0 387
"2329" "Nebraska" "US" 42.87990694 -99.71343729 22 0 0 22
"2330" "Nebraska" "US" 41.19774275 -103.7148131 163 1 0 162
"2331" "Nebraska" "US" 42.63758421 -97.89178836 436 2 0 434
"2332" "Nebraska" "US" 40.78416049 -96.68777155 16165 66 0 16099
"2333" "Nebraska" "US" 41.04658298 -100.7475374 2266 18 0 2248
"2334" "Nebraska" "US" 41.56650314 -100.4817851 47 0 0 47
"2335" "Nebraska" "US" 41.91371961 -99.45440415 31 0 0 31
"2336" "Nebraska" "US" 41.91676024 -97.6005481 3047 19 0 3028
"2337" "Nebraska" "US" 41.56797682 -101.0599362 15 0 0 15
"2338" "Nebraska" "US" 41.16624273 -98.0374887 448 4 0 444
"2339" "Nebraska" "US" 41.71711774 -103.0061405 344 4 0 340
"2340" "Nebraska" "US" 41.39750195 -97.99327291 276 2 0 274
"2341" "Nebraska" "US" 40.38514847 -95.85433992 298 0 0 298
"2342" "Nebraska" "US" 40.17637905 -98.04743961 212 1 0 211
"2343" "Nebraska" "US" 40.64843556 -96.13374142 740 1 0 739
"2344" "Nebraska" "US" 40.13141096 -96.23705437 86 0 0 86
"2345" "Nebraska" "US" 40.85082525 -101.6502942 136 10 0 126
"2346" "Nebraska" "US" 40.51156033 -99.41461667 545 4 0 541
"2347" "Nebraska" "US" 42.26434853 -97.60122773 429 14 0 415
"2348" "Nebraska" "US" 41.57246836 -97.52144359 3082 27 0 3055
"2349" "Nebraska" "US" 41.18813488 -97.56630712 316 8 0 308
"2350" "Nebraska" "US" 40.1755688 -100.476998 579 3 0 576
"2351" "Nebraska" "US" 40.1247415 -95.71755036 347 4 0 343
"2352" "Nebraska" "US" 42.42252217 -99.44832069 81 2 0 79
"2353" "Nebraska" "US" 40.52418865 -97.14085859 1472 3 0 1469
"2354" "Nebraska" "US" 41.11314181 -96.11156432 11305 56 0 11249
"2355" "Nebraska" "US" 41.2278103 -96.63773905 1253 7 0 1246
"2356" "Nebraska" "US" 41.85070896 -103.7080986 2624 17 0 2607
"2357" "Nebraska" "US" 40.87241834 -97.139673 851 8 0 843
"2358" "Nebraska" "US" 42.50284406 -102.4126613 278 6 0 272
"2359" "Nebraska" "US" 41.22045983 -98.97588642 127 4 0 123
"2360" "Nebraska" "US" 42.48932059 -103.7576544 21 0 0 21
"2361" "Nebraska" "US" 41.9169835 -97.19394708 203 0 0 203
"2362" "Nebraska" "US" 40.17626377 -97.59504381 257 2 0 255
"2363" "Nebraska" "US" 41.91358968 -100.5556632 30 0 0 30
"2364" "Nebraska" "US" 42.15725356 -96.54157099 545 5 0 540
"2365" "Nebraska" "US" 41.56730777 -98.98197724 187 1 0 186
"2366" "Nebraska" "US" 41.52815707 -96.22019892 1197 10 0 1187
"2367" "Nebraska" "US" 42.20934475 -97.11926964 726 5 0 721
"2368" "Nebraska" "US" 40.17642643 -98.50019851 225 3 0 222
"2369" "Nebraska" "US" 41.91482725 -98.52798941 13 0 0 13
"2370" "Nebraska" "US" 40.87272618 -97.59710186 980 3 0 977
"2371" "Nevada" "US" 39.15509045 -119.7480219 2241 14 0 2227
"2372" "Nevada" "US" 39.58105744 -118.3394607 804 12 0 792
"2373" "Nevada" "US" 36.21458855 -115.0130241 114691 1751 0 112940
"2374" "Nevada" "US" 38.912862 -119.6171333 856 3 0 853
"2375" "Nevada" "US" 41.14531606 -115.3577619 2725 17 0 2708
"2376" "Nevada" "US" 37.78436681 -117.6319999 9 0 0 9
"2377" "Nevada" "US" 39.98100864 -116.2683204 24 0 0 24
"2378" "Nevada" "US" 41.40692186 -118.1109427 326 5 0 321
"2379" "Nevada" "US" 39.9332233 -117.0397075 203 4 0 199
"2380" "Nevada" "US" 37.64268459 -114.8790388 188 1 0 187
"2381" "Nevada" "US" 39.01777974 -119.1870479 1165 16 0 1149
"2382" "Nevada" "US" 38.53841696 -118.4344506 99 2 0 97
"2383" "Nevada" "US" 38.04264256 -116.4722702 1329 27 0 1302
"2384" "Nevada" "US" 40.44003782 -118.4005641 98 0 0 98
"2385" "Nevada" "US" 39.44875482 -119.5250207 52 0 0 52
"2386" "Nevada" "US" 40.66562265 -119.6631594 24079 266 0 23813
"2387" "Nevada" "US" 39.44157041 -114.899966 340 1 0 339
"2388" "New Hampshire" "US" 43.51637314 -71.41684235 687 11 0 676
"2389" "New Hampshire" "US" 43.87498583 -71.20430216 361 2 0 359
"2390" "New Hampshire" "US" 42.92015988 -72.25311043 533 3 0 530
"2391" "New Hampshire" "US" 44.69063265 -71.30633239 303 6 0 297
"2392" "New Hampshire" "US" 43.93779815 -71.82057197 523 2 0 521
"2393" "New Hampshire" "US" 42.91537785 -71.7200253 8920 333 0 8587
"2394" "New Hampshire" "US" 43.29662971 -71.6811573 1768 34 0 1734
"2395" "New Hampshire" "US" 42.98499744 -71.12883377 4776 108 0 4668
"2396" "New Hampshire" "US" 43.291833 -71.02336013 1558 15 0 1543
"2397" "New Hampshire" "US" 43.36094111 -72.22203125 223 5 0 218
"2398" "New Jersey" "US" 39.47538693 -74.65848483 7823 290 0 7533
"2399" "New Jersey" "US" 40.96010917 -74.07164325 34083 2121 0 31962
"2400" "New Jersey" "US" 39.87681124 -74.66927768 13284 543 0 12741
"2401" "New Jersey" "US" 39.80343818 -74.96388753 18497 673 0 17824
"2402" "New Jersey" "US" 39.15008829 -74.80170244 1632 110 0 1522
"2403" "New Jersey" "US" 39.37199394 -75.10712559 5014 174 0 4840
"2404" "New Jersey" "US" 40.78681335 -74.24657979 34632 2227 0 32405
"2405" "New Jersey" "US" 39.71581067 -75.13995546 8765 278 0 8487
"2406" "New Jersey" "US" 40.73766234 -74.07515667 30928 1572 0 29356
"2407" "New Jersey" "US" 40.56335249 -74.91284156 2402 131 0 2271
"2408" "New Jersey" "US" 40.28047017 -74.70479631 13485 660 0 12825
"2409" "New Jersey" "US" 40.43629879 -74.41426991 29817 1486 0 28331
"2410" "New Jersey" "US" 40.26549699 -74.22240686 20036 900 0 19136
"2411" "New Jersey" "US" 40.86095313 -74.5455371 13312 859 0 12453
"2412" "New Jersey" "US" 39.8895449 -74.28089251 21457 1124 0 20333
"2413" "New Jersey" "US" 41.03238628 -74.29954144 29281 1311 0 27970
"2414" "New Jersey" "US" 39.58719656 -75.3469663 1594 92 0 1502
"2415" "New Jersey" "US" 40.56465737 -74.61683016 8908 609 0 8299
"2416" "New Jersey" "US" 41.13891592 -74.69118243 2504 199 0 2305
"2417" "New Jersey" "US" 40.65835409 -74.30680092 27803 1433 0 26370
"2418" "New Jersey" "US" 40.85951833 -74.99556527 2435 173 0 2262
"2419" "New Mexico" "US" 35.05163625 -106.6703554 25847 332 0 25515
"2420" "New Mexico" "US" 33.91514144 -108.4046587 35 1 0 34
"2421" "New Mexico" "US" 33.36406072 -104.4665365 4530 39 0 4491
"2422" "New Mexico" "US" 34.91131525 -107.998876 1616 43 0 1573
"2423" "New Mexico" "US" 36.60569702 -104.6472674 201 3 0 198
"2424" "New Mexico" "US" 34.57421077 -103.3468876 3124 20 0 3104
