"Province_State" "Country_Region" "Lat" "Long_" "Confirmed" "Deaths" "Recovered" "Active"
"2425" "New Mexico" "US" 34.34274529 -104.4117842 43 0 0 43
"2426" "New Mexico" "US" 32.35275771 -106.8329387 13190 183 0 13007
"2427" "New Mexico" "US" 32.47167456 -104.3053527 2933 42 0 2891
"2428" "New Mexico" "US" 32.73911281 -108.3827845 484 6 0 478
"2429" "New Mexico" "US" 34.86319296 -104.790669 124 2 0 122
"2430" "New Mexico" "US" 35.85751555 -103.8220938 6 0 0 6
"2431" "New Mexico" "US" 31.91383467 -108.7151824 183 3 0 180
"2432" "New Mexico" "US" 32.79215361 -103.4123733 4162 43 0 4119
"2433" "New Mexico" "US" 33.74526079 -105.4586166 764 8 0 756
"2434" "New Mexico" "US" 35.86631386 -106.3134985 132 0 0 132
"2435" "New Mexico" "US" 32.18179341 -107.7508826 1935 25 0 1910
"2436" "New Mexico" "US" 35.5800772 -108.262245 6955 276 0 6679
"2437" "New Mexico" "US" 36.01095101 -104.9497716 35 0 0 35
"2438" "New Mexico" "US" 32.61348406 -105.7417604 1367 24 0 1343
"2439" "New Mexico" "US" 35.10403332 -103.5481727 226 4 0 222
"2440" "New Mexico" "US" 36.51072137 -106.6931674 1267 22 0 1245
"2441" "New Mexico" "US" 34.02097406 -103.4799493 972 13 0 959
"2442" "New Mexico" "US" 36.50838318 -108.320437 5835 235 0 5600
"2443" "New Mexico" "US" 35.48014807 -104.8163562 407 2 0 405
"2444" "New Mexico" "US" 35.68862401 -106.8687803 4988 79 0 4909
"2445" "New Mexico" "US" 35.50708973 -105.9774716 4964 35 0 4929
"2446" "New Mexico" "US" 33.13028233 -107.1925893 331 6 0 325
"2447" "New Mexico" "US" 34.00715494 -106.9298354 606 27 0 579
"2448" "New Mexico" "US" 36.58006022 -105.6310198 802 22 0 780
"2449" "New Mexico" "US" 34.64048375 -105.8508949 295 2 0 293
"2450" "New Mexico" "US" 36.48126404 -103.4709624 114 4 0 110
"2451" "New Mexico" "US" 34.71669834 -106.8103733 2910 26 0 2884
"2452" "New York" "US" 42.60060306 -73.97723916 5618 148 0 5470
"2453" "New York" "US" 42.25748406 -78.02750466 997 53 0 944
"2454" "New York" "US" 40.85209301 -73.86282755 63149 5027 0 58122
"2455" "New York" "US" 42.15903158 -75.81326086 5234 143 0 5091
"2456" "New York" "US" 42.24778241 -78.67923096 1075 26 0 1049
"2457" "New York" "US" 42.91261714 -76.55731592 846 8 0 838
"2458" "New York" "US" 42.2276921 -79.36691763 1539 16 0 1523
"2459" "New York" "US" 42.13891056 -76.7638805 2993 38 0 2955
"2460" "New York" "US" 42.49430041 -75.60887553 629 10 0 619
"2461" "New York" "US" 44.74530905 -73.67875352 456 5 0 451
"2462" "New York" "US" 42.24819348 -73.63089095 1012 57 0 955
"2463" "New York" "US" 42.59509207 -76.07048931 1025 2 0 1023
"2464" "New York" "US" 42.19837623 -74.96709306 346 9 0 337
"2465" "New York" "US" 41.7648606 -73.74356679 7122 187 0 6935
"2466" "New York" "US" 42.76249024 -78.73063652 24440 791 0 23649
"2467" "New York" "US" 44.11630765 -73.77297842 279 14 0 265
"2468" "New York" "US" 44.59040891 -74.29926032 259 7 0 252
"2469" "New York" "US" 43.11363907 -74.41798804 490 28 0 462
"2470" "New York" "US" 43.0022601 -78.19135193 966 9 0 957
"2471" "New York" "US" 42.275797 -74.12384884 685 18 0 667
"2472" "New York" "US" 43.66146647 -74.49721957 44 1 0 43
"2473" "New York" "US" 43.42034246 -74.96145307 664 12 0 652
"2474" "New York" "US" 44.04200959 -75.94653457 511 3 0 508
"2475" "New York" "US" 40.6361825 -73.94935552 87979 7502 0 80477
"2476" "New York" "US" 43.7844157 -75.44903992 351 9 0 342
"2477" "New York" "US" 42.72596275 -77.77966158 683 9 0 674
"2478" "New York" "US" 42.91653905 -75.67266639 913 18 0 895
"2479" "New York" "US" 43.14638895 -77.69322942 14703 313 0 14390
"2480" "New York" "US" 42.90123494 -74.44011632 472 16 0 456
"2481" "New York" "US" 40.74066522 -73.58941873 59700 2251 0 57449
"2482" "New York" "US" 40.7672726 -73.97152637 44602 3225 0 41377
"2483" "New York" "US" 43.19898042 -78.74777412 3682 109 0 3573
"2484" "New York" "US" 43.24375382 -75.43710392 4732 151 0 4581
"2485" "New York" "US" 43.00491923 -76.19971155 10480 222 0 10258
"2486" "New York" "US" 42.85145728 -77.30874425 1273 37 0 1236
"2487" "New York" "US" 41.40337468 -74.30240757 16650 517 0 16133
"2488" "New York" "US" 43.2516977 -78.2320066 618 57 0 561
"2489" "New York" "US" 43.42778894 -76.14635194 1496 7 0 1489
"2490" "New York" "US" 42.63492579 -75.03151402 611 8 0 603
"2491" "New York" "US" 41.42630093 -73.74965532 2731 64 0 2667
"2492" "New York" "US" 40.71088124 -73.81684712 89047 7354 0 81693
"2493" "New York" "US" 42.71348136 -73.51089874 1686 52 0 1634
"2494" "New York" "US" 40.58582155 -74.14808598 22404 1128 0 21276
"2495" "New York" "US" 41.15027894 -74.02560498 21378 692 0 20686
"2496" "New York" "US" 43.10904162 -73.86653895 2180 20 0 2160
"2497" "New York" "US" 42.81668777 -74.05278291 2389 57 0 2332
"2498" "New York" "US" 42.58831742 -74.4433903 194 2 0 192
"2499" "New York" "US" 42.39184015 -76.8773299 306 3 0 303
"2500" "New York" "US" 42.78081007 -76.82497064 283 5 0 278
"2501" "New York" "US" 44.4976179 -75.06550039 805 10 0 795
"2502" "New York" "US" 42.2689144 -77.3829924 1739 87 0 1652
"2503" "New York" "US" 40.88320119 -72.8012172 59810 2047 0 57763
"2504" "New York" "US" 41.71579493 -74.76394559 2166 48 0 2118
"2505" "New York" "US" 42.16852837 -76.30835812 1104 49 0 1055
"2506" "New York" "US" 42.44945765 -76.47229843 1076 2 0 1074
"2507" "New York" "US" 41.89027881 -74.26252104 3276 98 0 3178
"2508" "New York" "US" 43.56173026 -73.8433699 575 35 0 540
"2509" "New York" "US" 43.31153794 -73.43043448 444 14 0 430
"2510" "New York" "US" 43.15494365 -77.02976528 1095 12 0 1083
"2511" "New York" "US" 41.16278376 -73.75741653 49646 1514 0 48132
"2512" "New York" "US" 42.70145109 -78.22199579 527 5 0 522
"2513" "New York" "US" 42.63505484 -77.10369919 253 7 0 246
"2514" "North Carolina" "US" 36.0434701 -79.39976137 7097 97 0 7000
"2515" "North Carolina" "US" 35.9223796 -81.17751948 1602 17 0 1585
"2516" "North Carolina" "US" 36.49360862 -81.12857041 384 1 0 383
"2517" "North Carolina" "US" 34.97403241 -80.09953279 913 14 0 899
"2518" "North Carolina" "US" 36.43296207 -81.49862729 778 3 0 775
"2519" "North Carolina" "US" 36.07569796 -81.92308483 926 8 0 918
"2520" "North Carolina" "US" 35.48531943 -76.84325809 1700 54 0 1646
"2521" "North Carolina" "US" 36.0688473 -76.96545943 893 24 0 869
"2522" "North Carolina" "US" 34.61296243 -78.56180059 1334 19 0 1315
"2523" "North Carolina" "US" 34.070565 -78.22814204 2973 58 0 2915
"2524" "North Carolina" "US" 35.61113393 -82.53305 5542 130 0 5412
"2525" "North Carolina" "US" 35.74989637 -81.70755735 3895 64 0 3831
"2526" "North Carolina" "US" 35.3877799 -80.55267168 6868 107 0 6761
"2527" "North Carolina" "US" 35.95204977 -81.54799522 3512 21 0 3491
"2528" "North Carolina" "US" 36.33804939 -76.15568396 179 4 0 175
"2529" "North Carolina" "US" 34.8932941 -76.54120135 1713 14 0 1699
"2530" "North Carolina" "US" 36.39312665 -79.33353281 835 6 0 829
"2531" "North Carolina" "US" 35.66211129 -81.2132617 6774 85 0 6689
"2532" "North Carolina" "US" 35.70394416 -79.25541492 2354 65 0 2289
"2533" "North Carolina" "US" 35.1349263 -84.05970864 928 15 0 913
"2534" "North Carolina" "US" 36.12908077 -76.60118385 622 18 0 604
"2535" "North Carolina" "US" 35.05704275 -83.74353633 278 5 0 273
"2536" "North Carolina" "US" 35.33553364 -81.55204486 4242 108 0 4134
"2537" "North Carolina" "US" 34.26744084 -78.65801424 2735 71 0 2664
"2538" "North Carolina" "US" 35.11833364 -77.08398081 3115 69 0 3046
"2539" "North Carolina" "US" 35.04762133 -78.82623165 9343 115 0 9228
"2540" "North Carolina" "US" 36.36123664 -75.95876401 324 5 0 319
"2541" "North Carolina" "US" 35.66520691 -75.71767334 639 4 0 635
"2542" "North Carolina" "US" 35.79115496 -80.21256572 5238 51 0 5187
"2543" "North Carolina" "US" 35.93099927 -80.54496571 1219 13 0 1206
"2544" "North Carolina" "US" 34.93449805 -77.93140529 3333 61 0 3272
"2545" "North Carolina" "US" 36.03638492 -78.87608331 11223 112 0 11111
"2546" "North Carolina" "US" 35.91230639 -77.59436892 2523 71 0 2452
"2547" "North Carolina" "US" 36.12859861 -80.25459052 13074 164 0 12910
"2548" "North Carolina" "US" 36.081519 -78.28708884 1984 33 0 1951
"2549" "North Carolina" "US" 35.29373559 -81.17477045 10109 181 0 9928
"2550" "North Carolina" "US" 36.44667547 -76.69749701 212 6 0 206
"2551" "North Carolina" "US" 35.3506925 -83.83369267 273 11 0 262
"2552" "North Carolina" "US" 36.30337451 -78.65184241 2525 57 0 2468
"2553" "North Carolina" "US" 35.48544173 -77.67578087 1187 25 0 1162
"2554" "North Carolina" "US" 36.07959451 -79.78824948 16509 239 0 16270
"2555" "North Carolina" "US" 36.25669272 -77.6556109 1963 36 0 1927
"2556" "North Carolina" "US" 35.36731853 -78.87243571 3931 77 0 3854
"2557" "North Carolina" "US" 35.55269063 -82.98196486 1153 40 0 1113
"2558" "North Carolina" "US" 35.33788927 -82.4766782 3131 71 0 3060
"2559" "North Carolina" "US" 36.3607755 -76.98104134 982 41 0 941
"2560" "North Carolina" "US" 35.01888303 -79.23651674 1946 31 0 1915
"2561" "North Carolina" "US" 35.42017674 -76.15180542 185 5 0 180
"2562" "North Carolina" "US" 35.80950511 -80.8743128 5476 50 0 5426
"2563" "North Carolina" "US" 35.28814273 -83.14093385 1385 8 0 1377
"2564" "North Carolina" "US" 35.51745004 -78.36622717 7553 73 0 7480
"2565" "North Carolina" "US" 35.02254606 -77.35870791 274 15 0 259
"2566" "North Carolina" "US" 35.47623147 -79.17569362 2473 30 0 2443
"2567" "North Carolina" "US" 35.2403259 -77.64245615 2130 52 0 2078
"2568" "North Carolina" "US" 35.48508185 -81.21740317 3395 20 0 3375
"2569" "North Carolina" "US" 35.14867843 -83.41696617 935 9 0 926
"2570" "North Carolina" "US" 35.85402722 -82.71346418 516 17 0 499
"2571" "North Carolina" "US" 35.84326734 -77.10860251 831 21 0 810
"2572" "North Carolina" "US" 35.67736232 -82.0482425 1843 34 0 1809
"2573" "North Carolina" "US" 35.24469268 -80.8317671 42933 445 0 42488
"2574" "North Carolina" "US" 36.01059309 -82.1582442 517 6 0 511
"2575" "North Carolina" "US" 35.33155144 -79.90416657 1388 41 0 1347
"2576" "North Carolina" "US" 35.30885257 -79.48474178 2883 65 0 2818
"2577" "North Carolina" "US" 35.96575634 -77.98422508 4396 108 0 4288
"2578" "North Carolina" "US" 34.25758282 -77.87075626 6889 53 0 6836
"2579" "North Carolina" "US" 36.41736238 -77.39769443 818 25 0 793
"2580" "North Carolina" "US" 34.72607366 -77.42908179 5251 41 0 5210
"2581" "North Carolina" "US" 36.06092947 -79.12167935 3863 62 0 3801
"2582" "North Carolina" "US" 35.15253315 -76.66559823 402 3 0 399
"2583" "North Carolina" "US" 36.26723798 -76.25134778 1085 35 0 1050
"2584" "North Carolina" "US" 34.52265624 -77.90352133 1887 17 0 1870
"2585" "North Carolina" "US" 36.17847453 -76.40603143 334 4 0 330
"2586" "North Carolina" "US" 36.38989032 -78.97217358 975 11 0 964
"2587" "North Carolina" "US" 35.59535426 -77.37353178 7816 48 0 7768
"2588" "North Carolina" "US" 35.27820615 -82.16812354 474 13 0 461
"2589" "North Carolina" "US" 35.71015088 -79.80570339 5313 82 0 5231
"2590" "North Carolina" "US" 35.00417719 -79.74491009 1846 38 0 1808
"2591" "North Carolina" "US" 34.64244496 -79.1025053 7351 110 0 7241
"2592" "North Carolina" "US" 36.39593137 -79.77504841 3063 22 0 3041
"2593" "North Carolina" "US" 35.64003916 -80.52446628 5623 130 0 5493
"2594" "North Carolina" "US" 35.40114178 -81.92112099 2401 74 0 2327
"2595" "North Carolina" "US" 34.98820368 -78.36914061 3627 43 0 3584
"2596" "North Carolina" "US" 34.8386299 -79.4757978 1949 39 0 1910
"2597" "North Carolina" "US" 35.31647813 -80.25093221 2945 78 0 2867
"2598" "North Carolina" "US" 36.4017975 -80.23893369 1151 16 0 1135
"2599" "North Carolina" "US" 36.41689489 -80.69102283 2755 44 0 2711
"2600" "North Carolina" "US" 35.48665845 -83.48748932 396 5 0 391
"2601" "North Carolina" "US" 35.20383864 -82.79638423 547 9 0 538
"2602" "North Carolina" "US" 35.87147226 -76.17055253 140 3 0 137
"2603" "North Carolina" "US" 34.98960527 -80.52955873 7707 73 0 7634
"2604" "North Carolina" "US" 36.36880673 -78.40670845 1732 55 0 1677
"2605" "North Carolina" "US" 35.78879266 -78.65249174 28247 289 0 27958
"2606" "North Carolina" "US" 36.39728256 -78.10652228 653 8 0 645
"2607" "North Carolina" "US" 35.83810081 -76.57299037 312 8 0 304
"2608" "North Carolina" "US" 36.23103603 -81.70033724 1843 6 0 1837
"2609" "North Carolina" "US" 35.36438125 -78.00027268 5728 112 0 5616
"2610" "North Carolina" "US" 36.2084135 -81.16232895 2634 50 0 2584
"2611" "North Carolina" "US" 35.70625477 -77.917978 4004 77 0 3927
"2612" "North Carolina" "US" 36.16222629 -80.66239436 1517 14 0 1503
"2613" "North Carolina" "US" 35.90079156 -82.31237181 550 2 0 548
"2614" "North Dakota" "US" 46.09686891 -102.5285397 169 0 0 169
"2615" "North Dakota" "US" 46.93579637 -98.06605978 1024 14 0 1010
"2616" "North Dakota" "US" 48.0683985 -99.35916363 759 14 0 745
"2617" "North Dakota" "US" 47.02366884 -103.3762965 41 0 0 41
"2618" "North Dakota" "US" 48.79106111 -100.8378166 535 19 0 516
"2619" "North Dakota" "US" 46.11285362 -103.5203343 187 3 0 184
"2620" "North Dakota" "US" 48.79094471 -102.5182117 177 1 0 176
"2621" "North Dakota" "US" 46.97847375 -100.4645214 11802 119 0 11683
"2622" "North Dakota" "US" 46.93201724 -97.2444719 16491 125 0 16366
"2623" "North Dakota" "US" 48.77286211 -98.46685243 368 2 0 366
"2624" "North Dakota" "US" 46.11017712 -98.5049008 542 28 0 514
"2625" "North Dakota" "US" 48.8149387 -103.4873611 122 1 0 121
"2626" "North Dakota" "US" 47.35423935 -102.6160468 299 6 0 293
"2627" "North Dakota" "US" 47.71701474 -98.90432337 359 4 0 355
"2628" "North Dakota" "US" 46.28398398 -100.2389766 350 9 0 341
"2629" "North Dakota" "US" 47.4571084 -98.88279923 490 12 0 478
"2630" "North Dakota" "US" 46.94022281 -103.8465421 158 0 0 158
"2631" "North Dakota" "US" 47.92093639 -97.45450447 8051 43 0 8008
"2632" "North Dakota" "US" 46.35821257 -101.6390013 154 5 0 149
"2633" "North Dakota" "US" 47.45785838 -98.23850925 247 1 0 246
"2634" "North Dakota" "US" 46.43375068 -102.4632417 238 3 0 235
"2635" "North Dakota" "US" 46.97830064 -99.77507857 191 6 0 185
"2636" "North Dakota" "US" 46.45681054 -98.53542355 371 15 0 356
"2637" "North Dakota" "US" 46.45729487 -99.47719806 155 6 0 149
"2638" "North Dakota" "US" 48.23104458 -100.6324822 448 17 0 431
"2639" "North Dakota" "US" 46.11182017 -99.44145858 236 7 0 229
"2640" "North Dakota" "US" 47.7413337 -103.395905 878 6 0 872
"2641" "North Dakota" "US" 47.60766714 -101.3182418 973 15 0 958
"2642" "North Dakota" "US" 47.31213126 -101.8318399 837 5 0 832
"2643" "North Dakota" "US" 46.71681782 -101.2822377 3989 68 0 3921
"2644" "North Dakota" "US" 48.20197971 -102.3555315 1061 13 0 1048
"2645" "North Dakota" "US" 47.9226426 -98.19038437 355 10 0 345
"2646" "North Dakota" "US" 47.11530482 -101.3406158 123 2 0 121
"2647" "North Dakota" "US" 48.76623521 -97.5523809 618 5 0 613
"2648" "North Dakota" "US" 48.24977025 -99.96407787 423 7 0 416
"2649" "North Dakota" "US" 48.26886249 -98.72223879 1124 8 0 1116
"2650" "North Dakota" "US" 46.45621782 -97.65742504 447 8 0 439
"2651" "North Dakota" "US" 48.71982533 -101.6603912 237 2 0 235
"2652" "North Dakota" "US" 46.26440649 -96.94852979 1127 11 0 1116
"2653" "North Dakota" "US" 48.77245354 -99.84097493 1401 14 0 1387
"2654" "North Dakota" "US" 46.10830372 -97.63217159 309 4 0 305
"2655" "North Dakota" "US" 47.57700669 -100.3426391 77 1 0 76
"2656" "North Dakota" "US" 46.11323337 -101.0440149 494 6 0 488
"2657" "North Dakota" "US" 46.44737738 -103.4601547 19 0 0 19
"2658" "North Dakota" "US" 46.80851182 -102.6576326 3542 39 0 3503
"2659" "North Dakota" "US" 47.45611548 -97.72728747 132 1 0 131
"2660" "North Dakota" "US" 46.97962541 -98.95637318 2597 42 0 2555
"2661" "North Dakota" "US" 48.68565745 -99.24564265 211 9 0 202
"2662" "North Dakota" "US" 47.45367788 -97.16323288 738 10 0 728
"2663" "North Dakota" "US" 48.36876964 -97.72574783 1438 14 0 1424
"2664" "North Dakota" "US" 48.22390169 -101.5436763 7521 129 0 7392
"2665" "North Dakota" "US" 47.58614526 -99.65904998 307 3 0 304
"2666" "North Dakota" "US" 48.34522353 -103.4793387 2993 23 0 2970
"2667" "Northern Mariana Islands" "US" 15.0979 145.6739 104 2 0 102
"2668" "Ohio" "US" 38.84541072 -83.4718964 847 13 0 834
"2669" "Ohio" "US" 40.77285242 -84.10802343 5251 89 0 5162
"2670" "Ohio" "US" 40.84772277 -82.27280781 1207 29 0 1178
"2671" "Ohio" "US" 41.70860332 -80.74830218 2473 54 0 2419
"2672" "Ohio" "US" 39.33425634 -82.04278644 2029 4 0 2025
"2673" "Ohio" "US" 40.55998859 -84.2242143 2467 35 0 2432
"2674" "Ohio" "US" 40.01625942 -80.9924051 1815 29 0 1786
"2675" "Ohio" "US" 38.93416837 -83.86788395 1121 5 0 1116
"2676" "Ohio" "US" 39.44012838 -84.57388716 16020 149 0 15871
"2677" "Ohio" "US" 40.5789686 -81.09178213 550 10 0 540
"2678" "Ohio" "US" 40.13923427 -83.76875242 1067 5 0 1062
"2679" "Ohio" "US" 39.91592258 -83.78498252 5546 129 0 5417
"2680" "Ohio" "US" 39.04847534 -84.15375786 6353 53 0 6300
"2681" "Ohio" "US" 39.41485808 -83.80852286 1156 17 0 1139
"2682" "Ohio" "US" 40.76932373 -80.78094576 3789 99 0 3690
"2683" "Ohio" "US" 40.30096166 -81.91729018 922 15 0 907
"2684" "Ohio" "US" 40.85065156 -82.91989099 1370 17 0 1353
"2685" "Ohio" "US" 41.424119 -81.65918339 39654 745 0 38909
"2686" "Ohio" "US" 40.13412966 -84.6194517 2512 60 0 2452
"2687" "Ohio" "US" 41.32398837 -84.49076944 1550 23 0 1527
"2688" "Ohio" "US" 40.27942393 -83.00457058 6058 37 0 6021
"2689" "Ohio" "US" 41.36796058 -82.62904521 2475 68 0 2407
"2690" "Ohio" "US" 39.75107189 -82.63088163 5854 64 0 5790
"2691" "Ohio" "US" 39.56021306 -83.4562016 992 17 0 975
"2692" "Ohio" "US" 39.96995815 -83.01115755 53293 672 0 52621
"2693" "Ohio" "US" 41.60213491 -84.12571393 1407 26 0 1381
"2694" "Ohio" "US" 38.82708533 -82.31647569 822 15 0 807
"2695" "Ohio" "US" 41.49952319 -81.17935342 2318 51 0 2267
"2696" "Ohio" "US" 39.69116283 -83.89032084 5677 68 0 5609
"2697" "Ohio" "US" 40.05026529 -81.49248905 996 14 0 982
"2698" "Ohio" "US" 39.19673558 -84.54502924 32049 372 0 31677
"2699" "Ohio" "US" 41.00250487 -83.66838948 2632 40 0 2592
"2700" "Ohio" "US" 40.66015414 -83.65929931 1094 19 0 1075
"2701" "Ohio" "US" 40.29380509 -81.09068544 255 3 0 252
"2702" "Ohio" "US" 41.3339642 -84.06830637 1074 23 0 1051
"2703" "Ohio" "US" 39.1839264 -83.60331456 1106 18 0 1088
"2704" "Ohio" "US" 39.49537927 -82.47991446 711 16 0 695
"2705" "Ohio" "US" 40.56163713 -81.92635677 1487 39 0 1448
"2706" "Ohio" "US" 41.14651175 -82.59867951 1697 22 0 1675
"2707" "Ohio" "US" 39.01914254 -82.6181856 1034 12 0 1022
"2708" "Ohio" "US" 40.38614126 -80.76259514 1439 14 0 1425
"2709" "Ohio" "US" 40.39830217 -82.42027563 1433 19 0 1414
"2710" "Ohio" "US" 41.69710807 -81.23676539 7706 66 0 7640
"2711" "Ohio" "US" 38.59743452 -82.53466552 2038 40 0 1998
"2712" "Ohio" "US" 40.09136236 -82.48185785 6028 77 0 5951
"2713" "Ohio" "US" 40.38996525 -83.76784341 1412 18 0 1394
"2714" "Ohio" "US" 41.29553751 -82.15083537 7265 106 0 7159
"2715" "Ohio" "US" 41.62101218 -83.65468618 15640 420 0 15220
"2716" "Ohio" "US" 39.89381073 -83.40178317 1748 19 0 1729
"2717" "Ohio" "US" 41.01631101 -80.77287029 8123 301 0 7822
"2718" "Ohio" "US" 40.58610662 -83.15736305 4938 59 0 4879
"2719" "Ohio" "US" 41.11770589 -81.8998621 5064 57 0 5007
"2720" "Ohio" "US" 39.09224872 -82.0305041 427 12 0 415
"2721" "Ohio" "US" 40.54043046 -84.62912742 3017 50 0 2967
"2722" "Ohio" "US" 40.0543329 -84.22871271 4655 68 0 4587
"2723" "Ohio" "US" 39.72984936 -81.08464734 357 21 0 336
"2724" "Ohio" "US" 39.75394919 -84.29050975 21694 243 0 21451
"2725" "Ohio" "US" 39.62081738 -81.85308173 299 5 0 294
"2726" "Ohio" "US" 40.5236356 -82.7892599 985 2 0 983
"2727" "Ohio" "US" 39.96575964 -81.94363275 2694 10 0 2684
"2728" "Ohio" "US" 39.76818851 -81.45937183 654 24 0 630
"2729" "Ohio" "US" 41.53781826 -83.0940185 1307 30 0 1277
"2730" "Ohio" "US" 41.11676341 -84.5801017 714 12 0 702
"2731" "Ohio" "US" 39.73508655 -82.23804971 908 13 0 895
"2732" "Ohio" "US" 39.64170392 -83.0243386 4134 48 0 4086
"2733" "Ohio" "US" 39.07634001 -83.06769584 807 2 0 805
"2734" "Ohio" "US" 41.16793482 -81.19735782 3922 74 0 3848
"2735" "Ohio" "US" 39.7420247 -84.64787018 1657 21 0 1636
"2736" "Ohio" "US" 41.02094889 -84.1336111 2360 49 0 2311
"2737" "Ohio" "US" 40.77180308 -82.5379961 3574 39 0 3535
"2738" "Ohio" "US" 39.33705391 -83.06000914 2553 63 0 2490
"2739" "Ohio" "US" 41.35624126 -83.137872 1728 29 0 1699
"2740" "Ohio" "US" 38.80270163 -82.98907345 2101 21 0 2080
"2741" "Ohio" "US" 41.12351311 -83.12783209 1967 19 0 1948
"2742" "Ohio" "US" 40.33163494 -84.20258189 2020 17 0 2003
"2743" "Ohio" "US" 40.81482476 -81.36437305 10007 221 0 9786
"2744" "Ohio" "US" 41.12464734 -81.53123079 14905 333 0 14572
"2745" "Ohio" "US" 41.31735028 -80.76109643 6022 148 0 5874
"2746" "Ohio" "US" 40.44214695 -81.47226262 3650 67 0 3583
"2747" "Ohio" "US" 40.30016061 -83.37239023 2118 8 0 2110
"2748" "Ohio" "US" 40.8554138 -84.591117 1025 18 0 1007
"2749" "Ohio" "US" 39.25208988 -82.4831444 235 6 0 229
"2750" "Ohio" "US" 39.42581994 -84.16557457 8921 77 0 8844
"2751" "Ohio" "US" 39.45690571 -81.49121382 1354 27 0 1327
"2752" "Ohio" "US" 40.82925852 -81.88844833 3467 94 0 3373
"2753" "Ohio" "US" 41.56052014 -84.58429552 1177 9 0 1168
"2754" "Ohio" "US" 41.36224827 -83.62285108 4950 108 0 4842
"2755" "Ohio" "US" 40.84339621 -83.30734173 774 18 0 756
"2756" "Oklahoma" "US" 35.88494195 -94.65859267 1218 13 0 1205
"2757" "Oklahoma" "US" 36.73090616 -98.32408495 376 0 0 376
"2758" "Oklahoma" "US" 34.37366573 -96.03802487 835 1 0 834
"2759" "Oklahoma" "US" 36.7496847 -100.4758872 204 2 0 202
