"Province_State" "Country_Region" "Confirmed" "Deaths" "Recovered" "Active"
"1680" "Kentucky" "US" 1693 15 0 1678
"1681" "Kentucky" "US" 1954 10 0 1944
"1682" "Kentucky" "US" 976 18 0 958
"1683" "Kentucky" "US" 442 3 0 439
"1684" "Kentucky" "US" 486 5 0 481
"1685" "Kentucky" "US" 6821 76 0 6745
"1686" "Kentucky" "US" 603 13 0 590
"1687" "Kentucky" "US" 850 1 0 849
"1688" "Kentucky" "US" 737 0 0 737
"1689" "Kentucky" "US" 25725 159 0 25566
"1690" "Kentucky" "US" 825 3 0 822
"1691" "Kentucky" "US" 2154 16 0 2138
"1692" "Kentucky" "US" 2413 22 0 2391
"1693" "Kentucky" "US" 389 4 0 385
"1694" "Kentucky" "US" 477 11 0 466
"1695" "Kentucky" "US" 1071 4 0 1067
"1696" "Kentucky" "US" 1379 10 0 1369
"1697" "Kentucky" "US" 3076 51 0 3025
"1698" "Kentucky" "US" 1446 36 0 1410
"1699" "Kentucky" "US" 812 11 0 801
"1700" "Kentucky" "US" 2662 21 0 2641
"1701" "Kentucky" "US" 569 11 0 558
"1702" "Kentucky" "US" 6816 44 0 6772
"1703" "Kentucky" "US" 1857 26 0 1831
"1704" "Kentucky" "US" 1005 1 0 1004
"1705" "Kentucky" "US" 1334 9 0 1325
"1706" "Kentucky" "US" 3343 46 0 3297
"1707" "Kentucky" "US" 918 4 0 914
"1708" "Kentucky" "US" 231 7 0 224
"1709" "Kentucky" "US" 3050 93 0 2957
"1710" "Kentucky" "US" 986 21 0 965
"1711" "Kentucky" "US" 56760 565 0 56195
"1712" "Kentucky" "US" 2927 47 0 2880
"1713" "Kentucky" "US" 1317 16 0 1301
"1714" "Kentucky" "US" 10184 78 0 10106
"1715" "Kentucky" "US" 798 14 0 784
"1716" "Kentucky" "US" 2085 10 0 2075
"1717" "Kentucky" "US" 908 4 0 904
"1718" "Kentucky" "US" 4231 17 0 4214
"1719" "Kentucky" "US" 932 5 0 927
"1720" "Kentucky" "US" 1077 18 0 1059
"1721" "Kentucky" "US" 569 1 0 568
"1722" "Kentucky" "US" 1267 4 0 1263
"1723" "Kentucky" "US" 900 26 0 874
"1724" "Kentucky" "US" 1633 27 0 1606
"1725" "Kentucky" "US" 551 12 0 539
"1726" "Kentucky" "US" 1892 40 0 1852
"1727" "Kentucky" "US" 362 7 0 355
"1728" "Kentucky" "US" 6320 42 0 6278
"1729" "Kentucky" "US" 749 1 0 748
"1730" "Kentucky" "US" 1674 20 0 1654
"1731" "Kentucky" "US" 1829 25 0 1804
"1732" "Kentucky" "US" 735 10 0 725
"1733" "Kentucky" "US" 1014 22 0 992
"1734" "Kentucky" "US" 4671 46 0 4625
"1735" "Kentucky" "US" 1216 4 0 1212
"1736" "Kentucky" "US" 638 20 0 618
"1737" "Kentucky" "US" 1319 4 0 1315
"1738" "Kentucky" "US" 252 2 0 250
"1739" "Kentucky" "US" 1649 8 0 1641
"1740" "Kentucky" "US" 679 7 0 672
"1741" "Kentucky" "US" 1047 28 0 1019
"1742" "Kentucky" "US" 1614 12 0 1602
"1743" "Kentucky" "US" 1291 0 0 1291
"1744" "Kentucky" "US" 2237 30 0 2207
"1745" "Kentucky" "US" 3334 19 0 3315
"1746" "Kentucky" "US" 354 3 0 351
"1747" "Kentucky" "US" 1733 27 0 1706
"1748" "Kentucky" "US" 4697 47 0 4650
"1749" "Kentucky" "US" 464 6 0 458
"1750" "Kentucky" "US" 344 10 0 334
"1751" "Kentucky" "US" 674 1 0 673
"1752" "Kentucky" "US" 1729 17 0 1712
"1753" "Kentucky" "US" 3488 38 0 3450
"1754" "Kentucky" "US" 762 0 0 762
"1755" "Kentucky" "US" 4120 48 0 4072
"1756" "Kentucky" "US" 166 5 0 161
"1757" "Kentucky" "US" 1004 9 0 995
"1758" "Kentucky" "US" 1426 3 0 1423
"1759" "Kentucky" "US" 1176 29 0 1147
"1760" "Kentucky" "US" 2833 23 0 2810
"1761" "Kentucky" "US" 3339 29 0 3310
"1762" "Kentucky" "US" 1334 12 0 1322
"1763" "Kentucky" "US" 1111 5 0 1106
"1764" "Kentucky" "US" 1916 19 0 1897
"1765" "Kentucky" "US" 816 16 0 800
"1766" "Kentucky" "US" 771 3 0 768
"1767" "Kentucky" "US" 436 2 0 434
"1768" "Kentucky" "US" 0 0 0 0
"1769" "Kentucky" "US" 1029 9 0 1020
"1770" "Kentucky" "US" 11473 84 0 11389
"1771" "Kentucky" "US" 959 12 0 947
"1772" "Kentucky" "US" 1512 16 0 1496
"1773" "Kentucky" "US" 895 12 0 883
"1774" "Kentucky" "US" 3120 10 0 3110
"1775" "Kentucky" "US" 342 4 0 338
"1776" "Kentucky" "US" 1466 2 0 1464
"1777" "Louisiana" "US" 5427 164 0 5263
"1778" "Louisiana" "US" 2573 75 0 2498
"1779" "Louisiana" "US" 8719 123 0 8596
"1780" "Louisiana" "US" 1519 29 0 1490
"1781" "Louisiana" "US" 3000 96 0 2904
"1782" "Louisiana" "US" 2244 58 0 2186
"1783" "Louisiana" "US" 1326 58 0 1268
"1784" "Louisiana" "US" 10068 208 0 9860
"1785" "Louisiana" "US" 19788 537 0 19251
"1786" "Louisiana" "US" 15260 296 0 14964
"1787" "Louisiana" "US" 979 22 0 957
"1788" "Louisiana" "US" 412 4 0 408
"1789" "Louisiana" "US" 950 29 0 921
"1790" "Louisiana" "US" 1214 40 0 1174
"1791" "Louisiana" "US" 1555 40 0 1515
"1792" "Louisiana" "US" 1954 54 0 1900
"1793" "Louisiana" "US" 27792 607 0 27185
"1794" "Louisiana" "US" 1020 18 0 1002
"1795" "Louisiana" "US" 2581 95 0 2486
"1796" "Louisiana" "US" 2803 59 0 2744
"1797" "Louisiana" "US" 2178 87 0 2091
"1798" "Louisiana" "US" 1663 41 0 1622
"1799" "Louisiana" "US" 5325 125 0 5200
"1800" "Louisiana" "US" 2862 75 0 2787
"1801" "Louisiana" "US" 1477 39 0 1438
"1802" "Louisiana" "US" 35137 708 0 34429
"1803" "Louisiana" "US" 2444 67 0 2377
"1804" "Louisiana" "US" 1240 24 0 1216
"1805" "Louisiana" "US" 18403 202 0 18201
"1806" "Louisiana" "US" 6871 164 0 6707
"1807" "Louisiana" "US" 3585 78 0 3507
"1808" "Louisiana" "US" 9592 135 0 9457
"1809" "Louisiana" "US" 1413 24 0 1389
"1810" "Louisiana" "US" 2321 51 0 2270
"1811" "Louisiana" "US" 3227 61 0 3166
"1812" "Louisiana" "US" 23117 689 0 22428
"1813" "Louisiana" "US" 15337 318 0 15019
"1814" "Louisiana" "US" 0 0 0 0
"1815" "Louisiana" "US" 1856 22 0 1834
"1816" "Louisiana" "US" 2059 58 0 2001
"1817" "Louisiana" "US" 9272 218 0 9054
"1818" "Louisiana" "US" 711 29 0 682
"1819" "Louisiana" "US" 1904 40 0 1864
"1820" "Louisiana" "US" 2279 45 0 2234
"1821" "Louisiana" "US" 2714 40 0 2674
"1822" "Louisiana" "US" 4049 78 0 3971
"1823" "Louisiana" "US" 754 5 0 749
"1824" "Louisiana" "US" 1489 43 0 1446
"1825" "Louisiana" "US" 2911 121 0 2790
"1826" "Louisiana" "US" 7122 208 0 6914
"1827" "Louisiana" "US" 4095 92 0 4003
"1828" "Louisiana" "US" 3370 104 0 3266
"1829" "Louisiana" "US" 17215 369 0 16846
"1830" "Louisiana" "US" 9670 196 0 9474
"1831" "Louisiana" "US" 289 3 0 286
"1832" "Louisiana" "US" 7100 156 0 6944
"1833" "Louisiana" "US" 427 0 0 427
"1834" "Louisiana" "US" 2021 68 0 1953
"1835" "Louisiana" "US" 3907 89 0 3818
"1836" "Louisiana" "US" 2390 79 0 2311
"1837" "Louisiana" "US" 3381 96 0 3285
"1838" "Louisiana" "US" 3222 71 0 3151
"1839" "Louisiana" "US" 1974 49 0 1925
"1840" "Louisiana" "US" 1021 35 0 986
"1841" "Louisiana" "US" 982 26 0 956
"1842" "Louisiana" "US" 1269 33 0 1236
"1843" "Maine" "US" 3173 47 0 3126
"1844" "Maine" "US" 851 22 0 829
"1845" "Maine" "US" 8598 111 0 8487
"1846" "Maine" "US" 514 7 0 507
"1847" "Maine" "US" 621 23 0 598
"1848" "Maine" "US" 2181 34 0 2147
"1849" "Maine" "US" 415 4 0 411
"1850" "Maine" "US" 355 2 0 353
"1851" "Maine" "US" 0 0 0 0
"1852" "Maine" "US" 1311 28 0 1283
"1853" "Maine" "US" 2555 27 0 2528
"1854" "Maine" "US" 142 1 0 141
"1855" "Maine" "US" 506 1 0 505
"1856" "Maine" "US" 853 23 0 830
"1857" "Maine" "US" 2 0 0 2
"1858" "Maine" "US" 403 17 0 386
"1859" "Maine" "US" 429 5 0 424
"1860" "Maine" "US" 6389 80 0 6309
"1861" "Maryland" "US" 5758 162 0 5596
"1862" "Maryland" "US" 27770 400 0 27370
"1863" "Maryland" "US" 41972 998 0 40974
"1864" "Maryland" "US" 34121 744 0 33377
"1865" "Maryland" "US" 2679 47 0 2632
"1866" "Maryland" "US" 1502 11 0 1491
"1867" "Maryland" "US" 5895 177 0 5718
"1868" "Maryland" "US" 4010 82 0 3928
"1869" "Maryland" "US" 6695 131 0 6564
"1870" "Maryland" "US" 1618 24 0 1594
"1871" "Maryland" "US" 12818 209 0 12609
"1872" "Maryland" "US" 1614 55 0 1559
"1873" "Maryland" "US" 9563 179 0 9384
"1874" "Maryland" "US" 12612 186 0 12426
"1875" "Maryland" "US" 852 30 0 822
"1876" "Maryland" "US" 51067 1180 0 49887
"1877" "Maryland" "US" 59540 1137 0 58403
"1878" "Maryland" "US" 1969 29 0 1940
"1879" "Maryland" "US" 1965 22 0 1943
"1880" "Maryland" "US" 3734 92 0 3642
"1881" "Maryland" "US" 1381 11 0 1370
"1882" "Maryland" "US" 0 44 0 -44
"1883" "Maryland" "US" 9678 174 0 9504
"1884" "Maryland" "US" 5295 93 0 5202
"1885" "Maryland" "US" 2566 55 0 2511
"1886" "Massachusetts" "US" 6454 276 0 6178
"1887" "Massachusetts" "US" 3543 163 0 3380
"1888" "Massachusetts" "US" 40820 1164 0 39656
"1889" "Massachusetts" "US" 1539 2 0 1537
"1890" "Massachusetts" "US" 66326 1797 0 64529
"1891" "Massachusetts" "US" 1458 93 0 1365
"1892" "Massachusetts" "US" 30270 1101 0 29169
"1893" "Massachusetts" "US" 4553 209 0 4344
"1894" "Massachusetts" "US" 86020 2851 0 83169
"1895" "Massachusetts" "US" 31860 1363 0 30497
"1896" "Massachusetts" "US" 28588 1058 0 27530
"1897" "Massachusetts" "US" 61178 1426 0 59752
"1898" "Massachusetts" "US" 20700 8 0 20692
"1899" "Massachusetts" "US" 49482 1640 0 47842
"1900" "Michigan" "US" 373 18 0 355
"1901" "Michigan" "US" 344 3 0 341
"1902" "Michigan" "US" 6190 86 0 6104
"1903" "Michigan" "US" 1287 36 0 1251
"1904" "Michigan" "US" 737 12 0 725
"1905" "Michigan" "US" 638 25 0 613
"1906" "Michigan" "US" 564 29 0 535
"1907" "Michigan" "US" 3177 38 0 3139
"1908" "Michigan" "US" 6654 218 0 6436
"1909" "Michigan" "US" 748 28 0 720
"1910" "Michigan" "US" 9827 205 0 9622
"1911" "Michigan" "US" 3304 73 0 3231
"1912" "Michigan" "US" 8159 206 0 7953
"1913" "Michigan" "US" 3402 52 0 3350
"1914" "Michigan" "US" 882 10 0 872
"1915" "Michigan" "US" 794 33 0 761
"1916" "Michigan" "US" 1582 15 0 1567
"1917" "Michigan" "US" 1312 57 0 1255
"1918" "Michigan" "US" 4297 48 0 4249
"1919" "Michigan" "US" 502 5 0 497
"1920" "Michigan" "US" 2971 78 0 2893
"1921" "Michigan" "US" 2249 70 0 2179
"1922" "Michigan" "US" 5136 106 0 5030
"1923" "Michigan" "US" 1281 34 0 1247
"1924" "Michigan" "US" 294 5 0 289
"1925" "Michigan" "US" 22643 648 0 21995
"1926" "Michigan" "US" 1283 35 0 1248
"1927" "Michigan" "US" 1037 39 0 998
"1928" "Michigan" "US" 3410 51 0 3359
"1929" "Michigan" "US" 2502 82 0 2420
"1930" "Michigan" "US" 2827 62 0 2765
"1931" "Michigan" "US" 2171 34 0 2137
"1932" "Michigan" "US" 1684 51 0 1633
"1933" "Michigan" "US" 13434 215 0 13219
"1934" "Michigan" "US" 3675 50 0 3625
"1935" "Michigan" "US" 1170 56 0 1114
"1936" "Michigan" "US" 861 37 0 824
"1937" "Michigan" "US" 3626 54 0 3572
"1938" "Michigan" "US" 8255 186 0 8069
"1939" "Michigan" "US" 13146 272 0 12874
"1940" "Michigan" "US" 512 14 0 498
"1941" "Michigan" "US" 45835 592 0 45243
"1942" "Michigan" "US" 99 2 0 97
"1943" "Michigan" "US" 315 10 0 305
"1944" "Michigan" "US" 4252 103 0 4149
"1945" "Michigan" "US" 694 8 0 686
"1946" "Michigan" "US" 4772 72 0 4700
"1947" "Michigan" "US" 8535 89 0 8446
"1948" "Michigan" "US" 196 0 0 196
"1949" "Michigan" "US" 397 3 0 394
"1950" "Michigan" "US" 51967 1711 0 50256
"1951" "Michigan" "US" 655 19 0 636
"1952" "Michigan" "US" 3695 52 0 3643
"1953" "Michigan" "US" 1058 21 0 1037
"1954" "Michigan" "US" 1741 13 0 1728
"1955" "Michigan" "US" 1767 32 0 1735
"1956" "Michigan" "US" 22534 132 0 22402
"1957" "Michigan" "US" 4322 49 0 4273
"1958" "Michigan" "US" 569 12 0 557
"1959" "Michigan" "US" 8249 167 0 8082
"1960" "Michigan" "US" 3138 74 0 3064
"1961" "Michigan" "US" 326 12 0 314
"1962" "Michigan" "US" 9763 275 0 9488
"1963" "Michigan" "US" 2397 38 0 2359
"1964" "Michigan" "US" 64880 1754 0 63126
"1965" "Michigan" "US" 1693 44 0 1649
"1966" "Michigan" "US" 983 29 0 954
"1967" "Michigan" "US" 312 16 0 296
"1968" "Michigan" "US" 911 19 0 892
"1969" "Michigan" "US" 330 18 0 312
"1970" "Michigan" "US" 1042 25 0 1017
"1971" "Michigan" "US" 19533 296 0 19237
"1972" "Michigan" "US" 2864 11 0 2853
"1973" "Michigan" "US" 572 18 0 554
"1974" "Michigan" "US" 1023 27 0 996
"1975" "Michigan" "US" 13033 432 0 12601
"1976" "Michigan" "US" 1631 67 0 1564
"1977" "Michigan" "US" 240 4 0 236
"1978" "Michigan" "US" 3181 60 0 3121
"1979" "Michigan" "US" 7577 192 0 7385
"1980" "Michigan" "US" 3912 63 0 3849
"1981" "Michigan" "US" 2842 103 0 2739
"1982" "Michigan" "US" 23 0 0 23
"1983" "Michigan" "US" 4366 85 0 4281
"1984" "Michigan" "US" 14781 213 0 14568
"1985" "Michigan" "US" 89516 3787 0 85729
"1986" "Michigan" "US" 1092 20 0 1072
"1987" "Minnesota" "US" 1049 33 0 1016
"1988" "Minnesota" "US" 30354 347 0 30007
"1989" "Minnesota" "US" 2774 38 0 2736
"1990" "Minnesota" "US" 3009 46 0 2963
"1991" "Minnesota" "US" 4090 84 0 4006
"1992" "Minnesota" "US" 450 3 0 447
"1993" "Minnesota" "US" 5272 32 0 5240
"1994" "Minnesota" "US" 2096 34 0 2062
"1995" "Minnesota" "US" 2741 41 0 2700
"1996" "Minnesota" "US" 6789 34 0 6755
"1997" "Minnesota" "US" 2007 22 0 1985
"1998" "Minnesota" "US" 1304 31 0 1273
"1999" "Minnesota" "US" 4419 29 0 4390
"2000" "Minnesota" "US" 6369 78 0 6291
"2001" "Minnesota" "US" 678 14 0 664
"2002" "Minnesota" "US" 111 0 0 111
"2003" "Minnesota" "US" 1238 17 0 1221
"2004" "Minnesota" "US" 4691 71 0 4620
"2005" "Minnesota" "US" 32154 308 0 31846
"2006" "Minnesota" "US" 1273 4 0 1269
"2007" "Minnesota" "US" 3663 64 0 3599
"2008" "Minnesota" "US" 1011 14 0 997
"2009" "Minnesota" "US" 1174 3 0 1171
"2010" "Minnesota" "US" 2245 18 0 2227
"2011" "Minnesota" "US" 3327 52 0 3275
"2012" "Minnesota" "US" 422 7 0 415
"2013" "Minnesota" "US" 90839 1447 0 89392
"2014" "Minnesota" "US" 1299 13 0 1286
"2015" "Minnesota" "US" 1447 37 0 1410
"2016" "Minnesota" "US" 2772 39 0 2733
"2017" "Minnesota" "US" 2778 41 0 2737
"2018" "Minnesota" "US" 824 10 0 814
"2019" "Minnesota" "US" 959 18 0 941
"2020" "Minnesota" "US" 5477 69 0 5408
"2021" "Minnesota" "US" 357 19 0 338
"2022" "Minnesota" "US" 571 10 0 561
"2023" "Minnesota" "US" 645 16 0 629
"2024" "Minnesota" "US" 599 15 0 584
"2025" "Minnesota" "US" 164 1 0 163
"2026" "Minnesota" "US" 2044 15 0 2029
"2027" "Minnesota" "US" 477 1 0 476
"2028" "Minnesota" "US" 2965 34 0 2931
"2029" "Minnesota" "US" 404 7 0 397
"2030" "Minnesota" "US" 695 15 0 680
"2031" "Minnesota" "US" 1652 26 0 1626
"2032" "Minnesota" "US" 3199 41 0 3158
"2033" "Minnesota" "US" 1957 33 0 1924
"2034" "Minnesota" "US" 2107 45 0 2062
"2035" "Minnesota" "US" 3056 43 0 3013
"2036" "Minnesota" "US" 3492 26 0 3466
"2037" "Minnesota" "US" 839 5 0 834
"2038" "Minnesota" "US" 2192 36 0 2156
"2039" "Minnesota" "US" 3620 46 0 3574
"2040" "Minnesota" "US" 421 8 0 413
"2041" "Minnesota" "US" 10004 68 0 9936
"2042" "Minnesota" "US" 4438 57 0 4381
"2043" "Minnesota" "US" 927 15 0 912
"2044" "Minnesota" "US" 2612 13 0 2599
"2045" "Minnesota" "US" 910 22 0 888
"2046" "Minnesota" "US" 3252 53 0 3199
"2047" "Minnesota" "US" 731 5 0 726
"2048" "Minnesota" "US" 38963 722 0 38241
"2049" "Minnesota" "US" 314 4 0 310
"2050" "Minnesota" "US" 1360 27 0 1333
"2051" "Minnesota" "US" 1350 39 0 1311
"2052" "Minnesota" "US" 5853 63 0 5790
"2053" "Minnesota" "US" 1073 11 0 1062
"2054" "Minnesota" "US" 1641 16 0 1625
"2055" "Minnesota" "US" 11634 92 0 11542
"2056" "Minnesota" "US" 8055 62 0 7993
"2057" "Minnesota" "US" 1063 7 0 1056
"2058" "Minnesota" "US" 13281 229 0 13052
"2059" "Minnesota" "US" 17548 179 0 17369
"2060" "Minnesota" "US" 2612 9 0 2603
"2061" "Minnesota" "US" 690 8 0 682
"2062" "Minnesota" "US" 820 17 0 803
"2063" "Minnesota" "US" 2285 29 0 2256
"2064" "Minnesota" "US" 236 3 0 233
"2065" "Minnesota" "US" 446 68 0 378
"2066" "Minnesota" "US" 1628 2 0 1626
"2067" "Minnesota" "US" 1175 13 0 1162
"2068" "Minnesota" "US" 1860 16 0 1844
"2069" "Minnesota" "US" 19581 213 0 19368
"2070" "Minnesota" "US" 1045 7 0 1038
"2071" "Minnesota" "US" 608 9 0 599
"2072" "Minnesota" "US" 3760 45 0 3715
"2073" "Minnesota" "US" 11337 98 0 11239
"2074" "Minnesota" "US" 919 14 0 905
"2075" "Mississippi" "US" 1945 64 0 1881
"2076" "Mississippi" "US" 2479 45 0 2434
"2077" "Mississippi" "US" 940 25 0 915
"2078" "Mississippi" "US" 1876 55 0 1821
"2079" "Mississippi" "US" 776 22 0 754
"2080" "Mississippi" "US" 3828 101 0 3727
"2081" "Mississippi" "US" 1286 19 0 1267
"2082" "Mississippi" "US" 1011 20 0 991
"2083" "Mississippi" "US" 1758 42 0 1716
"2084" "Mississippi" "US" 572 12 0 560
"2085" "Mississippi" "US" 808 22 0 786
"2086" "Mississippi" "US" 1315 60 0 1255
"2087" "Mississippi" "US" 1496 31 0 1465
"2088" "Mississippi" "US" 2133 53 0 2080
"2089" "Mississippi" "US" 2323 47 0 2276
"2090" "Mississippi" "US" 2030 69 0 1961
"2091" "Mississippi" "US" 16277 154 0 16123
"2092" "Mississippi" "US" 5705 110 0 5595
"2093" "Mississippi" "US" 639 12 0 627
"2094" "Mississippi" "US" 1880 37 0 1843
"2095" "Mississippi" "US" 1051 27 0 1024
"2096" "Mississippi" "US" 2101 67 0 2034
"2097" "Mississippi" "US" 2357 56 0 2301
"2098" "Mississippi" "US" 12252 171 0 12081
"2099" "Mississippi" "US" 15381 297 0 15084
"2100" "Mississippi" "US" 1650 67 0 1583
"2101" "Mississippi" "US" 786 22 0 764
"2102" "Mississippi" "US" 154 6 0 148
"2103" "Mississippi" "US" 2496 56 0 2440
"2104" "Mississippi" "US" 9625 167 0 9458
"2105" "Mississippi" "US" 1594 31 0 1563
"2106" "Mississippi" "US" 508 17 0 491
"2107" "Mississippi" "US" 819 24 0 795
"2108" "Mississippi" "US" 5900 102 0 5798
"2109" "Mississippi" "US" 738 19 0 719
"2110" "Mississippi" "US" 4684 88 0 4596
"2111" "Mississippi" "US" 4585 61 0 4524
"2112" "Mississippi" "US" 5490 174 0 5316
"2113" "Mississippi" "US" 973 17 0 956
"2114" "Mississippi" "US" 2215 62 0 2153
"2115" "Mississippi" "US" 8448 133 0 8315
"2116" "Mississippi" "US" 2906 104 0 2802
"2117" "Mississippi" "US" 2835 81 0 2754
"2118" "Mississippi" "US" 5034 99 0 4935
"2119" "Mississippi" "US" 7853 152 0 7701
"2120" "Mississippi" "US" 1970 69 0 1901
"2121" "Mississippi" "US" 3241 63 0 3178
"2122" "Mississippi" "US" 3380 96 0 3284
"2123" "Mississippi" "US" 1058 32 0 1026
"2124" "Mississippi" "US" 3213 148 0 3065
"2125" "Mississippi" "US" 1769 41 0 1728
"2126" "Mississippi" "US" 1062 21 0 1041
"2127" "Mississippi" "US" 3784 79 0 3705
"2128" "Mississippi" "US" 3480 73 0 3407
"2129" "Mississippi" "US" 3026 89 0 2937
"2130" "Mississippi" "US" 958 31 0 927
"2131" "Mississippi" "US" 2465 75 0 2390
"2132" "Mississippi" "US" 3458 49 0 3409
"2133" "Mississippi" "US" 2343 47 0 2296
"2134" "Mississippi" "US" 643 7 0 636
"2135" "Mississippi" "US" 9979 187 0 9792
"2136" "Mississippi" "US" 2326 42 0 2284
"2137" "Mississippi" "US" 412 17 0 395
"2138" "Mississippi" "US" 2243 66 0 2177
"2139" "Mississippi" "US" 1140 20 0 1120
"2140" "Mississippi" "US" 1354 18 0 1336
"2141" "Mississippi" "US" 2702 68 0 2634
"2142" "Mississippi" "US" 1336 33 0 1303
"2143" "Mississippi" "US" 2564 58 0 2506
"2144" "Mississippi" "US" 2242 45 0 2197
"2145" "Mississippi" "US" 1738 56 0 1682
"2146" "Mississippi" "US" 813 21 0 792
"2147" "Mississippi" "US" 0 0 0 0
"2148" "Mississippi" "US" 3256 54 0 3202
"2149" "Mississippi" "US" 1079 36 0 1043
"2150" "Mississippi" "US" 3236 88 0 3148
"2151" "Mississippi" "US" 4639 119 0 4520
"2152" "Mississippi" "US" 1881 27 0 1854
"2153" "Mississippi" "US" 871 23 0 848
"2154" "Mississippi" "US" 560 24 0 536
"2155" "Mississippi" "US" 1945 59 0 1886
"2156" "Mississippi" "US" 1102 34 0 1068
"2157" "Mississippi" "US" 2302 52 0 2250
"2158" "Missouri" "US" 1778 5 0 1773
"2159" "Missouri" "US" 1178 15 0 1163
"2160" "Missouri" "US" 283 5 0 278
"2161" "Missouri" "US" 1901 41 0 1860
"2162" "Missouri" "US" 1927 37 0 1890
"2163" "Missouri" "US" 836 8 0 828
"2164" "Missouri" "US" 929 13 0 916
"2165" "Missouri" "US" 1304 18 0 1286
"2166" "Missouri" "US" 999 12 0 987
"2167" "Missouri" "US" 14253 50 0 14203
"2168" "Missouri" "US" 6370 99 0 6271
"2169" "Missouri" "US" 2997 16 0 2981
"2170" "Missouri" "US" 581 7 0 574
"2171" "Missouri" "US" 4030 25 0 4005
"2172" "Missouri" "US" 3407 65 0 3342
"2173" "Missouri" "US" 6841 103 0 6738
"2174" "Missouri" "US" 709 18 0 691
"2175" "Missouri" "US" 396 6 0 390
"2176" "Missouri" "US" 6095 58 0 6037
"2177" "Missouri" "US" 579 9 0 570
"2178" "Missouri" "US" 359 3 0 356
"2179" "Missouri" "US" 6046 55 0 5991
"2180" "Missouri" "US" 389 5 0 384
"2181" "Missouri" "US" 6779 113 0 6666
"2182" "Missouri" "US" 1366 59 0 1307
"2183" "Missouri" "US" 8015 93 0 7922
"2184" "Missouri" "US" 1549 19 0 1530
"2185" "Missouri" "US" 1855 20 0 1835
"2186" "Missouri" "US" 382 10 0 372
"2187" "Missouri" "US" 732 19 0 713
"2188" "Missouri" "US" 514 9 0 505
"2189" "Missouri" "US" 828 21 0 807
"2190" "Missouri" "US" 737 9 0 728
"2191" "Missouri" "US" 679 20 0 659
"2192" "Missouri" "US" 2202 17 0 2185
"2193" "Missouri" "US" 7267 116 0 7151
"2194" "Missouri" "US" 747 30 0 717
"2195" "Missouri" "US" 653 16 0 637
"2196" "Missouri" "US" 20542 306 0 20236
"2197" "Missouri" "US" 741 26 0 715
"2198" "Missouri" "US" 680 10 0 670
"2199" "Missouri" "US" 1529 24 0 1505
"2200" "Missouri" "US" 445 9 0 436
"2201" "Missouri" "US" 342 9 0 333
"2202" "Missouri" "US" 657 4 0 653
"2203" "Missouri" "US" 2529 39 0 2490
"2204" "Missouri" "US" 437 1 0 436
"2205" "Missouri" "US" 25384 264 0 25120
"2206" "Missouri" "US" 10702 172 0 10530
"2207" "Missouri" "US" 16551 149 0 16402
"2208" "Missouri" "US" 3439 34 0 3405
"2209" "Missouri" "US" 32740 369 0 32371
"2210" "Missouri" "US" 156 2 0 154
"2211" "Missouri" "US" 2660 51 0 2609
"2212" "Missouri" "US" 2213 43 0 2170
"2213" "Missouri" "US" 2515 57 0 2458
"2214" "Missouri" "US" 580 3 0 577
"2215" "Missouri" "US" 3791 20 0 3771
"2216" "Missouri" "US" 458 10 0 448
"2217" "Missouri" "US" 1136 24 0 1112
"2218" "Missouri" "US" 1014 10 0 1004
"2219" "Missouri" "US" 1276 11 0 1265
"2220" "Missouri" "US" 487 7 0 480
"2221" "Missouri" "US" 2464 30 0 2434
"2222" "Missouri" "US" 1753 22 0 1731
"2223" "Missouri" "US" 147 1 0 146
"2224" "Missouri" "US" 2167 43 0 2124
"2225" "Missouri" "US" 1166 18 0 1148
"2226" "Missouri" "US" 1579 19 0 1560
"2227" "Missouri" "US" 553 6 0 547
"2228" "Missouri" "US" 532 9 0 523
"2229" "Missouri" "US" 1532 30 0 1502
"2230" "Missouri" "US" 1685 38 0 1647
"2231" "Missouri" "US" 3684 60 0 3624
"2232" "Missouri" "US" 2422 22 0 2400
"2233" "Missouri" "US" 608 3 0 605
"2234" "Missouri" "US" 1264 8 0 1256
"2235" "Missouri" "US" 427 5 0 422
"2236" "Missouri" "US" 1331 22 0 1309
"2237" "Missouri" "US" 1928 19 0 1909
"2238" "Missouri" "US" 4328 67 0 4261
"2239" "Missouri" "US" 2666 93 0 2573
"2240" "Missouri" "US" 1344 17 0 1327
"2241" "Missouri" "US" 2646 25 0 2621
"2242" "Missouri" "US" 1954 24 0 1930
"2243" "Missouri" "US" 2791 29 0 2762
"2244" "Missouri" "US" 204 2 0 202
"2245" "Missouri" "US" 708 7 0 701
"2246" "Missouri" "US" 1694 19 0 1675
"2247" "Missouri" "US" 1253 10 0 1243
"2248" "Missouri" "US" 243 2 0 241
"2249" "Missouri" "US" 718 9 0 709
"2250" "Missouri" "US" 2166 26 0 2140
"2251" "Missouri" "US" 230 1 0 229
"2252" "Missouri" "US" 233 3 0 230
"2253" "Missouri" "US" 3504 66 0 3438
"2254" "Missouri" "US" 434 9 0 425
"2255" "Missouri" "US" 319 4 0 315
"2256" "Missouri" "US" 29212 300 0 28912
"2257" "Missouri" "US" 498 5 0 493
"2258" "Missouri" "US" 7000 76 0 6924
"2259" "Missouri" "US" 75200 1475 0 73725
"2260" "Missouri" "US" 17446 302 0 17144
