"name","points","speed","dist","dist_points","note_points","id","round","wind_comp","gate_points"
"110199","sorschag sophie",63.9,84.2,76,22,48,"2021JP3139RL","1st round",-6.1,0
"110200","sorschag sophie",80.8,84,85,40,49,"2021JP3139RL","final round",-8.2,0
"110201","avocat gros oceane",72.5,84.8,81,32,48.5,"2021JP3139RL","1st round",-8,0
"110202","avocat gros oceane",67.8,84.9,77.5,25,48,"2021JP3139RL","final round",-5.2,0
"110203","ulrichova klara",60.8,84.5,77,24,44,"2021JP3139RL","1st round",-7.2,0
"110204","ulrichova klara",79.1,84,86,42,49.5,"2021JP3139RL","final round",-12.4,0
"110205","haralambie daniela",69.5,84.8,82,34,48,"2021JP3139RL","1st round",-12.5,0
"110206","haralambie daniela",68.4,84.7,79,28,47,"2021JP3139RL","final round",-6.6,0
"110207","hessler pauline",47.8,84.3,71,12,46,"2021JP3139RL","1st round",-10.2,0
"110208","hessler pauline",66.1,84.4,80,30,49,"2021JP3139RL","final round",-12.9,0
"110209","jencova veronika",54.5,84.7,74.5,19,47,"2021JP3139RL","1st round",-11.5,0
"110210","jencova veronika",58.9,84.6,76,22,46,"2021JP3139RL","final round",-9.1,0
"110211","karpiel kamila",56.4,84.8,74,18,47,"2021JP3139RL","1st round",-8.6,0
"110212","karpiel kamila",56.3,84.7,74,18,47,"2021JP3139RL","final round",-8.7,0
"110213","morat lucile",59.7,84.9,77.5,25,47.5,"2021JP3139RL","1st round",-12.8,0
"110214","morat lucile",51.8,84.3,72.5,15,46.5,"2021JP3139RL","final round",-9.7,0
"110215","szwab joanna",51.7,84.5,74,18,46,"2021JP3139RL","1st round",-12.3,0
"110216","szwab joanna",53.7,84.1,74.5,19,47,"2021JP3139RL","final round",-12.3,0
"110217","pesatova zdenka",58.5,85.7,74.5,19,48,"2021JP3139RL","1st round",-8.5,0
"110218","pesatova zdenka",35,84.5,65,0,42,"2021JP3139RL","final round",-7,0
"110219","lussi nina",46.4,84.7,69,8,47,"2021JP3139RL","1st round",-8.6,0
"110220","lussi nina",46.8,84.9,69.5,9,46.5,"2021JP3139RL","final round",-8.7,0
"110221","moharitsch vanessa",48.8,84.6,71,12,45,"2021JP3139RL","1st round",-8.2,0
"110222","moharitsch vanessa",42.5,83.7,68.5,7,45.5,"2021JP3139RL","final round",-10,0
"110223","przybyla wiktoria",39.3,84.4,68,6,45,"2021JP3139RL","1st round",-11.7,0
"110224","przybyla wiktoria",47,84.4,71.5,13,44,"2021JP3139RL","final round",-10,0
"110225","wiegele hannah",37.2,84.2,66.5,3,44,"2021JP3139RL","1st round",-9.8,0
"110226","wiegele hannah",43,84.2,69.5,9,46.5,"2021JP3139RL","final round",-12.5,0
"110227","konderla nicole",39,84.3,65.5,1,45,"2021JP3139RL","1st round",-7,0
"110228","konderla nicole",23.5,83.8,59,-12,42.5,"2021JP3139RL","final round",-7,0
"110229","kubacki dawid",132.9,89.8,126.5,71.7,55,"2021JP3155RL","1st round",9.8,-3.6
"110230","kubacki dawid",142.7,90.1,128,74.4,54.5,"2021JP3155RL","final round",10.2,3.6
"110231","stoch kamil",119.4,88.6,119.5,59.1,54,"2021JP3155RL","1st round",6.3,0
"110232","stoch kamil",146.4,89.7,136,88.8,57.5,"2021JP3155RL","final round",0.1,0
"110233","zyla piotr",120.9,88.9,121.5,62.7,53,"2021JP3155RL","1st round",5.2,0
"110234","zyla piotr",141.6,89.7,131,79.8,56.5,"2021JP3155RL","final round",1.7,3.6
"110235","pilch tomasz",121.5,88.1,127.5,73.5,53.5,"2021JP3155RL","1st round",-5.5,0
"110236","pilch tomasz",135.1,89.4,126.5,71.7,55,"2021JP3155RL","final round",4.8,3.6
"110237","ammann simon",120.9,88.7,127,72.6,53.5,"2021JP3155RL","1st round",-5.2,0
"110238","ammann simon",129.8,89.6,126.5,71.7,54,"2021JP3155RL","final round",0.5,3.6
"110239","hula stefan",122.4,88.6,126,70.8,53,"2021JP3155RL","1st round",-1.4,0
"110240","hula stefan",127.9,89.7,122,63.6,53.5,"2021JP3155RL","final round",7.2,3.6
"110241","deschwanden gregor",117.8,88.5,130.5,78.9,53.5,"2021JP3155RL","1st round",-14.6,0
"110242","deschwanden gregor",127.7,89.9,126.5,71.7,54,"2021JP3155RL","final round",2,0
"110243","eriksen sander vossan",116.9,88.3,122,63.6,49.5,"2021JP3155RL","1st round",3.8,0
"110244","eriksen sander vossan",126.7,89.8,126.5,71.7,54,"2021JP3155RL","final round",1,0
"110245","aschenwald philipp",109.2,88.1,114.5,50.1,51.5,"2021JP3155RL","1st round",7.6,0
"110246","aschenwald philipp",131.6,89.2,128.5,75.3,55,"2021JP3155RL","final round",1.3,0
"110247","baer moritz",116.3,88.1,125.5,69.9,54,"2021JP3155RL","1st round",-7.6,0
"110248","baer moritz",124.3,89.9,124,67.2,54,"2021JP3155RL","final round",3.1,0
"110249","justin rok",110.2,88.9,118,56.4,52.5,"2021JP3155RL","1st round",1.3,0
"110250","justin rok",128.6,89.8,127,72.6,55,"2021JP3155RL","final round",1,0
"110251","peier killian",110.2,88.8,117.5,55.5,52.5,"2021JP3155RL","1st round",2.2,0
"110252","peier killian",127.4,89.8,126,70.8,55,"2021JP3155RL","final round",1.6,0
"110253","wasek pawel",116.2,88.2,123.5,66.3,54,"2021JP3155RL","1st round",-4.1,0
"110254","wasek pawel",120.5,89.7,120,60,54.5,"2021JP3155RL","final round",6,0
"110255","muranka klemens",114.7,87.6,124.5,68.1,53,"2021JP3155RL","1st round",-6.4,0
"110256","muranka klemens",121.5,89.5,120.5,60.9,53,"2021JP3155RL","final round",7.6,0
"110257","bombek jan",105.2,89.1,117.5,55.5,52,"2021JP3155RL","1st round",-2.3,0
"110258","bombek jan",130.1,90.1,128,74.4,54,"2021JP3155RL","final round",1.7,0
"110259","prevc peter",114.1,88.6,117,54.6,53,"2021JP3155RL","1st round",6.5,0
"110260","prevc peter",118.7,89.9,122.5,64.5,47,"2021JP3155RL","final round",7.2,0
"110261","haagen david",113.2,88.3,118.5,57.3,52.5,"2021JP3155RL","1st round",3.4,0
"110262","haagen david",117.7,89.7,119.5,59.1,52.5,"2021JP3155RL","final round",6.1,0
"110263","kozisek cestmir",108.3,87.9,124,67.2,53,"2021JP3155RL","1st round",-11.9,0
"110264","kozisek cestmir",121.1,89.9,123.5,66.3,53,"2021JP3155RL","final round",1.8,0
"110265","lanisek anze",111,88.9,117.5,55.5,53,"2021JP3155RL","1st round",2.5,0
"110266","lanisek anze",115.8,89.8,119.5,59.1,52.5,"2021JP3155RL","final round",4.2,0
"110267","kot maciej",111.8,88.4,122.5,64.5,54,"2021JP3155RL","1st round",-6.7,0
"110268","kot maciej",113.4,89.7,118.5,57.3,52,"2021JP3155RL","final round",4.1,0
"110269","polasek viktor",105.6,87.8,119,58.2,52.5,"2021JP3155RL","1st round",-5.1,0
"110270","polasek viktor",119.3,89.3,122.5,64.5,54,"2021JP3155RL","final round",0.8,0
"110271","pedersen robin",106.9,88.5,119,58.2,52,"2021JP3155RL","1st round",-3.3,0
"110272","pedersen robin",117.9,89.8,122,63.6,54,"2021JP3155RL","final round",0.3,0
"110273","stursa vojtech",109.6,87.9,120,60,52,"2021JP3155RL","1st round",-2.4,0
"110274","stursa vojtech",110.8,89.1,118.5,57.3,53,"2021JP3155RL","final round",0.5,0
"110275","jelar ziga",104.4,88.3,117.5,55.5,51,"2021JP3155RL","1st round",-2.1,0
"110276","jelar ziga",114.6,89.6,120,60,52.5,"2021JP3155RL","final round",2.1,0
"110277","hoerl jan",103.7,88,115,51,51,"2021JP3155RL","1st round",1.7,0
"110278","hoerl jan",113.5,89,119,58.2,52,"2021JP3155RL","final round",3.3,0
"110279","schlierenzauer gregor",103,88.4,111,43.8,51,"2021JP3155RL","1st round",8.2,0
"110280","schlierenzauer gregor",113.1,89.8,117.5,55.5,52.5,"2021JP3155RL","final round",5.1,0
"110281","siegel david",107.7,88.4,120.5,60.9,53,"2021JP3155RL","1st round",-6.2,0
"110282","siegel david",106.8,89.4,117.5,55.5,52.5,"2021JP3155RL","final round",-1.2,0
"110283","wolny jakub",104.1,88.1,116.5,53.7,52.5,"2021JP3155RL","1st round",-2.1,0
"110284","wolny jakub",108.7,89.4,116.5,53.7,52,"2021JP3155RL","final round",3,0
"110285","stekala andrzej",101,88.5,121,61.8,52.5,"2021JP3155RL","1st round",-13.3,0
"110286","stekala andrzej",107.5,89.7,114.5,50.1,51.5,"2021JP3155RL","final round",5.9,0
"110287","resinger peter",106.5,88.5,119.5,59.1,50.5,"2021JP3155RL","1st round",-3.1,0
"110288","resinger peter",81.3,89.6,115.5,51.9,30,"2021JP3155RL","final round",-0.6,0
"110289","hamann martin",100.6,88.6,115,51,52.5,"2021JP3155RL","1st round",-2.9,0
"110290","zniszczol aleksander",100.5,88.1,116,52.8,51,"2021JP3155RL","1st round",-3.3,0
"110291","zajc timi",96.6,88.2,108.5,39.3,50,"2021JP3155RL","1st round",7.3,0
"110292","huber daniel",96.3,88.2,110.5,42.9,50.5,"2021JP3155RL","1st round",2.9,0
"110293","kos lovro",96.2,88,115.5,51.9,50,"2021JP3155RL","1st round",-5.7,0
"110294","schuler andreas",95.7,87.9,114.5,50.1,51,"2021JP3155RL","1st round",-5.4,0
"110295","juroszek kacper",95.7,88.6,114.5,50.1,51,"2021JP3155RL","1st round",-5.4,0
"110296","leitner clemens",93,87.7,114.5,50.1,50,"2021JP3155RL","1st round",-7.1,0
"110297","roth luca",91,88.5,112,45.6,50.5,"2021JP3155RL","1st round",-5.1,0
"110298","dean decker",90,87.7,111.5,44.7,50.5,"2021JP3155RL","1st round",-5.2,0
"110299","zografski vladimir",87.5,87.4,111,43.8,47,"2021JP3155RL","1st round",-3.3,0
"110300","urlaub andrew",86.5,87.7,115,51,50,"2021JP3155RL","1st round",-14.5,0
"110301","haare anders",84.4,88.6,109,40.2,49.5,"2021JP3155RL","1st round",-5.3,0
"110302","gruszka mateusz",73.2,88.4,101.5,26.7,48,"2021JP3155RL","1st round",-1.5,0
"110303","soukup matthew",61.4,87.8,96.5,17.7,47,"2021JP3155RL","1st round",-3.3,0
"110304","cacina daniel andrei",60.4,87.8,94.5,14.1,46,"2021JP3155RL","1st round",0.3,0
"110305","kubacki dawid",140.6,89.3,131.5,80.7,57,"2021JP3156RL","1st round",2.9,0
"110306","kubacki dawid",135.3,89.7,127,72.6,57,"2021JP3156RL","final round",5.7,0
"110307","stoch kamil",131.1,88.6,125.5,69.9,56.5,"2021JP3156RL","1st round",4.7,0
"110308","stoch kamil",134.5,89,128,74.4,57,"2021JP3156RL","final round",3.1,0
"110309","zyla piotr",129.1,89,125,69,55.5,"2021JP3156RL","1st round",4.6,0
"110310","zyla piotr",134.5,89.5,129,76.2,56.5,"2021JP3156RL","final round",1.8,0
"110311","zajc timi",135.5,88.5,133.5,84.3,56.5,"2021JP3156RL","1st round",-5.3,0
"110312","zajc timi",126.5,89,123.5,66.3,55,"2021JP3156RL","final round",5.2,0
"110313","peier killian",127.8,89.1,125.5,69.9,55.5,"2021JP3156RL","1st round",2.4,0
"110314","peier killian",127.2,89.4,125,69,55.5,"2021JP3156RL","final round",2.7,0
"110315","aschenwald philipp",122.7,88.5,123.5,66.3,54,"2021JP3156RL","1st round",2.4,0
"110316","aschenwald philipp",131.6,88.9,127,72.6,55.5,"2021JP3156RL","final round",3.5,0
"110317","pilch tomasz",121,88.5,121.5,62.7,53.5,"2021JP3156RL","1st round",4.8,0
"110318","pilch tomasz",126.6,88.8,124.5,68.1,55,"2021JP3156RL","final round",3.5,0
"110319","huber daniel",124.8,88.4,125,69,54,"2021JP3156RL","1st round",1.8,0
"110320","huber daniel",122.6,89.1,122.5,64.5,54,"2021JP3156RL","final round",4.1,0
"110321","deschwanden gregor",116.7,88.7,119,58.2,52.5,"2021JP3156RL","1st round",6,0
"110322","deschwanden gregor",129.5,89.4,129.5,77.1,54,"2021JP3156RL","final round",-1.6,0
"110323","haagen david",124.2,88.4,127,72.6,55.5,"2021JP3156RL","1st round",-3.9,0
"110324","haagen david",121.9,88.9,122.5,64.5,53,"2021JP3156RL","final round",4.4,0
"110325","muranka klemens",126.8,88.2,128,74.4,55,"2021JP3156RL","1st round",-2.6,0
"110326","muranka klemens",118.6,89,122.5,64.5,50,"2021JP3156RL","final round",4.1,0
"110327","prevc peter",121.3,88.1,124.5,68.1,55,"2021JP3156RL","1st round",-1.8,0
"110328","prevc peter",124.1,89.2,127,72.6,50.5,"2021JP3156RL","final round",1,0
"110329","lanisek anze",118.4,88.4,123.5,66.3,54.5,"2021JP3156RL","1st round",-2.4,0
"110330","lanisek anze",125.3,89.1,125,69,55.5,"2021JP3156RL","final round",0.8,0
"110331","justin rok",117.4,88.9,120.5,60.9,54,"2021JP3156RL","1st round",2.5,0
"110332","justin rok",123.9,89.3,126,70.8,55,"2021JP3156RL","final round",-1.9,0
"110333","hamann martin",118.5,88.5,121.5,62.7,52,"2021JP3156RL","1st round",3.8,0
"110334","hamann martin",116.5,88.9,121,61.8,52,"2021JP3156RL","final round",2.7,0
"110335","hoerl jan",114.6,87.7,121.5,62.7,53,"2021JP3156RL","1st round",-1.1,0
"110336","hoerl jan",118.7,88.6,123.5,66.3,52.5,"2021JP3156RL","final round",-0.1,0
"110337","polasek viktor",111.1,87.9,120,60,52.5,"2021JP3156RL","1st round",-1.4,0
"110338","polasek viktor",121.7,88.4,124,67.2,53.5,"2021JP3156RL","final round",1,0
"110339","kozisek cestmir",115.4,88.5,122.5,64.5,53.5,"2021JP3156RL","1st round",-2.6,0
"110340","kozisek cestmir",115.3,89.1,122.5,64.5,53,"2021JP3156RL","final round",-2.2,0
"110341","hula stefan",110.1,88.9,116,52.8,49.5,"2021JP3156RL","1st round",7.8,0
"110342","hula stefan",120.4,89.2,123.5,66.3,54,"2021JP3156RL","final round",0.1,0
"110343","wasek pawel",114.1,88.5,121,61.8,54,"2021JP3156RL","1st round",-1.7,0
"110344","wasek pawel",115.3,89.1,120.5,60.9,54,"2021JP3156RL","final round",0.4,0
"110345","schlierenzauer gregor",112.1,88.2,119.5,59.1,54,"2021JP3156RL","1st round",-1,0
"110346","schlierenzauer gregor",116.5,89,120.5,60.9,54,"2021JP3156RL","final round",1.6,0
"110347","zografski vladimir",108.5,87.7,119,58.2,51.5,"2021JP3156RL","1st round",-1.2,0
"110348","zografski vladimir",116.5,88,121,61.8,54,"2021JP3156RL","final round",0.7,0
"110349","eriksen sander vossan",108.2,88.4,116.5,53.7,51,"2021JP3156RL","1st round",3.5,0
"110350","eriksen sander vossan",110.6,88.5,118.5,57.3,52,"2021JP3156RL","final round",1.3,0
"110351","schuler andreas",101.1,88.3,114,49.2,51,"2021JP3156RL","1st round",0.9,0
"110352","schuler andreas",117.1,89.1,122.5,64.5,53,"2021JP3156RL","final round",-0.4,0
"110353","jelar ziga",100.8,87.8,116.5,53.7,51.5,"2021JP3156RL","1st round",-4.4,0
"110354","jelar ziga",116.9,88.8,122,63.6,53,"2021JP3156RL","final round",0.3,0
"110355","baer moritz",105.4,88.4,116,52.8,52.5,"2021JP3156RL","1st round",0.1,0
"110356","baer moritz",110.5,88.7,116.5,53.7,52,"2021JP3156RL","final round",4.8,0
"110357","ammann simon",107.5,88.8,116,52.8,48,"2021JP3156RL","1st round",6.7,0
"110358","ammann simon",105.7,88.8,114.5,50.1,50.5,"2021JP3156RL","final round",5.1,0
"110359","pedersen robin",103,88.3,117.5,55.5,52.5,"2021JP3156RL","1st round",-5,0
"110360","pedersen robin",105.6,89.1,115,51,52.5,"2021JP3156RL","final round",2.1,0
"110361","siegel david",102.7,88.3,110.5,42.9,50.5,"2021JP3156RL","1st round",9.3,0
"110362","siegel david",103.3,89,114.5,50.1,51.5,"2021JP3156RL","final round",1.7,0
"110363","stursa vojtech",105.8,87.6,120.5,60.9,52,"2021JP3156RL","1st round",-7.1,0
"110364","stursa vojtech",97.9,88.4,110.5,42.9,50,"2021JP3156RL","final round",5,0
"110365","kos lovro",97.3,87.9,111.5,44.7,49.5,"2021JP3156RL","1st round",3.1,0
"110366","resinger peter",96.5,88.3,112,45.6,48,"2021JP3156RL","1st round",2.9,0
"110367","leitner clemens",94.9,88.2,112.5,46.5,50,"2021JP3156RL","1st round",-1.6,0
"110368","roth luca",94.1,88.7,111,43.8,49.5,"2021JP3156RL","1st round",0.8,0
"110369","dean decker",93.8,88,112.5,46.5,50,"2021JP3156RL","1st round",-2.7,0
"110370","haare anders",93.2,88.2,114,49.2,49.5,"2021JP3156RL","1st round",-5.5,0
"110371","urlaub andrew",90.6,88.1,107.5,37.5,49,"2021JP3156RL","1st round",4.1,0
"110372","cacina daniel andrei",72.3,88.2,101,25.8,48,"2021JP3156RL","1st round",-1.5,0
"110373","soukup matthew",66.8,88.2,95,15,47,"2021JP3156RL","1st round",4.8,0
"110374","geiger karl",237.3,104.8,232,158.4,58.5,"2021JP3161RL","final round",11.2,9.2
"110375","kobayashi ryoyu",227.7,104.1,231,157.2,58,"2021JP3161RL","final round",3.3,9.2
"110376","pavlovcic bor",225.2,105,227.5,153,56,"2021JP3161RL","final round",16.2,0
"110377","prevc domen",222.8,104.3,223.5,148.2,58,"2021JP3161RL","final round",16.6,0
"110378","johansson robert",218.8,105.6,225,150,57,"2021JP3161RL","final round",11.8,0
"110379","sato yukiya",216.8,104.2,237.5,165,55.5,"2021JP3161RL","final round",-3.7,0
"110380","zyla piotr",213.5,104.5,239,166.8,51.5,"2021JP3161RL","final round",-4.8,0
"110381","eisenbichler markus",209.7,104.2,223,147.6,56.5,"2021JP3161RL","final round",5.6,0
"110382","huber daniel",208.9,105,220,144,55.5,"2021JP3161RL","final round",9.4,0
"110383","wolny jakub",208.1,104.1,237,164.4,51.5,"2021JP3161RL","final round",-7.8,0
"110384","prevc peter",206.8,104.6,216,139.2,57,"2021JP3161RL","final round",10.6,0
"110385","jelar ziga",205.5,104.9,223,147.6,57,"2021JP3161RL","final round",0.9,0
"110386","forfang johann andre",204,104.9,237.5,165,52,"2021JP3161RL","final round",-13,0
"110387","hayboeck michael",203.8,105.4,215,138,51.5,"2021JP3161RL","final round",14.3,0
"110388","klimov evgeniy",203.3,104.2,228,153.6,50,"2021JP3161RL","final round",-0.3,0
"110389","kubacki dawid",203,104.9,230,156,57.5,"2021JP3161RL","final round",-10.5,0
"110390","nakamura naoki",202,105,225.5,150.6,58.5,"2021JP3161RL","final round",-7.1,0
"110391","granerud halvor egner",201.5,104.9,221.5,145.8,55,"2021JP3161RL","final round",0.7,0
"110392","semenic anze",198.3,105.3,217,140.4,55.5,"2021JP3161RL","final round",2.4,0
"110393","paschke pius",198.2,104.4,207.5,129,54,"2021JP3161RL","final round",15.2,0
"110394","kos lovro",196.5,104.5,220,144,57,"2021JP3161RL","final round",-4.5,0
"110395","prevc cene",195.7,104.5,232.5,159,52,"2021JP3161RL","final round",-15.3,0
"110396","aigro artti",195.4,104.2,214,136.8,53,"2021JP3161RL","final round",5.6,0
"110397","nazarov mikhail",194.4,104.5,213.5,136.2,54,"2021JP3161RL","final round",4.2,0
"110398","schiffner markus",194.4,104.9,217.5,141,53.5,"2021JP3161RL","final round",-0.1,0
"110399","lanisek anze",194.3,105.1,212,134.4,55.5,"2021JP3161RL","final round",4.4,0
"110400","freund severin",193.9,105.3,210.5,132.6,54.5,"2021JP3161RL","final round",6.8,0
"110401","maatta jarkko",193.6,104.1,216.5,139.8,54.5,"2021JP3161RL","final round",-0.7,0
"110402","kraft stefan",193.4,104.6,215.5,138.6,55.5,"2021JP3161RL","final round",-0.7,0
"110403","kobayashi junshiro",189.2,104.7,199.5,119.4,51.5,"2021JP3161RL","final round",18.3,0
"110404","sato keiichi",187.5,104.6,213.5,136.2,55,"2021JP3161RL","final round",-3.7,0
"110405","stoch kamil",186.3,103.8,212,134.4,55.5,"2021JP3161RL","final round",-3.6,0
"110406","lindvik marius",186,104.4,215.5,138.6,55.5,"2021JP3161RL","final round",-8.1,0
"110407","deschwanden gregor",185.7,104.8,210,132,53.5,"2021JP3161RL","final round",0.2,0
"110408","zajc timi",185.1,104.3,201.5,121.8,52.5,"2021JP3161RL","final round",10.8,0
"110409","stekala andrzej",183.4,104.8,203.5,124.2,53.5,"2021JP3161RL","final round",5.7,0
"110410","aschenwald philipp",183.4,104.9,215,138,50,"2021JP3161RL","final round",-4.6,0
"110411","hauswirth sandro",180.8,104,203,123.6,52.5,"2021JP3161RL","final round",4.7,0
"110412","hamann martin",180.1,104.7,202.5,123,51.5,"2021JP3161RL","final round",5.6,0
"110413","ammann simon",179.5,104.8,203.5,124.2,48.5,"2021JP3161RL","final round",6.8,0
"110414","wohlgenannt ulrich",178.8,103.8,208,129.6,55,"2021JP3161RL","final round",-5.8,0
"110415","schmid constantin",176.8,104.5,206.5,127.8,52,"2021JP3161RL","final round",-3,0
"110416","kytosaho niko",174.9,104.5,200.5,120.6,51,"2021JP3161RL","final round",3.3,0
"110417","boyd-clowes mackenzie",174.1,104.8,200,120,52.5,"2021JP3161RL","final round",1.6,0
"110418","nousiainen eetu",172.2,104.6,200,120,51.5,"2021JP3161RL","final round",0.7,0
"110419","zografski vladimir",172.1,104.1,203.5,124.2,52.5,"2021JP3161RL","final round",-4.6,0
"110420","bartol tilen",171.3,104.4,200.5,120.6,52,"2021JP3161RL","final round",-1.3,0
"110421","muranka klemens",170.3,104.5,199.5,119.4,51,"2021JP3161RL","final round",-0.1,0
"110422","kornilov denis",166.9,104.9,195.5,114.6,49.5,"2021JP3161RL","final round",2.8,0
"110423","trofimov roman sergeevich",162.7,104.2,195,114,51,"2021JP3161RL","final round",-2.3,0
"110424","dean decker",160.1,104.6,193,111.6,48,"2021JP3161RL","final round",0.5,0
"110425","iwasa yuken",159,104.5,193,111.6,51,"2021JP3161RL","final round",-3.6,0
"110426","soukup matthew",154.3,104.2,187.5,105,50,"2021JP3161RL","final round",-0.7,0
"110427","mogel zak",153.8,103.9,179.5,95.4,49,"2021JP3161RL","final round",9.4,0
"110428","contamine mathis",152.7,103.5,191,109.2,50,"2021JP3161RL","final round",-6.5,0
"110429","aalto antti",149.7,104.2,177,92.4,50,"2021JP3161RL","final round",7.3,0
"110430","peter dominik",149.5,104.8,187.5,105,48.5,"2021JP3161RL","final round",-4,0
"110431","justin rok",148.2,104.2,182,98.4,50.5,"2021JP3161RL","final round",-0.7,0
"110432","maltsev kevin",147.5,103.9,178.5,94.2,46,"2021JP3161RL","final round",7.3,0
"110433","kozisek cestmir",146.3,103.9,182.5,99,51,"2021JP3161RL","final round",-3.7,0
"110434","hoerl jan",141.7,104.3,173.5,88.2,45,"2021JP3161RL","final round",8.5,0
"110435","oestvold benjamin",137.9,103.7,179.5,95.4,48.5,"2021JP3161RL","final round",-6,0
"110436","foubert valentin",136.5,104.8,176,91.2,49.5,"2021JP3161RL","final round",-4.2,0
"110437","muminov sabirzhan",130.4,104.4,174,88.8,48.5,"2021JP3161RL","final round",-6.9,0
"110438","grilc tjas",125.6,104.4,171,85.2,45,"2021JP3161RL","final round",-4.6,0
"110439","larson casey",119.9,104.1,162.5,75,48.5,"2021JP3161RL","final round",-3.6,0
"110440","geiger karl",238.8,103.1,231,157.2,57,"2021JP3163RL","1st round",-2.6,27.2
"110441","geiger karl",220.5,104.1,232.5,159,58,"2021JP3163RL","final round",3.5,0
"110442","kobayashi ryoyu",249,102.6,242,170.4,55,"2021JP3163RL","1st round",-3.6,27.2
"110443","kobayashi ryoyu",203.4,103.7,217,140.4,56,"2021JP3163RL","final round",7,0
"110444","eisenbichler markus",222.8,101.8,221,145.2,55,"2021JP3163RL","1st round",-4.6,27.2
"110445","eisenbichler markus",225.1,103.4,230,156,55.5,"2021JP3163RL","final round",4.4,9.2
"110446","prevc domen",221.3,103.3,233,159.6,57.5,"2021JP3163RL","1st round",-4.8,9
"110447","prevc domen",221.2,103.4,233,159.6,58.5,"2021JP3163RL","final round",3.1,0
"110448","huber daniel",227.5,103.8,237,164.4,57,"2021JP3163RL","1st round",-2.9,9
"110449","huber daniel",210.7,103.7,226,151.2,56.5,"2021JP3163RL","final round",3,0
