"name","points","speed","dist","dist_points","note_points","id","round","wind_comp","gate_points"
"109917","lundby maren",105.4,83.7,82.5,55,52.5,"2021JP3136RL","1st round",-4.5,2.4
"109918","lundby maren",119.3,83.5,91,72,55.5,"2021JP3136RL","final round",-10.6,2.4
"109919","maruyama nozomi",111,83.1,86.5,63,53,"2021JP3136RL","1st round",-7.4,2.4
"109920","maruyama nozomi",108.1,82.9,85,60,53.5,"2021JP3136RL","final round",-7.8,2.4
"109921","avvakumova irina",110.1,83.4,86,62,53.5,"2021JP3136RL","1st round",-7.8,2.4
"109922","avvakumova irina",108.7,83.4,83,56,54,"2021JP3136RL","final round",-3.7,2.4
"109923","althaus katharina",109.1,83.7,85,60,54,"2021JP3136RL","1st round",-7.3,2.4
"109924","althaus katharina",108.1,83.6,84,58,54,"2021JP3136RL","final round",-6.3,2.4
"109925","bogataj ursa",113.1,83.1,88.5,67,49.5,"2021JP3136RL","1st round",-5.8,2.4
"109926","bogataj ursa",101.6,82.8,80.5,51,52.5,"2021JP3136RL","final round",-4.3,2.4
"109927","klinec ema",104.9,82.8,82.5,55,50,"2021JP3136RL","1st round",-2.5,2.4
"109928","klinec ema",105.7,82.8,81.5,53,52.5,"2021JP3136RL","final round",-2.2,2.4
"109929","sorschag sophie",103,82.7,81.5,53,52,"2021JP3136RL","1st round",-4.4,2.4
"109930","sorschag sophie",106.4,82.9,84.5,59,53.5,"2021JP3136RL","final round",-8.5,2.4
"109931","clair julia",103.6,83.2,82,54,52.5,"2021JP3136RL","1st round",-5.3,2.4
"109932","clair julia",105.7,83.3,84,58,52.5,"2021JP3136RL","final round",-7.2,2.4
"109933","rupprecht anna",105.5,83.7,83.5,57,52.5,"2021JP3136RL","1st round",-6.4,2.4
"109934","rupprecht anna",102.2,83.4,84.5,59,53.5,"2021JP3136RL","final round",-12.7,2.4
"109935","rogelj spela",109.9,83.2,89.5,69,51.5,"2021JP3136RL","1st round",-10.6,0
"109936","rogelj spela",97.6,82.7,80,50,52.5,"2021JP3136RL","final round",-7.3,2.4
"109937","tikhonova sofia",106,82.6,88.5,67,48,"2021JP3136RL","1st round",-9,0
"109938","tikhonova sofia",101.2,82.5,83.5,57,52,"2021JP3136RL","final round",-10.2,2.4
"109939","kvandal eirin maria",100.6,82.2,82,54,52.5,"2021JP3136RL","1st round",-8.3,2.4
"109940","kvandal eirin maria",106.2,82,85,60,50,"2021JP3136RL","final round",-6.2,2.4
"109941","brecl jerneja",102.5,82.7,84,58,52.5,"2021JP3136RL","1st round",-10.4,2.4
"109942","brecl jerneja",100.9,82.7,81,52,52.5,"2021JP3136RL","final round",-6,2.4
"109943","ulrichova klara",101.7,82.7,84,58,53,"2021JP3136RL","1st round",-9.3,0
"109944","ulrichova klara",100.9,82.6,80,50,53,"2021JP3136RL","final round",-4.5,2.4
"109945","bjoerseth thea minyan",93.9,82.8,77.5,45,51.5,"2021JP3136RL","1st round",-5,2.4
"109946","bjoerseth thea minyan",107.9,82.9,88.5,67,54,"2021JP3136RL","final round",-13.1,0
"109947","vogt carina",97.7,84.1,82.5,55,52.5,"2021JP3136RL","1st round",-12.2,2.4
"109948","vogt carina",103.5,84.7,82,54,52.5,"2021JP3136RL","final round",-3,0
"109949","iwabuchi kaori",102,83.1,83,56,49.5,"2021JP3136RL","1st round",-3.5,0
"109950","iwabuchi kaori",97.9,82.8,80,50,50,"2021JP3136RL","final round",-4.5,2.4
"109951","malsiner jessica",98,83.3,79,48,51.5,"2021JP3136RL","1st round",-3.9,2.4
"109952","malsiner jessica",100.4,83.7,83.5,57,51,"2021JP3136RL","final round",-7.6,0
"109953","eder lisa",91.6,83.2,76.5,43,50.5,"2021JP3136RL","1st round",-4.3,2.4
"109954","eder lisa",103.6,83.5,84.5,59,54,"2021JP3136RL","final round",-9.4,0
"109955","hoelzl chiara",91,82.8,76.5,43,51,"2021JP3136RL","1st round",-5.4,2.4
"109956","hoelzl chiara",104.1,83,84.5,59,52,"2021JP3136RL","final round",-6.9,0
"109957","kykkaenen julia",88.7,82.2,76,42,50.5,"2021JP3136RL","1st round",-3.8,0
"109958","kykkaenen julia",98.3,82.9,82,54,54,"2021JP3136RL","final round",-9.7,0
"109959","goerlich luisa",93.9,83.2,80.5,51,51,"2021JP3136RL","1st round",-8.1,0
"109960","goerlich luisa",91,82.6,79.5,49,51,"2021JP3136RL","final round",-9,0
"109961","muehlbacher julia",92.5,82.5,79.5,49,51.5,"2021JP3136RL","1st round",-8,0
"109962","muehlbacher julia",92.1,82.6,81.5,53,52.5,"2021JP3136RL","final round",-13.4,0
"109963","haralambie daniela",93.9,83.1,79.5,49,51,"2021JP3136RL","1st round",-6.1,0
"109964","haralambie daniela",84.8,82.8,77.5,45,51.5,"2021JP3136RL","final round",-11.7,0
"109965","komar katra",91.7,82.7,80,50,50.5,"2021JP3136RL","1st round",-8.8,0
"109966","komar katra",82,82,73.5,37,50,"2021JP3136RL","final round",-5,0
"109967","pagnier josephine",98.2,83.1,81.5,53,53,"2021JP3136RL","1st round",-10.2,2.4
"109968","twardosz anna",87.8,82.8,78,46,51,"2021JP3136RL","1st round",-9.2,0
"109969","rautionaho jenny",87.4,82.5,76,42,49.5,"2021JP3136RL","1st round",-4.1,0
"109970","rajda kinga",82.2,82.4,76,42,50,"2021JP3136RL","1st round",-9.8,0
"109971","sankey logan",81.5,82.9,75,40,49.5,"2021JP3136RL","1st round",-8,0
"109972","wiegele hannah",81.1,83,76.5,43,49.5,"2021JP3136RL","1st round",-11.4,0
"109973","prokopieva kristina",76.2,82.1,73.5,37,49.5,"2021JP3136RL","1st round",-10.3,0
"109974","indrackova karolina",73.2,82.1,69.5,29,48,"2021JP3136RL","1st round",-3.8,0
"109975","takanashi sara",120.5,82.8,87.5,65,54,"2021JP3136RLQ","qualification",-5.7,7.2
"109976","kriznar nika",119.3,82.8,88,66,52.5,"2021JP3136RLQ","qualification",-6.4,7.2
"109977","althaus katharina",116.5,83.8,87,64,54,"2021JP3136RLQ","qualification",-6.3,4.8
"109978","lundby maren",114.7,83.6,87.5,65,53,"2021JP3136RLQ","qualification",-8.1,4.8
"109979","opseth silje",114.4,83.7,87.5,65,54,"2021JP3136RLQ","qualification",-9.4,4.8
"109980","kramer marita",113.6,82.8,87.5,65,50,"2021JP3136RLQ","qualification",-8.6,7.2
"109981","clair julia",112.5,83.5,84.5,59,52.5,"2021JP3136RLQ","qualification",-1.4,2.4
"109982","avvakumova irina",111.5,83.3,86,62,52.5,"2021JP3136RLQ","qualification",-5.4,2.4
"109983","rogelj spela",111.4,83,87.5,65,54,"2021JP3136RLQ","qualification",-7.6,0
"109984","bogataj ursa",109.9,83,87.5,65,49,"2021JP3136RLQ","qualification",-8.9,4.8
"109985","klinec ema",109.6,82.2,84.5,59,50,"2021JP3136RLQ","qualification",-6.6,7.2
"109986","maruyama nozomi",108.6,83.1,86.5,63,51.5,"2021JP3136RLQ","qualification",-8.3,2.4
"109987","iraschko-stolz daniela",108.4,83,86,62,50,"2021JP3136RLQ","qualification",-8.4,4.8
"109988","hoelzl chiara",106.7,82.9,83,56,53.5,"2021JP3136RLQ","qualification",-5.2,2.4
"109989","vogt carina",103.6,84.4,83.5,57,51.5,"2021JP3136RLQ","qualification",-7.3,2.4
"109990","rupprecht anna",103.1,83.7,83.5,57,52.5,"2021JP3136RLQ","qualification",-8.8,2.4
"109991","sorschag sophie",102.9,82.6,82.5,55,51.5,"2021JP3136RLQ","qualification",-6,2.4
"109992","tikhonova sofia",102.3,82.9,86.5,63,48,"2021JP3136RLQ","qualification",-11.1,2.4
"109993","bjoerseth thea minyan",101.9,83,81,52,52.5,"2021JP3136RLQ","qualification",-5,2.4
"109994","iwabuchi kaori",101.5,83.4,88,66,47,"2021JP3136RLQ","qualification",-11.5,0
"109995","stroem anna odine",101.2,84.1,81.5,53,51,"2021JP3136RLQ","qualification",-5.2,2.4
"109996","brecl jerneja",101.1,83.1,82.5,55,51,"2021JP3136RLQ","qualification",-7.3,2.4
"109997","pagnier josephine",99.1,83.3,80,50,51.5,"2021JP3136RLQ","qualification",-4.8,2.4
"109998","ulrichova klara",98.9,83.3,82.5,55,51.5,"2021JP3136RLQ","qualification",-7.6,0
"109999","kvandal eirin maria",96.6,82.4,89.5,69,29,"2021JP3136RLQ","qualification",-8.6,7.2
"110000","malsiner jessica",96.6,83.6,81.5,53,49,"2021JP3136RLQ","qualification",-7.8,2.4
"110001","rautionaho jenny",95.2,82.9,81,52,51.5,"2021JP3136RLQ","qualification",-8.3,0
"110002","haralambie daniela",94.9,83.4,81,52,51,"2021JP3136RLQ","qualification",-8.1,0
"110003","twardosz anna",94.8,83.3,82,54,52.5,"2021JP3136RLQ","qualification",-11.7,0
"110004","eder lisa",94.7,83.4,78,46,50,"2021JP3136RLQ","qualification",-3.7,2.4
"110005","seto yuka",94.6,84.2,80,50,52,"2021JP3136RLQ","qualification",-7.4,0
"110006","kykkaenen julia",92.5,83.1,77,44,51,"2021JP3136RLQ","qualification",-2.5,0
"110007","wiegele hannah",92.5,83,78.5,47,51,"2021JP3136RLQ","qualification",-5.5,0
"110008","rajda kinga",91.7,83,79.5,49,51.5,"2021JP3136RLQ","qualification",-8.8,0
"110009","komar katra",90.6,82.9,79.5,49,51,"2021JP3136RLQ","qualification",-9.4,0
"110010","goerlich luisa",89.5,83.3,76.5,43,49.5,"2021JP3136RLQ","qualification",-3,0
"110011","indrackova karolina",89.5,82.8,78,46,50.5,"2021JP3136RLQ","qualification",-7,0
"110012","muehlbacher julia",89.2,83,77.5,45,50.5,"2021JP3136RLQ","qualification",-6.3,0
"110013","prokopieva kristina",88.3,83.3,77.5,45,49.5,"2021JP3136RLQ","qualification",-6.2,0
"110014","sankey logan",88,83.5,76.5,43,50.5,"2021JP3136RLQ","qualification",-5.5,0
"110015","reisch agnes",87.8,84.2,75.5,41,50.5,"2021JP3136RLQ","qualification",-3.7,0
"110016","seyfarth juliane",87.7,83.2,74.5,39,50,"2021JP3136RLQ","qualification",-1.3,0
"110017","shpyneva anna",86,82.5,75.5,41,49.5,"2021JP3136RLQ","qualification",-4.5,0
"110018","strate abigail",85.2,83.4,76,42,49.5,"2021JP3136RLQ","qualification",-6.3,0
"110019","makhinia irma",84.8,83.6,79.5,49,48,"2021JP3136RLQ","qualification",-12.2,0
"110020","moharitsch vanessa",84.3,83.5,75,40,49.5,"2021JP3136RLQ","qualification",-5.2,0
"110021","karpiel kamila",84,83.6,76,42,49.5,"2021JP3136RLQ","qualification",-7.5,0
"110022","jones paige",83.4,83,75.5,41,49,"2021JP3136RLQ","qualification",-6.6,0
"110023","ptackova stepanka",80.6,83.8,73.5,37,49,"2021JP3136RLQ","qualification",-5.4,0
"110024","ito yuki",78.8,83.5,72.5,35,48.5,"2021JP3136RLQ","qualification",-7.1,2.4
"110025","szwab joanna",78.3,83.7,73,36,48.5,"2021JP3136RLQ","qualification",-6.2,0
"110026","avocat gros oceane",77.6,83.4,71.5,33,49.5,"2021JP3136RLQ","qualification",-4.9,0
"110027","przybyla wiktoria",76.7,83.3,72.5,35,48.5,"2021JP3136RLQ","qualification",-6.8,0
"110028","kablukova ksenia",75.1,83.4,73,36,49,"2021JP3136RLQ","qualification",-9.9,0
"110029","voros virag",75.1,83.3,71.5,33,49,"2021JP3136RLQ","qualification",-6.9,0
"110030","hoffmann anna",72.1,83.7,70,30,46.5,"2021JP3136RLQ","qualification",-4.4,0
"110031","forsstroem susanna",71,83.2,69.5,29,47.5,"2021JP3136RLQ","qualification",-5.5,0
"110032","ambrosi martina",70.4,83.1,70,30,48.5,"2021JP3136RLQ","qualification",-8.1,0
"110033","ellmauer katharina",70.2,83.6,70.5,31,48,"2021JP3136RLQ","qualification",-8.8,0
"110034","belshaw annika",68.3,83,68.5,27,48,"2021JP3136RLQ","qualification",-6.7,0
"110035","lussi nina",65.9,83.7,68.5,27,48,"2021JP3136RLQ","qualification",-9.1,0
"110036","kothbauer sophie",64.5,83.4,67,24,48,"2021JP3136RLQ","qualification",-7.5,0
"110037","pekha dayana",61.1,82.9,64.5,19,45.5,"2021JP3136RLQ","qualification",-3.4,0
"110038","norstedt astrid",60.4,82.6,65.5,21,47,"2021JP3136RLQ","qualification",-7.6,0
"110039","konderla nicole",58.4,82.6,65,20,46.5,"2021JP3136RLQ","qualification",-8.1,0
"110040","bodnarchuk natasha",49.5,82.9,61,12,46,"2021JP3136RLQ","qualification",-8.5,0
"110041","eilers natalie",48.7,82.5,61.5,13,45.5,"2021JP3136RLQ","qualification",-9.8,0
"110042","macuga samantha",48,82.4,59.5,9,45,"2021JP3136RLQ","qualification",-6,0
"110043","maurer nicole",47.1,83,60.5,11,42.5,"2021JP3136RLQ","qualification",-6.4,0
"110044","takanashi sara",115.3,82.4,89,68,54,"2021JP3137RL","1st round",-11.5,4.8
"110045","takanashi sara",118.8,82.1,92.5,75,55.5,"2021JP3137RL","final round",-14.1,2.4
"110046","kriznar nika",113.4,82.7,87,64,53.5,"2021JP3137RL","1st round",-8.9,4.8
"110047","kriznar nika",117.6,82.5,90,70,54.5,"2021JP3137RL","final round",-9.3,2.4
"110048","opseth silje",113.8,83,85.5,61,54,"2021JP3137RL","1st round",-6,4.8
"110049","opseth silje",109.7,83,84.5,59,54,"2021JP3137RL","final round",-5.7,2.4
"110050","kramer marita",108.8,82.4,85,60,53,"2021JP3137RL","1st round",-9,4.8
"110051","kramer marita",114.5,82.9,87.5,65,54,"2021JP3137RL","final round",-4.5,0
"110052","lundby maren",113.1,83.1,89,68,52.5,"2021JP3137RL","1st round",-12.2,4.8
"110053","lundby maren",106.6,83.1,88,66,54,"2021JP3137RL","final round",-13.4,0
"110054","avvakumova irina",109.8,83.2,88.5,67,54,"2021JP3137RL","1st round",-11.2,0
"110055","avvakumova irina",109.9,83,88,66,54,"2021JP3137RL","final round",-10.1,0
"110056","althaus katharina",110.8,83.1,85.5,61,54,"2021JP3137RL","1st round",-9,4.8
"110057","althaus katharina",97.4,83,81,52,52.5,"2021JP3137RL","final round",-7.1,0
"110058","iraschko-stolz daniela",108.5,82.6,84.5,59,54,"2021JP3137RL","1st round",-9.3,4.8
"110059","iraschko-stolz daniela",97.9,83,82.5,55,52,"2021JP3137RL","final round",-9.1,0
"110060","hoelzl chiara",104.2,82.5,86.5,63,54.5,"2021JP3137RL","1st round",-13.3,0
"110061","hoelzl chiara",102.1,82.1,84,58,54,"2021JP3137RL","final round",-9.9,0
"110062","eder lisa",102.8,83.3,84,58,53.5,"2021JP3137RL","1st round",-8.7,0
"110063","eder lisa",103.3,82.9,87,64,54,"2021JP3137RL","final round",-14.7,0
"110064","stroem anna odine",103.9,84,84.5,59,53,"2021JP3137RL","1st round",-8.1,0
"110065","stroem anna odine",101.7,83.6,80.5,51,52.5,"2021JP3137RL","final round",-1.8,0
"110066","rogelj spela",107.1,83,90,70,51.5,"2021JP3137RL","1st round",-14.4,0
"110067","rogelj spela",98.3,81.9,82.5,55,53.5,"2021JP3137RL","final round",-10.2,0
"110068","klinec ema",103.2,82,80.5,51,52.5,"2021JP3137RL","1st round",-5.1,4.8
"110069","klinec ema",100.8,82,84.5,59,54,"2021JP3137RL","final round",-12.2,0
"110070","rupprecht anna",99.6,83.3,84,58,52.5,"2021JP3137RL","1st round",-10.9,0
"110071","rupprecht anna",103.3,83.2,83,56,52.5,"2021JP3137RL","final round",-5.2,0
"110072","kvandal eirin maria",113.3,82.1,89.5,69,48.5,"2021JP3137RL","1st round",-9,4.8
"110073","kvandal eirin maria",89.3,82,88,66,28.5,"2021JP3137RL","final round",-7.6,2.4
"110074","vogt carina",95.4,83.8,82.5,55,52,"2021JP3137RL","1st round",-11.6,0
"110075","vogt carina",106.2,83.8,85.5,61,52.5,"2021JP3137RL","final round",-7.3,0
"110076","brecl jerneja",99,82.6,83.5,57,52,"2021JP3137RL","1st round",-10,0
"110077","brecl jerneja",101.9,82.5,83.5,57,53,"2021JP3137RL","final round",-8.1,0
"110078","maruyama nozomi",107,83,86,62,53.5,"2021JP3137RL","1st round",-8.5,0
"110079","maruyama nozomi",93.5,82.2,79.5,49,52,"2021JP3137RL","final round",-7.5,0
"110080","malsiner lara",101.3,83.6,85,60,51,"2021JP3137RL","1st round",-9.7,0
"110081","malsiner lara",97.8,83.5,81.5,53,52.5,"2021JP3137RL","final round",-7.7,0
"110082","ito yuki",98.8,82.9,81.5,53,52.5,"2021JP3137RL","1st round",-6.7,0
"110083","ito yuki",95.4,82.3,80.5,51,52,"2021JP3137RL","final round",-7.6,0
"110084","malsiner jessica",95.2,83.5,83,56,49.5,"2021JP3137RL","1st round",-10.3,0
"110085","malsiner jessica",98.8,83,83.5,57,52.5,"2021JP3137RL","final round",-10.7,0
"110086","muehlbacher julia",104,82.3,85,60,54,"2021JP3137RL","1st round",-10,0
"110087","muehlbacher julia",89.7,81.8,78,46,52,"2021JP3137RL","final round",-8.3,0
"110088","reisch agnes",99.4,83.5,84,58,52.5,"2021JP3137RL","1st round",-11.1,0
"110089","reisch agnes",92.1,83.2,82,54,52,"2021JP3137RL","final round",-13.9,0
"110090","sorschag sophie",92.2,82.3,78.5,47,51,"2021JP3137RL","1st round",-5.8,0
"110091","sorschag sophie",97.9,82.4,83,56,52.5,"2021JP3137RL","final round",-10.6,0
"110092","clair julia",92.1,82.6,78.5,47,50.5,"2021JP3137RL","1st round",-5.4,0
"110093","clair julia",97.8,82.8,82.5,55,52.5,"2021JP3137RL","final round",-9.7,0
"110094","tikhonova sofia",98.9,82.7,82,54,52,"2021JP3137RL","1st round",-7.1,0
"110095","tikhonova sofia",88.9,82.2,81,52,51,"2021JP3137RL","final round",-14.1,0
"110096","kykkaenen julia",94.6,82.6,81,52,52.5,"2021JP3137RL","1st round",-9.9,0
"110097","kykkaenen julia",91.2,82.3,80.5,51,52.5,"2021JP3137RL","final round",-12.3,0
"110098","seto yuka",92.4,83.5,78,46,51,"2021JP3137RL","1st round",-4.6,0
"110099","seto yuka",88.4,83.1,76.5,43,49.5,"2021JP3137RL","final round",-4.1,0
"110100","komar katra",94.5,82.3,82.5,55,51.5,"2021JP3137RL","1st round",-12,0
"110101","komar katra",84,82.1,76.5,43,50.5,"2021JP3137RL","final round",-9.5,0
"110102","bjoerseth thea minyan",92.5,82.7,79.5,49,52.5,"2021JP3137RL","1st round",-9,0
"110103","bjoerseth thea minyan",84.4,82.5,75.5,41,51,"2021JP3137RL","final round",-7.6,0
"110104","makhinia irma",91.5,82.9,82,54,49.5,"2021JP3137RL","1st round",-12,0
"110105","rajda kinga",88.9,82.3,77.5,45,50.5,"2021JP3137RL","1st round",-6.6,0
"110106","pagnier josephine",88,82.9,76.5,43,51,"2021JP3137RL","1st round",-6,0
"110107","bogataj ursa",87.3,82.1,76.5,43,48.5,"2021JP3137RL","1st round",-9,4.8
"110108","rautionaho jenny",87,82.5,77.5,45,50.5,"2021JP3137RL","1st round",-8.5,0
"110109","iwabuchi kaori",86.7,82.7,81.5,53,48,"2021JP3137RL","1st round",-14.3,0
"110110","haralambie daniela",82.4,82.5,75,40,49.5,"2021JP3137RL","1st round",-7.1,0
"110111","shpyneva anna",81.8,82.1,75,40,48.5,"2021JP3137RL","1st round",-6.7,0
"110112","prokopieva kristina",71.2,82.4,70.5,31,48,"2021JP3137RL","1st round",-7.8,0
"110113","voros virag",60.3,83.1,66.5,23,47.5,"2021JP3137RL","1st round",-10.2,0
"110114","takanashi sara",120,82.8,88,66,54.5,"2021JP3137RLQ","qualification",-5.3,4.8
"110115","kriznar nika",115.4,82.8,85.5,61,52.5,"2021JP3137RLQ","qualification",-2.9,4.8
"110116","kramer marita",115,82.9,89.5,69,50,"2021JP3137RLQ","qualification",-8.8,4.8
"110117","iraschko-stolz daniela",109.5,83.1,87,64,50.5,"2021JP3137RLQ","qualification",-9.8,4.8
"110118","malsiner lara",108.6,83.7,86.5,63,51,"2021JP3137RLQ","qualification",-5.4,0
"110119","opseth silje",107.9,83.1,83,56,52.5,"2021JP3137RLQ","qualification",-5.4,4.8
"110120","rogelj spela",106.9,83.2,84.5,59,52.5,"2021JP3137RLQ","qualification",-4.6,0
"110121","hoelzl chiara",106.1,82.8,85,60,54,"2021JP3137RLQ","qualification",-7.9,0
"110122","bogataj ursa",106,82.9,87.5,65,48.5,"2021JP3137RLQ","qualification",-9.9,2.4
"110123","maruyama nozomi",106,83.1,88,66,50,"2021JP3137RLQ","qualification",-10,0
"110124","lundby maren",105.9,83,83.5,57,53.5,"2021JP3137RLQ","qualification",-9.4,4.8
"110125","klinec ema",105.6,82.2,80.5,51,52.5,"2021JP3137RLQ","qualification",-2.7,4.8
"110126","bjoerseth thea minyan",104.3,83,85,60,54,"2021JP3137RLQ","qualification",-9.7,0
"110127","kvandal eirin maria",103,82,84.5,59,48,"2021JP3137RLQ","qualification",-8.8,4.8
"110128","althaus katharina",102.6,83.5,84.5,59,54,"2021JP3137RLQ","qualification",-12.8,2.4
"110129","pagnier josephine",101.2,83.6,84,58,52.5,"2021JP3137RLQ","qualification",-9.3,0
"110130","clair julia",100.4,83.2,81.5,53,52,"2021JP3137RLQ","qualification",-4.6,0
"110131","muehlbacher julia",100.3,82.8,82.5,55,52,"2021JP3137RLQ","qualification",-6.7,0
"110132","stroem anna odine",99.6,84.2,82.5,55,52,"2021JP3137RLQ","qualification",-7.4,0
"110133","avvakumova irina",99.3,83.3,83,56,52,"2021JP3137RLQ","qualification",-8.7,0
"110134","eder lisa",98.8,82.8,82.5,55,52.5,"2021JP3137RLQ","qualification",-8.7,0
"110135","prokopieva kristina",98.7,83.3,83.5,57,52.5,"2021JP3137RLQ","qualification",-10.8,0
"110136","rupprecht anna",97.5,84.1,84.5,59,47.5,"2021JP3137RLQ","qualification",-9,0
"110137","malsiner jessica",96.7,83.9,83,56,49,"2021JP3137RLQ","qualification",-8.3,0
"110138","iwabuchi kaori",96.7,83.1,82.5,55,50.5,"2021JP3137RLQ","qualification",-8.8,0
"110139","vogt carina",92.9,84.6,78,46,50,"2021JP3137RLQ","qualification",-3.1,0
"110140","tikhonova sofia",92.2,83.3,79.5,49,50,"2021JP3137RLQ","qualification",-6.8,0
"110141","kykkaenen julia",92,82.6,77.5,45,51.5,"2021JP3137RLQ","qualification",-4.5,0
"110142","sorschag sophie",91.8,82.2,81.5,53,48,"2021JP3137RLQ","qualification",-9.2,0
"110143","komar katra",91.8,82.4,79,48,51,"2021JP3137RLQ","qualification",-7.2,0
"110144","ito yuki",90.7,83.2,77.5,45,50.5,"2021JP3137RLQ","qualification",-4.8,0
"110145","makhinia irma",88.9,83.4,78.5,47,49,"2021JP3137RLQ","qualification",-7.1,0
"110146","seto yuka",88.7,83.7,77,44,50,"2021JP3137RLQ","qualification",-5.3,0
"110147","shpyneva anna",87.5,82.9,76.5,43,49,"2021JP3137RLQ","qualification",-4.5,0
"110148","brecl jerneja",86.8,82.6,78,46,49,"2021JP3137RLQ","qualification",-8.2,0
"110149","rautionaho jenny",86.8,82.4,77.5,45,51.5,"2021JP3137RLQ","qualification",-9.7,0
"110150","haralambie daniela",84.9,83.1,76,42,50,"2021JP3137RLQ","qualification",-7.1,0
"110151","rajda kinga",81.7,82.6,75.5,41,50,"2021JP3137RLQ","qualification",-9.3,0
"110152","voros virag",80.4,83.4,75.5,41,49.5,"2021JP3137RLQ","qualification",-10.1,0
"110153","reisch agnes",80,83.7,73.5,37,49.5,"2021JP3137RLQ","qualification",-6.5,0
"110154","strate abigail",79.1,82.9,73,36,49.5,"2021JP3137RLQ","qualification",-6.4,0
"110155","barantceva aleksandra",78.4,83.6,73.5,37,49.5,"2021JP3137RLQ","qualification",-8.1,0
"110156","goerlich luisa",77.4,82.7,72.5,35,48,"2021JP3137RLQ","qualification",-5.6,0
"110157","indrackova karolina",77,82.4,71,32,49,"2021JP3137RLQ","qualification",-4,0
"110158","forsstroem susanna",76.9,82.7,73.5,37,49.5,"2021JP3137RLQ","qualification",-9.6,0
"110159","avocat gros oceane",76,82.7,73,36,49.5,"2021JP3137RLQ","qualification",-9.5,0
"110160","seyfarth juliane",75.8,82.7,70.5,31,48,"2021JP3137RLQ","qualification",-3.2,0
"110161","szwab joanna",75.4,83.3,72.5,35,48.5,"2021JP3137RLQ","qualification",-8.1,0
"110162","ptackova stepanka",75.4,83.4,73,36,49,"2021JP3137RLQ","qualification",-9.6,0
"110163","hoffmann anna",71.1,83.1,72,34,46.5,"2021JP3137RLQ","qualification",-9.4,0
"110164","jones paige",69.3,82.9,70,30,48,"2021JP3137RLQ","qualification",-8.7,0
"110165","sankey logan",68,83.2,69.5,29,48,"2021JP3137RLQ","qualification",-9,0
"110166","belshaw annika",67.5,82.9,69.5,29,48,"2021JP3137RLQ","qualification",-9.5,0
"110167","eilers natalie",66.8,83.1,71,32,47,"2021JP3137RLQ","qualification",-12.2,0
"110168","norstedt astrid",64.6,82.2,67.5,25,47,"2021JP3137RLQ","qualification",-7.4,0
"110169","bodnarchuk natasha",59.4,82.7,65.5,21,47.5,"2021JP3137RLQ","qualification",-9.1,0
"110170","lussi nina",59,83.6,65.5,21,47,"2021JP3137RLQ","qualification",-9,0
"110171","ambrosi martina",58.4,82.5,64.5,19,46.5,"2021JP3137RLQ","qualification",-7.1,0
"110172","maurer nicole",51,82.8,62,14,45.5,"2021JP3137RLQ","qualification",-8.5,0
"110173","macuga samantha",50.3,82.3,62.5,15,44.5,"2021JP3137RLQ","qualification",-9.2,0
"110174","pekha dayana",49,82.7,61.5,13,44.5,"2021JP3137RLQ","qualification",-8.5,0
"110175","kriznar nika",111.6,85.2,97.5,65,53.5,"2021JP3139RL","1st round",-6.9,0
"110176","kriznar nika",110.3,84.6,97,64,54,"2021JP3139RL","final round",-7.7,0
"110177","kramer marita",99.4,84.3,95,60,50.5,"2021JP3139RL","1st round",-11.1,0
"110178","kramer marita",91.8,83.9,93,56,49.5,"2021JP3139RL","final round",-13.7,0
"110179","klinec ema",95.2,85.3,90.5,51,52,"2021JP3139RL","1st round",-7.8,0
"110180","klinec ema",94.2,85.2,89.5,49,51.5,"2021JP3139RL","final round",-6.3,0
"110181","clair julia",85.2,84.1,86.5,43,49.5,"2021JP3139RL","1st round",-7.3,0
"110182","clair julia",102,84.3,98.5,67,50,"2021JP3139RL","final round",-15,0
"110183","pagnier josephine",89.1,84.9,88.5,47,50.5,"2021JP3139RL","1st round",-8.4,0
"110184","pagnier josephine",96.6,84.5,95.5,61,52.5,"2021JP3139RL","final round",-16.9,0
"110185","rajda kinga",99.3,84.4,95.5,61,52.5,"2021JP3139RL","1st round",-14.2,0
"110186","rajda kinga",83.7,84.2,89,48,48,"2021JP3139RL","final round",-12.3,0
"110187","rogelj spela",95.4,85.3,92,54,51.5,"2021JP3139RL","1st round",-10.1,0
"110188","rogelj spela",85.2,85.2,86,42,50.5,"2021JP3139RL","final round",-7.3,0
"110189","brecl jerneja",102.4,85.1,95,60,51,"2021JP3139RL","1st round",-8.6,0
"110190","brecl jerneja",76.5,84.1,83,36,48.5,"2021JP3139RL","final round",-8,0
"110191","komar katra",91.9,85.2,91,52,51.5,"2021JP3139RL","1st round",-11.6,0
"110192","komar katra",78.8,84.6,82.5,35,49.5,"2021JP3139RL","final round",-5.7,0
"110193","indrackova karolina",89.6,84.1,90,50,51,"2021JP3139RL","1st round",-11.4,0
"110194","indrackova karolina",68.1,83.6,79.5,29,48,"2021JP3139RL","final round",-8.9,0
"110195","ptackova stepanka",79.7,85.2,84,38,49.5,"2021JP3139RL","1st round",-7.8,0
"110196","ptackova stepanka",77.3,85.3,85,40,49.5,"2021JP3139RL","final round",-12.2,0
"110197","reisch agnes",82,85.9,86.5,43,50.5,"2021JP3139RL","1st round",-11.5,0
"110198","reisch agnes",66,85.2,82,34,49,"2021JP3139RL","final round",-17,0
