"Province_State" "Country_Region" "Confirmed" "Deaths" "Recovered" "Active"
"509" "Lipetsk Oblast" "Russia" 12085 136 9606 2343
"510" "Magadan Oblast" "Russia" 5954 56 5453 445
"511" "Mari El Republic" "Russia" 7876 99 6980 797
"512" "Mordovia Republic" "Russia" 11285 67 9160 2058
"513" "Moscow" "Russia" 647562 9349 490844 147369
"514" "Moscow Oblast" "Russia" 118235 2252 84273 31710
"515" "Murmansk Oblast" "Russia" 29141 510 26006 2625
"516" "Nenets Autonomous Okrug" "Russia" 680 0 639 41
"517" "Nizhny Novgorod Oblast" "Russia" 57376 1260 51544 4572
"518" "North Ossetia - Alania Republic" "Russia" 9847 79 8202 1566
"519" "Novgorod Oblast" "Russia" 13070 89 8774 4207
"520" "Novosibirsk Oblast" "Russia" 23767 786 19408 3573
"521" "Omsk Oblast" "Russia" 24032 680 21647 1705
"522" "Orel Oblast" "Russia" 16978 213 14828 1937
"523" "Orenburg Oblast" "Russia" 24268 236 20969 3063
"524" "Penza Oblast" "Russia" 21261 256 18014 2991
"525" "Perm Krai" "Russia" 22514 721 16326 5467
"526" "Primorsky Krai" "Russia" 23315 257 16391 6667
"527" "Pskov Oblast" "Russia" 14178 77 7267 6834
"528" "Rostov Oblast" "Russia" 42056 1475 34144 6437
"529" "Ryazan Oblast" "Russia" 14786 98 13185 1503
"530" "Saint Petersburg" "Russia" 148153 5830 85461 56862
"531" "Sakha (Yakutiya) Republic" "Russia" 21344 312 17616 3416
"532" "Sakhalin Oblast" "Russia" 12135 9 8960 3166
"533" "Samara Oblast" "Russia" 23939 451 21655 1833
"534" "Saratov Oblast" "Russia" 28688 272 24314 4102
"535" "Smolensk Oblast" "Russia" 13182 285 9585 3312
"536" "Stavropol Krai" "Russia" 29097 587 25735 2775
"537" "Sverdlovsk Oblast" "Russia" 48622 1105 40870 6647
"538" "Tambov Oblast" "Russia" 13982 122 12832 1028
"539" "Tatarstan Republic" "Russia" 10865 147 9479 1239
"540" "Tomsk Oblast" "Russia" 19653 178 14825 4650
"541" "Tula Oblast" "Russia" 17679 512 15595 1572
"542" "Tver Oblast" "Russia" 16446 400 11028 5018
"543" "Tyumen Oblast" "Russia" 19241 142 16688 2411
"544" "Tyva Republic" "Russia" 12970 138 11853 979
"545" "Udmurt Republic" "Russia" 14453 301 11622 2530
"546" "Ulyanovsk Oblast" "Russia" 29178 375 25842 2961
"547" "Vladimir Oblast" "Russia" 14099 344 12473 1282
"548" "Volgograd Oblast" "Russia" 28649 334 27242 1073
"549" "Vologda Oblast" "Russia" 14308 226 11106 2976
"550" "Voronezh Oblast" "Russia" 36576 687 34380 1509
"551" "Yamalo-Nenets Autonomous Okrug" "Russia" 27510 273 19138 8099
"552" "Yaroslavl Oblast" "Russia" 17554 100 16381 1073
"553" "Zabaykalsky Krai" "Russia" 20823 339 18955 1529
"554" "Rwanda" "Rwanda" 6129 51 5696 382
"555" "Saint Lucia" "Saint Lucia" 265 2 158 105
"556" "Saint Vincent and the Grenadines" "Saint Vincent and the Grenadines" 87 0 80 7
"557" "San Marino" "San Marino" 1789 48 1412 329
"558" "Sao Tome and Principe" "Sao Tome and Principe" 999 17 937 45
"559" "Saudi Arabia" "Saudi Arabia" 358713 5965 348879 3869
"560" "Senegal" "Senegal" 16477 338 15776 363
"561" "Serbia" "Serbia" 219652 1949 0 217703
"562" "Seychelles" "Seychelles" 184 0 168 16
"563" "Sierra Leone" "Sierra Leone" 2426 74 1846 506
"564" "Singapore" "Singapore" 58260 29 58160 71
"565" "Slovakia" "Slovakia" 116731 996 82666 33069
"566" "Slovenia" "Slovenia" 85805 1744 63580 20481
"567" "Solomon Islands" "Solomon Islands" 17 0 5 12
"568" "Somalia" "Somalia" 4525 121 3480 924
"569" "South Africa" "South Africa" 814565 22206 744780 47579
"570" "South Sudan" "South Sudan" 3181 62 2977 142
"571" "Andalusia" "Spain" 238783 4296 10671 223816
"572" "Aragon" "Spain" 74534 2360 3772 68402
"573" "Asturias" "Spain" 24175 1073 1063 22039
"574" "Baleares" "Spain" 25288 425 1533 23330
"575" "C. Valenciana" "Spain" 108586 2444 9970 96172
"576" "Canarias" "Spain" 21753 346 1537 19870
"577" "Cantabria" "Spain" 15903 324 2287 13292
"578" "Castilla - La Mancha" "Spain" 87956 3825 6392 77739
"579" "Castilla y Leon" "Spain" 123433 4647 8716 110070
"580" "Catalonia" "Spain" 310141 8126 26203 275812
"581" "Ceuta" "Spain" 2854 55 163 2636
"582" "Extremadura" "Spain" 29461 971 2652 25838
"583" "Galicia" "Spain" 51557 1246 9204 41107
"584" "La Rioja" "Spain" 16881 561 3107 13213
"585" "Madrid" "Spain" 354326 11426 40736 302164
"586" "Melilla" "Spain" 4152 43 125 3984
"587" "Murcia" "Spain" 55116 623 2180 52313
"588" "Navarra" "Spain" 40032 893 3905 35234
"589" "Pais Vasco" "Spain" 99716 2568 16160 80988
"590" "Spain" "Spain" 0 0 0 0
"591" "Sri Lanka" "Sri Lanka" 27877 140 20460 7277
"592" "Sudan" "Sudan" 19468 1295 11021 7152
"593" "Suriname" "Suriname" 5324 117 5210 -3
"594" "Blekinge" "Sweden" 2329 23 0 2306
"595" "Dalarna" "Sweden" 6737 198 0 6539
"596" "Gavleborg" "Sweden" 8215 204 0 8011
"597" "Gotland" "Sweden" 1464 15 0 1449
"598" "Halland" "Sweden" 7372 111 0 7261
"599" "Jamtland Harjedalen" "Sweden" 3054 69 0 2985
"600" "Jonkoping" "Sweden" 12416 241 0 12175
"601" "Kalmar" "Sweden" 3547 80 0 3467
"602" "Kronoberg" "Sweden" 5613 153 0 5460
"603" "Norrbotten" "Sweden" 5556 107 0 5449
"604" "Orebro" "Sweden" 10280 198 0 10082
"605" "Ostergotland" "Sweden" 9641 302 0 9339
"606" "Skane" "Sweden" 32005 450 0 31555
"607" "Sormland" "Sweden" 6347 281 0 6066
"608" "Stockholm" "Sweden" 82014 2793 0 79221
"609" "Uppsala" "Sweden" 12349 306 0 12043
"610" "Varmland" "Sweden" 3770 92 0 3678
"611" "Vasterbotten" "Sweden" 5025 53 0 4972
"612" "Vasternorrland" "Sweden" 5901 156 0 5745
"613" "Vastmanland" "Sweden" 9537 203 0 9334
"614" "Vastra Gotaland" "Sweden" 45740 1032 0 44708
"615" "Switzerland" "Switzerland" 344497 5349 260600 78548
"616" "Syria" "Syria" 8403 447 3943 4013
"617" "Tajikistan" "Tajikistan" 12428 87 11833 508
"618" "Tanzania" "Tanzania" 509 21 183 305
"619" "Thailand" "Thailand" 4107 60 3868 179
"620" "Timor-Leste" "Timor-Leste" 31 0 30 1
"621" "Togo" "Togo" 3095 65 2653 377
"622" "Trinidad and Tobago" "Trinidad and Tobago" 6767 122 5937 708
"623" "Tunisia" "Tunisia" 104002 3561 76441 24000
"624" "Turkey" "Turkey" 828295 14900 431253 382142
"625" "Alabama" "US" 3005 42 0 2963
"626" "Alabama" "US" 9728 138 0 9590
"627" "Alabama" "US" 1223 29 0 1194
"628" "Alabama" "US" 1293 38 0 1255
"629" "Alabama" "US" 3299 46 0 3253
"630" "Alabama" "US" 713 20 0 693
"631" "Alabama" "US" 1236 42 0 1194
"632" "Alabama" "US" 7096 127 0 6969
"633" "Alabama" "US" 1906 54 0 1852
"634" "Alabama" "US" 1093 24 0 1069
"635" "Alabama" "US" 2391 45 0 2346
"636" "Alabama" "US" 440 20 0 420
"637" "Alabama" "US" 1671 22 0 1649
"638" "Alabama" "US" 963 27 0 936
"639" "Alabama" "US" 821 14 0 807
"640" "Alabama" "US" 2657 23 0 2634
"641" "Alabama" "US" 3536 49 0 3487
"642" "Alabama" "US" 738 15 0 723
"643" "Alabama" "US" 393 4 0 389
"644" "Alabama" "US" 2370 38 0 2332
"645" "Alabama" "US" 745 31 0 714
"646" "Alabama" "US" 5032 54 0 4978
"647" "Alabama" "US" 2528 59 0 2469
"648" "Alabama" "US" 2384 33 0 2351
"649" "Alabama" "US" 5334 44 0 5290
"650" "Alabama" "US" 4482 70 0 4412
"651" "Alabama" "US" 2099 32 0 2067
"652" "Alabama" "US" 7220 70 0 7150
"653" "Alabama" "US" 1061 16 0 1045
"654" "Alabama" "US" 2694 34 0 2660
"655" "Alabama" "US" 1316 11 0 1305
"656" "Alabama" "US" 473 18 0 455
"657" "Alabama" "US" 1028 32 0 996
"658" "Alabama" "US" 925 7 0 918
"659" "Alabama" "US" 5674 43 0 5631
"660" "Alabama" "US" 3896 23 0 3873
"661" "Alabama" "US" 36475 520 0 35955
"662" "Alabama" "US" 755 8 0 747
"663" "Alabama" "US" 4626 57 0 4569
"664" "Alabama" "US" 1422 36 0 1386
"665" "Alabama" "US" 8171 69 0 8102
"666" "Alabama" "US" 4744 48 0 4696
"667" "Alabama" "US" 837 30 0 807
"668" "Alabama" "US" 781 22 0 759
"669" "Alabama" "US" 15090 160 0 14930
"670" "Alabama" "US" 1312 24 0 1288
"671" "Alabama" "US" 1537 36 0 1501
"672" "Alabama" "US" 7133 58 0 7075
"673" "Alabama" "US" 20869 379 0 20490
"674" "Alabama" "US" 855 11 0 844
"675" "Alabama" "US" 13003 247 0 12756
"676" "Alabama" "US" 7600 58 0 7542
"677" "Alabama" "US" 0 0 0 0
"678" "Alabama" "US" 707 7 0 700
"679" "Alabama" "US" 1313 21 0 1292
"680" "Alabama" "US" 1663 15 0 1648
"681" "Alabama" "US" 1086 22 0 1064
"682" "Alabama" "US" 2359 3 0 2356
"683" "Alabama" "US" 11546 79 0 11467
"684" "Alabama" "US" 4768 57 0 4711
"685" "Alabama" "US" 619 22 0 597
"686" "Alabama" "US" 3944 60 0 3884
"687" "Alabama" "US" 1934 92 0 1842
"688" "Alabama" "US" 14182 177 0 14005
"689" "Alabama" "US" 0 0 0 0
"690" "Alabama" "US" 3983 112 0 3871
"691" "Alabama" "US" 952 22 0 930
"692" "Alabama" "US" 664 18 0 646
"693" "Alabama" "US" 1484 25 0 1459
"694" "Alaska" "US" 42 0 0 42
"695" "Alaska" "US" 115 0 0 115
"696" "Alaska" "US" 18563 80 0 18483
"697" "Alaska" "US" 1709 7 0 1702
"698" "Alaska" "US" 0 0 0 0
"699" "Alaska" "US" 150 0 0 150
"700" "Alaska" "US" 47 0 0 47
"701" "Alaska" "US" 106 1 0 105
"702" "Alaska" "US" 3755 17 0 3738
"703" "Alaska" "US" 17 0 0 17
"704" "Alaska" "US" 909 5 0 904
"705" "Alaska" "US" 2999 11 0 2988
"706" "Alaska" "US" 214 0 0 214
"707" "Alaska" "US" 463 1 0 462
"708" "Alaska" "US" 461 2 0 459
"709" "Alaska" "US" 4936 8 0 4928
"710" "Alaska" "US" 246 0 0 246
"711" "Alaska" "US" 567 1 0 566
"712" "Alaska" "US" 373 0 0 373
"713" "Alaska" "US" 26 1 0 25
"714" "Alaska" "US" 59 1 0 58
"715" "Alaska" "US" 224 0 0 224
"716" "Alaska" "US" 11 0 0 11
"717" "Alaska" "US" 328 2 0 326
"718" "Alaska" "US" 180 0 0 180
"719" "Alaska" "US" 282 3 0 279
"720" "Alaska" "US" 22 0 0 22
"721" "Alaska" "US" 50 0 0 50
"722" "Alaska" "US" 182 3 0 179
"723" "Arizona" "US" 5864 200 0 5664
"724" "Arizona" "US" 4342 89 0 4253
"725" "Arizona" "US" 8241 182 0 8059
"726" "Arizona" "US" 3290 99 0 3191
"727" "Arizona" "US" 2369 38 0 2331
"728" "Arizona" "US" 293 3 0 290
"729" "Arizona" "US" 976 20 0 956
"730" "Arizona" "US" 228312 4153 0 224159
"731" "Arizona" "US" 7238 271 0 6967
"732" "Arizona" "US" 8766 277 0 8489
"733" "Arizona" "US" 0 0 0 0
"734" "Arizona" "US" 45166 730 0 44436
"735" "Arizona" "US" 18739 273 0 18466
"736" "Arizona" "US" 4416 76 0 4340
"737" "Arizona" "US" 0 0 0 0
"738" "Arizona" "US" 6621 130 0 6491
"739" "Arizona" "US" 19643 409 0 19234
"740" "Arkansas" "US" 1036 23 0 1013
"741" "Arkansas" "US" 948 16 0 932
"742" "Arkansas" "US" 1541 32 0 1509
"743" "Arkansas" "US" 13220 179 0 13041
"744" "Arkansas" "US" 2001 47 0 1954
"745" "Arkansas" "US" 580 7 0 573
"746" "Arkansas" "US" 161 1 0 160
"747" "Arkansas" "US" 1603 23 0 1580
"748" "Arkansas" "US" 1260 28 0 1232
"749" "Arkansas" "US" 934 12 0 922
"750" "Arkansas" "US" 1034 23 0 1011
"751" "Arkansas" "US" 814 25 0 789
"752" "Arkansas" "US" 415 15 0 400
"753" "Arkansas" "US" 1192 27 0 1165
"754" "Arkansas" "US" 794 8 0 786
"755" "Arkansas" "US" 7775 85 0 7690
"756" "Arkansas" "US" 3367 41 0 3326
"757" "Arkansas" "US" 3500 58 0 3442
"758" "Arkansas" "US" 947 28 0 919
"759" "Arkansas" "US" 345 6 0 339
"760" "Arkansas" "US" 662 8 0 654
"761" "Arkansas" "US" 969 8 0 961
"762" "Arkansas" "US" 5345 60 0 5285
"763" "Arkansas" "US" 879 16 0 863
"764" "Arkansas" "US" 589 13 0 576
"765" "Arkansas" "US" 4134 112 0 4022
"766" "Arkansas" "US" 677 6 0 671
"767" "Arkansas" "US" 3354 32 0 3322
"768" "Arkansas" "US" 927 8 0 919
"769" "Arkansas" "US" 3020 44 0 2976
"770" "Arkansas" "US" 866 15 0 851
"771" "Arkansas" "US" 2235 72 0 2163
"772" "Arkansas" "US" 1030 7 0 1023
"773" "Arkansas" "US" 2131 11 0 2120
"774" "Arkansas" "US" 5469 112 0 5357
"775" "Arkansas" "US" 1356 13 0 1343
"776" "Arkansas" "US" 274 3 0 271
"777" "Arkansas" "US" 1259 32 0 1227
"778" "Arkansas" "US" 1258 18 0 1240
"779" "Arkansas" "US" 2569 19 0 2550
"780" "Arkansas" "US" 672 37 0 635
"781" "Arkansas" "US" 1072 6 0 1066
"782" "Arkansas" "US" 2981 59 0 2922
"783" "Arkansas" "US" 748 8 0 740
"784" "Arkansas" "US" 481 7 0 474
"785" "Arkansas" "US" 2263 22 0 2241
"786" "Arkansas" "US" 3516 85 0 3431
"787" "Arkansas" "US" 335 4 0 331
"788" "Arkansas" "US" 349 10 0 339
"789" "Arkansas" "US" 492 15 0 477
"790" "Arkansas" "US" 479 23 0 456
"791" "Arkansas" "US" 942 14 0 928
"792" "Arkansas" "US" 287 4 0 283
"793" "Arkansas" "US" 1013 17 0 996
"794" "Arkansas" "US" 429 4 0 425
"795" "Arkansas" "US" 1798 46 0 1752
"796" "Arkansas" "US" 927 16 0 911
"797" "Arkansas" "US" 4035 45 0 3990
"798" "Arkansas" "US" 380 9 0 371
"799" "Arkansas" "US" 18173 295 0 17878
"800" "Arkansas" "US" 1085 31 0 1054
"801" "Arkansas" "US" 5504 62 0 5442
"802" "Arkansas" "US" 430 3 0 427
"803" "Arkansas" "US" 353 1 0 352
"804" "Arkansas" "US" 7513 126 0 7387
"805" "Arkansas" "US" 1800 18 0 1782
"806" "Arkansas" "US" 791 20 0 771
"807" "Arkansas" "US" 2188 15 0 2173
"808" "Arkansas" "US" 541 25 0 516
"809" "Arkansas" "US" 2696 0 0 2696
"810" "Arkansas" "US" 1686 59 0 1627
"811" "Arkansas" "US" 453 5 0 448
"812" "Arkansas" "US" 16741 184 0 16557
"813" "Arkansas" "US" 3284 56 0 3228
"814" "Arkansas" "US" 222 1 0 221
"815" "Arkansas" "US" 1795 35 0 1760
"816" "California" "US" 32781 522 0 32259
"817" "California" "US" 57 0 0 57
"818" "California" "US" 991 17 0 974
"819" "California" "US" 4455 60 0 4395
"820" "California" "US" 606 22 0 584
"821" "California" "US" 825 6 0 819
"822" "California" "US" 26355 267 0 26088
"823" "California" "US" 411 1 0 410
"824" "California" "US" 3061 8 0 3053
"825" "California" "US" 40568 506 0 40062
"826" "California" "US" 1056 11 0 1045
"827" "California" "US" 1014 9 0 1005
"828" "California" "US" 16555 360 0 16195
"829" "California" "US" 332 16 0 316
"830" "California" "US" 44327 456 0 43871
"831" "California" "US" 11911 93 0 11818
"832" "California" "US" 1069 21 0 1048
"833" "California" "US" 2422 3 0 2419
"834" "California" "US" 449851 7909 0 441942
"835" "California" "US" 6619 90 0 6529
"836" "California" "US" 8016 131 0 7885
"837" "California" "US" 159 3 0 156
"838" "California" "US" 1697 23 0 1674
"839" "California" "US" 12891 191 0 12700
"840" "California" "US" 181 0 0 181
"841" "California" "US" 614 3 0 611
"842" "California" "US" 17077 130 0 16947
"843" "California" "US" 3565 19 0 3546
"844" "California" "US" 1642 16 0 1626
"845" "California" "US" 86878 1633 0 85245
"846" "California" "US" 7811 74 0 7737
"847" "California" "US" 268 0 0 268
"848" "California" "US" 98612 1472 0 97140
"849" "California" "US" 41878 614 0 41264
"850" "California" "US" 2159 18 0 2141
"851" "California" "US" 106770 1175 0 105595
"852" "California" "US" 92171 1062 0 91109
"853" "California" "US" 16786 164 0 16622
"854" "California" "US" 28105 522 0 27583
"855" "California" "US" 6623 42 0 6581
"856" "California" "US" 15512 176 0 15336
"857" "California" "US" 12107 138 0 11969
"858" "California" "US" 39193 503 0 38690
"859" "California" "US" 4997 40 0 4957
"860" "California" "US" 5653 53 0 5600
"861" "California" "US" 24 0 0 24
"862" "California" "US" 786 5 0 781
"863" "California" "US" 11413 85 0 11328
"864" "California" "US" 13369 160 0 13209
"865" "California" "US" 24047 439 0 23608
"866" "California" "US" 3937 20 0 3917
"867" "California" "US" 1945 28 0 1917
"868" "California" "US" 186 0 0 186
"869" "California" "US" 22660 317 0 22343
"870" "California" "US" 1190 12 0 1178
"871" "California" "US" 0 0 0 0
"872" "California" "US" 22710 188 0 22522
"873" "California" "US" 5372 84 0 5288
"874" "California" "US" 2403 11 0 2392
"875" "Colorado" "US" 32334 371 0 31963
"876" "Colorado" "US" 703 14 0 689
"877" "Colorado" "US" 30170 456 0 29714
"878" "Colorado" "US" 324 0 0 324
"879" "Colorado" "US" 133 0 0 133
"880" "Colorado" "US" 401 1 0 400
"881" "Colorado" "US" 12043 124 0 11919
"882" "Colorado" "US" 2262 51 0 2211
"883" "Colorado" "US" 734 21 0 713
"884" "Colorado" "US" 75 2 0 73
"885" "Colorado" "US" 213 2 0 211
"886" "Colorado" "US" 217 3 0 214
"887" "Colorado" "US" 92 2 0 90
"888" "Colorado" "US" 1340 5 0 1335
"889" "Colorado" "US" 92 0 0 92
"890" "Colorado" "US" 807 11 0 796
"891" "Colorado" "US" 39770 546 0 39224
"892" "Colorado" "US" 31 0 0 31
"893" "Colorado" "US" 12167 123 0 12044
"894" "Colorado" "US" 2572 12 0 2560
"895" "Colorado" "US" 31181 329 0 30852
"896" "Colorado" "US" 709 5 0 704
"897" "Colorado" "US" 3327 7 0 3320
"898" "Colorado" "US" 2535 10 0 2525
"899" "Colorado" "US" 98 1 0 97
"900" "Colorado" "US" 469 3 0 466
"901" "Colorado" "US" 502 7 0 495
"902" "Colorado" "US" 10 0 0 10
"903" "Colorado" "US" 202 7 0 195
"904" "Colorado" "US" 22 0 0 22
"905" "Colorado" "US" 23132 494 0 22638
"906" "Colorado" "US" 34 0 0 34
"907" "Colorado" "US" 336 8 0 328
"908" "Colorado" "US" 1637 5 0 1632
"909" "Colorado" "US" 319 0 0 319
"910" "Colorado" "US" 11664 79 0 11585
"911" "Colorado" "US" 300 1 0 299
"912" "Colorado" "US" 558 0 0 558
"913" "Colorado" "US" 2536 40 0 2496
"914" "Colorado" "US" 6752 73 0 6679
"915" "Colorado" "US" 36 0 0 36
"916" "Colorado" "US" 362 13 0 349
"917" "Colorado" "US" 851 8 0 843
"918" "Colorado" "US" 1345 16 0 1329
"919" "Colorado" "US" 1766 58 0 1708
"920" "Colorado" "US" 975 12 0 963
"921" "Colorado" "US" 126 2 0 124
"922" "Colorado" "US" 0 0 0 0
"923" "Colorado" "US" 277 4 0 273
"924" "Colorado" "US" 200 3 0 197
"925" "Colorado" "US" 584 2 0 582
"926" "Colorado" "US" 732 15 0 717
"927" "Colorado" "US" 9884 153 0 9731
"928" "Colorado" "US" 181 2 0 179
"929" "Colorado" "US" 273 5 0 268
"930" "Colorado" "US" 765 16 0 749
"931" "Colorado" "US" 231 4 0 227
"932" "Colorado" "US" 19 0 0 19
"933" "Colorado" "US" 267 0 0 267
"934" "Colorado" "US" 115 2 0 113
"935" "Colorado" "US" 1698 4 0 1694
"936" "Colorado" "US" 729 4 0 725
"937" "Colorado" "US" 25 0 0 25
"938" "Colorado" "US" 290 9 0 281
"939" "Colorado" "US" 15679 208 0 15471
"940" "Colorado" "US" 368 3 0 365
"941" "Connecticut" "US" 41535 1545 0 39990
"942" "Connecticut" "US" 30879 1630 0 29249
"943" "Connecticut" "US" 4931 174 0 4757
"944" "Connecticut" "US" 4007 210 0 3797
"945" "Connecticut" "US" 32843 1291 0 31552
"946" "Connecticut" "US" 6648 180 0 6468
"947" "Connecticut" "US" 3225 81 0 3144
"948" "Connecticut" "US" 810 1 0 809
"949" "Connecticut" "US" 2837 34 0 2803
"950" "Delaware" "US" 5945 133 0 5812
"951" "Delaware" "US" 22705 392 0 22313
"952" "Delaware" "US" 11165 268 0 10897
"953" "Delaware" "US" 97 0 0 97
"954" "Diamond Princess" "US" 49 0 0 49
"955" "District of Columbia" "US" 23136 697 0 22439
"956" "Florida" "US" 13382 103 0 13279
"957" "Florida" "US" 2108 33 0 2075
"958" "Florida" "US" 9210 172 0 9038
"959" "Florida" "US" 1472 19 0 1453
"960" "Florida" "US" 16626 456 0 16170
"961" "Florida" "US" 113634 1701 0 111933
"962" "Florida" "US" 923 22 0 901
"963" "Florida" "US" 5527 200 0 5327
"964" "Florida" "US" 5143 181 0 4962
"965" "Florida" "US" 8559 156 0 8403
"966" "Florida" "US" 18926 294 0 18632
"967" "Florida" "US" 4941 99 0 4842
"968" "Florida" "US" 2499 38 0 2461
"969" "Florida" "US" 984 11 0 973
"970" "Florida" "US" 47036 650 0 46386
"971" "Florida" "US" 17617 316 0 17301
"972" "Florida" "US" 2889 45 0 2844
"973" "Florida" "US" 838 4 0 834
"974" "Florida" "US" 3418 57 0 3361
"975" "Florida" "US" 815 20 0 795
"976" "Florida" "US" 696 10 0 686
"977" "Florida" "US" 1105 21 0 1084
"978" "Florida" "US" 1023 11 0 1012
"979" "Florida" "US" 1810 19 0 1791
"980" "Florida" "US" 2611 45 0 2566
"981" "Florida" "US" 5395 229 0 5166
"982" "Florida" "US" 4036 165 0 3871
"983" "Florida" "US" 61276 960 0 60316
"984" "Florida" "US" 1256 16 0 1240
"985" "Florida" "US" 5251 141 0 5110
"986" "Florida" "US" 4009 97 0 3912
"987" "Florida" "US" 802 12 0 790
"988" "Florida" "US" 1363 21 0 1342
"989" "Florida" "US" 11183 260 0 10923
"990" "Florida" "US" 32209 598 0 31611
"991" "Florida" "US" 15850 150 0 15700
"992" "Florida" "US" 1495 14 0 1481
"993" "Florida" "US" 628 14 0 614
"994" "Florida" "US" 1324 27 0 1297
"995" "Florida" "US" 17713 391 0 17322
"996" "Florida" "US" 13900 402 0 13498
"997" "Florida" "US" 6534 179 0 6355
"998" "Florida" "US" 243050 3913 0 239137
"999" "Florida" "US" 3569 28 0 3541
"1000" "Florida" "US" 3443 58 0 3385
"1001" "Florida" "US" 9776 174 0 9602
"1002" "Florida" "US" 2108 44 0 2064
"1003" "Florida" "US" 61474 657 0 60817
"1004" "Florida" "US" 19625 245 0 19380
"1005" "Florida" "US" 68912 1725 0 67187
"1006" "Florida" "US" 16153 301 0 15852
"1007" "Florida" "US" 34899 925 0 33974
"1008" "Florida" "US" 29135 701 0 28434
"1009" "Florida" "US" 2940 60 0 2880
"1010" "Florida" "US" 8070 104 0 7966
"1011" "Florida" "US" 14753 398 0 14355
"1012" "Florida" "US" 13642 283 0 13359
"1013" "Florida" "US" 9542 100 0 9442
"1014" "Florida" "US" 11334 374 0 10960
"1015" "Florida" "US" 3716 101 0 3615
"1016" "Florida" "US" 3403 87 0 3316
"1017" "Florida" "US" 1689 22 0 1667
"1018" "Florida" "US" 2959 0 0 2959
"1019" "Florida" "US" 1259 61 0 1198
"1020" "Florida" "US" 17388 376 0 17012
"1021" "Florida" "US" 1727 16 0 1711
"1022" "Florida" "US" 3904 38 0 3866
"1023" "Florida" "US" 1588 27 0 1561
"1024" "Georgia" "US" 1361 41 0 1320
"1025" "Georgia" "US" 616 9 0 607
"1026" "Georgia" "US" 769 24 0 745
"1027" "Georgia" "US" 128 6 0 122
"1028" "Georgia" "US" 2740 72 0 2668
"1029" "Georgia" "US" 867 13 0 854
"1030" "Georgia" "US" 3747 58 0 3689
"1031" "Georgia" "US" 5594 109 0 5485
"1032" "Georgia" "US" 1102 40 0 1062
"1033" "Georgia" "US" 789 29 0 760
"1034" "Georgia" "US" 7993 243 0 7750
"1035" "Georgia" "US" 732 33 0 699
"1036" "Georgia" "US" 831 19 0 812
"1037" "Georgia" "US" 760 30 0 730
"1038" "Georgia" "US" 1571 18 0 1553
"1039" "Georgia" "US" 3844 56 0 3788
"1040" "Georgia" "US" 1290 16 0 1274
"1041" "Georgia" "US" 1167 46 0 1121
"1042" "Georgia" "US" 328 11 0 317
"1043" "Georgia" "US" 1959 21 0 1938
"1044" "Georgia" "US" 621 35 0 586
"1045" "Georgia" "US" 5980 99 0 5881
"1046" "Georgia" "US" 2294 30 0 2264
"1047" "Georgia" "US" 834 19 0 815
"1048" "Georgia" "US" 11294 212 0 11082
"1049" "Georgia" "US" 2055 3 0 2052
"1050" "Georgia" "US" 1325 35 0 1290
"1051" "Georgia" "US" 11548 118 0 11430
"1052" "Georgia" "US" 8389 56 0 8333
"1053" "Georgia" "US" 151 3 0 148
"1054" "Georgia" "US" 11117 208 0 10909
"1055" "Georgia" "US" 541 13 0 528
"1056" "Georgia" "US" 32108 520 0 31588
"1057" "Georgia" "US" 3163 81 0 3082
"1058" "Georgia" "US" 2696 51 0 2645
"1059" "Georgia" "US" 7063 82 0 6981
"1060" "Georgia" "US" 963 20 0 943
"1061" "Georgia" "US" 5881 76 0 5805
"1062" "Georgia" "US" 270 7 0 263
"1063" "Georgia" "US" 978 36 0 942
"1064" "Georgia" "US" 587 8 0 579
"1065" "Georgia" "US" 1258 11 0 1247
"1066" "Georgia" "US" 29482 480 0 29002
"1067" "Georgia" "US" 1661 46 0 1615
"1068" "Georgia" "US" 1099 54 0 1045
"1069" "Georgia" "US" 514 19 0 495
"1070" "Georgia" "US" 3906 205 0 3701
"1071" "Georgia" "US" 6173 93 0 6080
"1072" "Georgia" "US" 709 38 0 671
"1073" "Georgia" "US" 305 3 0 302
"1074" "Georgia" "US" 2266 33 0 2233
"1075" "Georgia" "US" 1263 29 0 1234
"1076" "Georgia" "US" 1466 48 0 1418
"1077" "Georgia" "US" 564 13 0 551
"1078" "Georgia" "US" 1097 37 0 1060
"1079" "Georgia" "US" 3565 65 0 3500
"1080" "Georgia" "US" 5970 92 0 5878
"1081" "Georgia" "US" 7517 66 0 7451
"1082" "Georgia" "US" 1325 23 0 1302
"1083" "Georgia" "US" 43415 724 0 42691
"1084" "Georgia" "US" 1358 33 0 1325
"1085" "Georgia" "US" 86 2 0 84
"1086" "Georgia" "US" 4441 125 0 4316
"1087" "Georgia" "US" 3703 60 0 3643
"1088" "Georgia" "US" 1051 31 0 1020
"1089" "Georgia" "US" 783 28 0 755
"1090" "Georgia" "US" 42632 550 0 42082
"1091" "Georgia" "US" 2544 84 0 2460
"1092" "Georgia" "US" 13596 208 0 13388
"1093" "Georgia" "US" 538 47 0 491
"1094" "Georgia" "US" 1411 27 0 1384
"1095" "Georgia" "US" 1095 28 0 1067
"1096" "Georgia" "US" 950 29 0 921
"1097" "Georgia" "US" 433 8 0 425
"1098" "Georgia" "US" 9488 142 0 9346
"1099" "Georgia" "US" 5209 110 0 5099
"1100" "Georgia" "US" 468 14 0 454
