"Province_State" "Country_Region" "Confirmed" "Deaths" "Recovered" "Active"
"1704" "Kentucky" "US" 495 2 0 493
"1705" "Kentucky" "US" 975 15 0 960
"1706" "Kentucky" "US" 333 1 0 332
"1707" "Kentucky" "US" 583 2 0 581
"1708" "Kentucky" "US" 591 22 0 569
"1709" "Kentucky" "US" 882 20 0 862
"1710" "Kentucky" "US" 352 3 0 349
"1711" "Kentucky" "US" 1314 36 0 1278
"1712" "Kentucky" "US" 224 5 0 219
"1713" "Kentucky" "US" 4394 20 0 4374
"1714" "Kentucky" "US" 587 1 0 586
"1715" "Kentucky" "US" 1190 14 0 1176
"1716" "Kentucky" "US" 1102 15 0 1087
"1717" "Kentucky" "US" 499 9 0 490
"1718" "Kentucky" "US" 608 4 0 604
"1719" "Kentucky" "US" 3335 30 0 3305
"1720" "Kentucky" "US" 474 1 0 473
"1721" "Kentucky" "US" 433 18 0 415
"1722" "Kentucky" "US" 809 4 0 805
"1723" "Kentucky" "US" 137 1 0 136
"1724" "Kentucky" "US" 812 6 0 806
"1725" "Kentucky" "US" 451 6 0 445
"1726" "Kentucky" "US" 766 18 0 748
"1727" "Kentucky" "US" 1058 11 0 1047
"1728" "Kentucky" "US" 374 0 0 374
"1729" "Kentucky" "US" 1505 20 0 1485
"1730" "Kentucky" "US" 2323 10 0 2313
"1731" "Kentucky" "US" 187 3 0 184
"1732" "Kentucky" "US" 1175 18 0 1157
"1733" "Kentucky" "US" 2852 36 0 2816
"1734" "Kentucky" "US" 264 3 0 261
"1735" "Kentucky" "US" 255 1 0 254
"1736" "Kentucky" "US" 457 1 0 456
"1737" "Kentucky" "US" 1152 11 0 1141
"1738" "Kentucky" "US" 2066 22 0 2044
"1739" "Kentucky" "US" 534 0 0 534
"1740" "Kentucky" "US" 1860 13 0 1847
"1741" "Kentucky" "US" 100 3 0 97
"1742" "Kentucky" "US" 613 7 0 606
"1743" "Kentucky" "US" 923 2 0 921
"1744" "Kentucky" "US" 619 7 0 612
"1745" "Kentucky" "US" 1911 21 0 1890
"1746" "Kentucky" "US" 2418 27 0 2391
"1747" "Kentucky" "US" 821 9 0 812
"1748" "Kentucky" "US" 719 2 0 717
"1749" "Kentucky" "US" 1120 7 0 1113
"1750" "Kentucky" "US" 471 13 0 458
"1751" "Kentucky" "US" 445 2 0 443
"1752" "Kentucky" "US" 218 0 0 218
"1753" "Kentucky" "US" 0 0 0 0
"1754" "Kentucky" "US" 774 7 0 767
"1755" "Kentucky" "US" 7915 81 0 7834
"1756" "Kentucky" "US" 666 4 0 662
"1757" "Kentucky" "US" 614 2 0 612
"1758" "Kentucky" "US" 611 7 0 604
"1759" "Kentucky" "US" 1788 8 0 1780
"1760" "Kentucky" "US" 208 1 0 207
"1761" "Kentucky" "US" 922 1 0 921
"1762" "Louisiana" "US" 4257 118 0 4139
"1763" "Louisiana" "US" 2168 69 0 2099
"1764" "Louisiana" "US" 6174 109 0 6065
"1765" "Louisiana" "US" 1092 25 0 1067
"1766" "Louisiana" "US" 2249 70 0 2179
"1767" "Louisiana" "US" 1484 50 0 1434
"1768" "Louisiana" "US" 879 37 0 842
"1769" "Louisiana" "US" 6875 158 0 6717
"1770" "Louisiana" "US" 14454 458 0 13996
"1771" "Louisiana" "US" 11056 256 0 10800
"1772" "Louisiana" "US" 696 11 0 685
"1773" "Louisiana" "US" 313 3 0 310
"1774" "Louisiana" "US" 672 19 0 653
"1775" "Louisiana" "US" 796 32 0 764
"1776" "Louisiana" "US" 1086 31 0 1055
"1777" "Louisiana" "US" 1401 41 0 1360
"1778" "Louisiana" "US" 21200 523 0 20677
"1779" "Louisiana" "US" 852 11 0 841
"1780" "Louisiana" "US" 2222 85 0 2137
"1781" "Louisiana" "US" 2127 46 0 2081
"1782" "Louisiana" "US" 1801 66 0 1735
"1783" "Louisiana" "US" 970 32 0 938
"1784" "Louisiana" "US" 3917 110 0 3807
"1785" "Louisiana" "US" 2163 66 0 2097
"1786" "Louisiana" "US" 1207 33 0 1174
"1787" "Louisiana" "US" 24943 631 0 24312
"1788" "Louisiana" "US" 1874 54 0 1820
"1789" "Louisiana" "US" 964 21 0 943
"1790" "Louisiana" "US" 13054 158 0 12896
"1791" "Louisiana" "US" 5086 142 0 4944
"1792" "Louisiana" "US" 2765 61 0 2704
"1793" "Louisiana" "US" 6541 97 0 6444
"1794" "Louisiana" "US" 1127 15 0 1112
"1795" "Louisiana" "US" 1577 35 0 1542
"1796" "Louisiana" "US" 2233 50 0 2183
"1797" "Louisiana" "US" 17013 649 0 16364
"1798" "Louisiana" "US" 10861 218 0 10643
"1799" "Louisiana" "US" 0 0 0 0
"1800" "Louisiana" "US" 1321 20 0 1301
"1801" "Louisiana" "US" 1507 49 0 1458
"1802" "Louisiana" "US" 6624 195 0 6429
"1803" "Louisiana" "US" 590 26 0 564
"1804" "Louisiana" "US" 1469 32 0 1437
"1805" "Louisiana" "US" 1664 24 0 1640
"1806" "Louisiana" "US" 1946 34 0 1912
"1807" "Louisiana" "US" 2848 70 0 2778
"1808" "Louisiana" "US" 562 4 0 558
"1809" "Louisiana" "US" 1073 40 0 1033
"1810" "Louisiana" "US" 2118 116 0 2002
"1811" "Louisiana" "US" 5430 165 0 5265
"1812" "Louisiana" "US" 2924 74 0 2850
"1813" "Louisiana" "US" 2484 97 0 2387
"1814" "Louisiana" "US" 11305 300 0 11005
"1815" "Louisiana" "US" 7162 147 0 7015
"1816" "Louisiana" "US" 224 3 0 221
"1817" "Louisiana" "US" 4824 140 0 4684
"1818" "Louisiana" "US" 412 0 0 412
"1819" "Louisiana" "US" 1489 59 0 1430
"1820" "Louisiana" "US" 2796 77 0 2719
"1821" "Louisiana" "US" 1554 66 0 1488
"1822" "Louisiana" "US" 2405 79 0 2326
"1823" "Louisiana" "US" 2194 59 0 2135
"1824" "Louisiana" "US" 1451 45 0 1406
"1825" "Louisiana" "US" 729 22 0 707
"1826" "Louisiana" "US" 817 25 0 792
"1827" "Louisiana" "US" 1052 26 0 1026
"1828" "Maine" "US" 1692 30 0 1662
"1829" "Maine" "US" 188 1 0 187
"1830" "Maine" "US" 4173 71 0 4102
"1831" "Maine" "US" 258 4 0 254
"1832" "Maine" "US" 311 3 0 308
"1833" "Maine" "US" 986 18 0 968
"1834" "Maine" "US" 225 4 0 221
"1835" "Maine" "US" 180 2 0 178
"1836" "Maine" "US" 0 0 0 0
"1837" "Maine" "US" 465 5 0 460
"1838" "Maine" "US" 1087 14 0 1073
"1839" "Maine" "US" 60 1 0 59
"1840" "Maine" "US" 181 0 0 181
"1841" "Maine" "US" 492 20 0 472
"1842" "Maine" "US" 2 0 0 2
"1843" "Maine" "US" 259 17 0 242
"1844" "Maine" "US" 197 2 0 195
"1845" "Maine" "US" 2592 35 0 2557
"1846" "Maryland" "US" 4071 87 0 3984
"1847" "Maryland" "US" 18193 303 0 17890
"1848" "Maryland" "US" 31416 772 0 30644
"1849" "Maryland" "US" 26194 595 0 25599
"1850" "Maryland" "US" 1724 39 0 1685
"1851" "Maryland" "US" 1047 10 0 1037
"1852" "Maryland" "US" 3681 142 0 3539
"1853" "Maryland" "US" 2391 52 0 2339
"1854" "Maryland" "US" 4717 105 0 4612
"1855" "Maryland" "US" 1085 17 0 1068
"1856" "Maryland" "US" 7719 154 0 7565
"1857" "Maryland" "US" 976 9 0 967
"1858" "Maryland" "US" 6574 111 0 6463
"1859" "Maryland" "US" 8813 155 0 8658
"1860" "Maryland" "US" 507 25 0 482
"1861" "Maryland" "US" 35998 983 0 35015
"1862" "Maryland" "US" 44057 954 0 43103
"1863" "Maryland" "US" 1205 27 0 1178
"1864" "Maryland" "US" 1171 9 0 1162
"1865" "Maryland" "US" 2395 66 0 2329
"1866" "Maryland" "US" 880 7 0 873
"1867" "Maryland" "US" 0 43 0 -43
"1868" "Maryland" "US" 4991 82 0 4909
"1869" "Maryland" "US" 3640 60 0 3580
"1870" "Maryland" "US" 1582 39 0 1543
"1871" "Massachusetts" "US" 3477 197 0 3280
"1872" "Massachusetts" "US" 1954 73 0 1881
"1873" "Massachusetts" "US" 22719 890 0 21829
"1874" "Massachusetts" "US" 751 2 0 749
"1875" "Massachusetts" "US" 40305 1489 0 38816
"1876" "Massachusetts" "US" 756 78 0 678
"1877" "Massachusetts" "US" 18325 931 0 17394
"1878" "Massachusetts" "US" 2567 166 0 2401
"1879" "Massachusetts" "US" 52345 2468 0 49877
"1880" "Massachusetts" "US" 18180 1196 0 16984
"1881" "Massachusetts" "US" 16383 917 0 15466
"1882" "Massachusetts" "US" 40646 1275 0 39371
"1883" "Massachusetts" "US" 9984 6 0 9978
"1884" "Massachusetts" "US" 28452 1316 0 27136
"1885" "Michigan" "US" 257 6 0 251
"1886" "Michigan" "US" 248 2 0 246
"1887" "Michigan" "US" 4496 40 0 4456
"1888" "Michigan" "US" 827 17 0 810
"1889" "Michigan" "US" 497 6 0 491
"1890" "Michigan" "US" 495 19 0 476
"1891" "Michigan" "US" 504 24 0 480
"1892" "Michigan" "US" 2442 16 0 2426
"1893" "Michigan" "US" 4969 119 0 4850
"1894" "Michigan" "US" 501 8 0 493
"1895" "Michigan" "US" 7486 127 0 7359
"1896" "Michigan" "US" 2505 41 0 2464
"1897" "Michigan" "US" 6542 130 0 6412
"1898" "Michigan" "US" 2449 31 0 2418
"1899" "Michigan" "US" 689 7 0 682
"1900" "Michigan" "US" 571 22 0 549
"1901" "Michigan" "US" 941 7 0 934
"1902" "Michigan" "US" 876 26 0 850
"1903" "Michigan" "US" 3099 27 0 3072
"1904" "Michigan" "US" 388 5 0 383
"1905" "Michigan" "US" 2626 64 0 2562
"1906" "Michigan" "US" 1884 56 0 1828
"1907" "Michigan" "US" 3585 52 0 3533
"1908" "Michigan" "US" 1044 28 0 1016
"1909" "Michigan" "US" 203 5 0 198
"1910" "Michigan" "US" 16694 463 0 16231
"1911" "Michigan" "US" 924 14 0 910
"1912" "Michigan" "US" 866 24 0 842
"1913" "Michigan" "US" 2209 24 0 2185
"1914" "Michigan" "US" 1814 40 0 1774
"1915" "Michigan" "US" 1916 43 0 1873
"1916" "Michigan" "US" 1682 17 0 1665
"1917" "Michigan" "US" 991 16 0 975
"1918" "Michigan" "US" 9940 128 0 9812
"1919" "Michigan" "US" 2745 24 0 2721
"1920" "Michigan" "US" 865 30 0 835
"1921" "Michigan" "US" 752 36 0 716
"1922" "Michigan" "US" 2720 25 0 2695
"1923" "Michigan" "US" 5897 109 0 5788
"1924" "Michigan" "US" 10238 181 0 10057
"1925" "Michigan" "US" 395 7 0 388
"1926" "Michigan" "US" 36183 400 0 35783
"1927" "Michigan" "US" 75 2 0 73
"1928" "Michigan" "US" 224 6 0 218
"1929" "Michigan" "US" 2961 64 0 2897
"1930" "Michigan" "US" 424 3 0 421
"1931" "Michigan" "US" 2995 33 0 2962
"1932" "Michigan" "US" 6263 52 0 6211
"1933" "Michigan" "US" 177 0 0 177
"1934" "Michigan" "US" 324 1 0 323
"1935" "Michigan" "US" 41276 1336 0 39940
"1936" "Michigan" "US" 438 8 0 430
"1937" "Michigan" "US" 3115 34 0 3081
"1938" "Michigan" "US" 677 12 0 665
"1939" "Michigan" "US" 1357 11 0 1346
"1940" "Michigan" "US" 1410 19 0 1391
"1941" "Michigan" "US" 15714 97 0 15617
"1942" "Michigan" "US" 3254 31 0 3223
"1943" "Michigan" "US" 318 4 0 314
"1944" "Michigan" "US" 5976 96 0 5880
"1945" "Michigan" "US" 2273 32 0 2241
"1946" "Michigan" "US" 220 2 0 218
"1947" "Michigan" "US" 8006 195 0 7811
"1948" "Michigan" "US" 1829 21 0 1808
"1949" "Michigan" "US" 50593 1414 0 49179
"1950" "Michigan" "US" 1328 25 0 1303
"1951" "Michigan" "US" 657 17 0 640
"1952" "Michigan" "US" 292 15 0 277
"1953" "Michigan" "US" 623 11 0 612
"1954" "Michigan" "US" 232 10 0 222
"1955" "Michigan" "US" 829 19 0 810
"1956" "Michigan" "US" 15307 178 0 15129
"1957" "Michigan" "US" 1154 8 0 1146
"1958" "Michigan" "US" 337 4 0 333
"1959" "Michigan" "US" 736 19 0 717
"1960" "Michigan" "US" 9610 272 0 9338
"1961" "Michigan" "US" 1042 24 0 1018
"1962" "Michigan" "US" 188 2 0 186
"1963" "Michigan" "US" 2286 49 0 2237
"1964" "Michigan" "US" 5260 106 0 5154
"1965" "Michigan" "US" 2824 37 0 2787
"1966" "Michigan" "US" 1941 61 0 1880
"1967" "Michigan" "US" 15 0 0 15
"1968" "Michigan" "US" 3189 53 0 3136
"1969" "Michigan" "US" 10893 143 0 10750
"1970" "Michigan" "US" 70231 3311 0 66920
"1971" "Michigan" "US" 748 18 0 730
"1972" "Minnesota" "US" 845 30 0 815
"1973" "Minnesota" "US" 24617 245 0 24372
"1974" "Minnesota" "US" 2316 23 0 2293
"1975" "Minnesota" "US" 2389 19 0 2370
"1976" "Minnesota" "US" 3370 57 0 3313
"1977" "Minnesota" "US" 355 2 0 353
"1978" "Minnesota" "US" 4452 17 0 4435
"1979" "Minnesota" "US" 1659 16 0 1643
"1980" "Minnesota" "US" 2146 21 0 2125
"1981" "Minnesota" "US" 5395 16 0 5379
"1982" "Minnesota" "US" 1611 13 0 1598
"1983" "Minnesota" "US" 1038 14 0 1024
"1984" "Minnesota" "US" 3463 18 0 3445
"1985" "Minnesota" "US" 5453 64 0 5389
"1986" "Minnesota" "US" 583 10 0 573
"1987" "Minnesota" "US" 86 0 0 86
"1988" "Minnesota" "US" 1019 5 0 1014
"1989" "Minnesota" "US" 4003 40 0 3963
"1990" "Minnesota" "US" 24846 213 0 24633
"1991" "Minnesota" "US" 980 1 0 979
"1992" "Minnesota" "US" 2966 44 0 2922
"1993" "Minnesota" "US" 668 4 0 664
"1994" "Minnesota" "US" 816 0 0 816
"1995" "Minnesota" "US" 1692 9 0 1683
"1996" "Minnesota" "US" 2378 34 0 2344
"1997" "Minnesota" "US" 315 6 0 309
"1998" "Minnesota" "US" 73512 1167 0 72345
"1999" "Minnesota" "US" 854 4 0 850
"2000" "Minnesota" "US" 1238 31 0 1207
"2001" "Minnesota" "US" 2136 21 0 2115
"2002" "Minnesota" "US" 2211 25 0 2186
"2003" "Minnesota" "US" 582 1 0 581
"2004" "Minnesota" "US" 742 16 0 726
"2005" "Minnesota" "US" 4691 33 0 4658
"2006" "Minnesota" "US" 280 9 0 271
"2007" "Minnesota" "US" 448 6 0 442
"2008" "Minnesota" "US" 443 4 0 439
"2009" "Minnesota" "US" 470 8 0 462
"2010" "Minnesota" "US" 115 1 0 114
"2011" "Minnesota" "US" 1664 12 0 1652
"2012" "Minnesota" "US" 403 1 0 402
"2013" "Minnesota" "US" 2433 17 0 2416
"2014" "Minnesota" "US" 334 6 0 328
"2015" "Minnesota" "US" 568 10 0 558
"2016" "Minnesota" "US" 1318 23 0 1295
"2017" "Minnesota" "US" 2532 23 0 2509
"2018" "Minnesota" "US" 1581 13 0 1568
"2019" "Minnesota" "US" 1727 35 0 1692
"2020" "Minnesota" "US" 2579 33 0 2546
"2021" "Minnesota" "US" 2886 23 0 2863
"2022" "Minnesota" "US" 639 5 0 634
"2023" "Minnesota" "US" 1803 27 0 1776
"2024" "Minnesota" "US" 3234 35 0 3199
"2025" "Minnesota" "US" 383 8 0 375
"2026" "Minnesota" "US" 7469 38 0 7431
"2027" "Minnesota" "US" 3578 31 0 3547
"2028" "Minnesota" "US" 782 9 0 773
"2029" "Minnesota" "US" 1658 9 0 1649
"2030" "Minnesota" "US" 788 18 0 770
"2031" "Minnesota" "US" 2856 30 0 2826
"2032" "Minnesota" "US" 599 2 0 597
"2033" "Minnesota" "US" 31002 540 0 30462
"2034" "Minnesota" "US" 255 3 0 252
"2035" "Minnesota" "US" 1119 21 0 1098
"2036" "Minnesota" "US" 1071 32 0 1039
"2037" "Minnesota" "US" 4559 39 0 4520
"2038" "Minnesota" "US" 874 10 0 864
"2039" "Minnesota" "US" 1388 7 0 1381
"2040" "Minnesota" "US" 9417 63 0 9354
"2041" "Minnesota" "US" 6500 48 0 6452
"2042" "Minnesota" "US" 875 4 0 871
"2043" "Minnesota" "US" 10190 134 0 10056
"2044" "Minnesota" "US" 15064 132 0 14932
"2045" "Minnesota" "US" 2218 8 0 2210
"2046" "Minnesota" "US" 566 5 0 561
"2047" "Minnesota" "US" 687 11 0 676
"2048" "Minnesota" "US" 1983 15 0 1968
"2049" "Minnesota" "US" 166 2 0 164
"2050" "Minnesota" "US" 517 59 0 458
"2051" "Minnesota" "US" 1185 1 0 1184
"2052" "Minnesota" "US" 914 8 0 906
"2053" "Minnesota" "US" 1473 11 0 1462
"2054" "Minnesota" "US" 15590 130 0 15460
"2055" "Minnesota" "US" 936 4 0 932
"2056" "Minnesota" "US" 476 5 0 471
"2057" "Minnesota" "US" 3094 33 0 3061
"2058" "Minnesota" "US" 9006 50 0 8956
"2059" "Minnesota" "US" 740 13 0 727
"2060" "Mississippi" "US" 1523 52 0 1471
"2061" "Mississippi" "US" 1651 31 0 1620
"2062" "Mississippi" "US" 645 15 0 630
"2063" "Mississippi" "US" 1299 37 0 1262
"2064" "Mississippi" "US" 518 18 0 500
"2065" "Mississippi" "US" 2629 86 0 2543
"2066" "Mississippi" "US" 845 14 0 831
"2067" "Mississippi" "US" 802 15 0 787
"2068" "Mississippi" "US" 1155 33 0 1122
"2069" "Mississippi" "US" 388 7 0 381
"2070" "Mississippi" "US" 598 16 0 582
"2071" "Mississippi" "US" 986 55 0 931
"2072" "Mississippi" "US" 999 27 0 972
"2073" "Mississippi" "US" 1618 46 0 1572
"2074" "Mississippi" "US" 1805 41 0 1764
"2075" "Mississippi" "US" 1414 45 0 1369
"2076" "Mississippi" "US" 11051 106 0 10945
"2077" "Mississippi" "US" 4139 90 0 4049
"2078" "Mississippi" "US" 402 6 0 396
"2079" "Mississippi" "US" 1396 26 0 1370
"2080" "Mississippi" "US" 670 23 0 647
"2081" "Mississippi" "US" 1521 45 0 1476
"2082" "Mississippi" "US" 1347 43 0 1304
"2083" "Mississippi" "US" 7766 116 0 7650
"2084" "Mississippi" "US" 10951 208 0 10743
"2085" "Mississippi" "US" 1396 61 0 1335
"2086" "Mississippi" "US" 577 19 0 558
"2087" "Mississippi" "US" 129 4 0 125
"2088" "Mississippi" "US" 1704 39 0 1665
"2089" "Mississippi" "US" 6845 131 0 6714
"2090" "Mississippi" "US" 925 24 0 901
"2091" "Mississippi" "US" 395 12 0 383
"2092" "Mississippi" "US" 614 18 0 596
"2093" "Mississippi" "US" 3969 90 0 3879
"2094" "Mississippi" "US" 523 19 0 504
"2095" "Mississippi" "US" 3503 60 0 3443
"2096" "Mississippi" "US" 3182 50 0 3132
"2097" "Mississippi" "US" 3834 151 0 3683
"2098" "Mississippi" "US" 776 14 0 762
"2099" "Mississippi" "US" 1490 45 0 1445
"2100" "Mississippi" "US" 5701 98 0 5603
"2101" "Mississippi" "US" 2204 93 0 2111
"2102" "Mississippi" "US" 2067 67 0 2000
"2103" "Mississippi" "US" 2721 68 0 2653
"2104" "Mississippi" "US" 5408 113 0 5295
"2105" "Mississippi" "US" 1300 50 0 1250
"2106" "Mississippi" "US" 2345 51 0 2294
"2107" "Mississippi" "US" 2217 78 0 2139
"2108" "Mississippi" "US" 823 26 0 797
"2109" "Mississippi" "US" 2373 124 0 2249
"2110" "Mississippi" "US" 1172 29 0 1143
"2111" "Mississippi" "US" 761 17 0 744
"2112" "Mississippi" "US" 2665 63 0 2602
"2113" "Mississippi" "US" 2469 56 0 2413
"2114" "Mississippi" "US" 1732 71 0 1661
"2115" "Mississippi" "US" 705 27 0 678
"2116" "Mississippi" "US" 1739 60 0 1679
"2117" "Mississippi" "US" 2254 32 0 2222
"2118" "Mississippi" "US" 1619 35 0 1584
"2119" "Mississippi" "US" 519 7 0 512
"2120" "Mississippi" "US" 6544 116 0 6428
"2121" "Mississippi" "US" 1691 30 0 1661
"2122" "Mississippi" "US" 341 17 0 324
"2123" "Mississippi" "US" 1586 54 0 1532
"2124" "Mississippi" "US" 780 16 0 764
"2125" "Mississippi" "US" 867 15 0 852
"2126" "Mississippi" "US" 2018 56 0 1962
"2127" "Mississippi" "US" 1021 27 0 994
"2128" "Mississippi" "US" 1902 51 0 1851
"2129" "Mississippi" "US" 1386 30 0 1356
"2130" "Mississippi" "US" 1200 45 0 1155
"2131" "Mississippi" "US" 644 19 0 625
"2132" "Mississippi" "US" 0 0 0 0
"2133" "Mississippi" "US" 1867 26 0 1841
"2134" "Mississippi" "US" 821 30 0 791
"2135" "Mississippi" "US" 1949 59 0 1890
"2136" "Mississippi" "US" 3453 108 0 3345
"2137" "Mississippi" "US" 1301 24 0 1277
"2138" "Mississippi" "US" 511 14 0 497
"2139" "Mississippi" "US" 441 22 0 419
"2140" "Mississippi" "US" 1369 29 0 1340
"2141" "Mississippi" "US" 769 29 0 740
"2142" "Mississippi" "US" 1696 41 0 1655
"2143" "Missouri" "US" 1168 3 0 1165
"2144" "Missouri" "US" 888 11 0 877
"2145" "Missouri" "US" 228 3 0 225
"2146" "Missouri" "US" 1222 15 0 1207
"2147" "Missouri" "US" 1538 29 0 1509
"2148" "Missouri" "US" 659 5 0 654
"2149" "Missouri" "US" 603 9 0 594
"2150" "Missouri" "US" 885 11 0 874
"2151" "Missouri" "US" 869 10 0 859
"2152" "Missouri" "US" 11046 25 0 11021
"2153" "Missouri" "US" 5128 66 0 5062
"2154" "Missouri" "US" 2359 9 0 2350
"2155" "Missouri" "US" 433 3 0 430
"2156" "Missouri" "US" 3110 11 0 3099
"2157" "Missouri" "US" 2626 49 0 2577
"2158" "Missouri" "US" 5465 66 0 5399
"2159" "Missouri" "US" 490 7 0 483
"2160" "Missouri" "US" 321 6 0 315
"2161" "Missouri" "US" 4215 40 0 4175
"2162" "Missouri" "US" 456 7 0 449
"2163" "Missouri" "US" 264 0 0 264
"2164" "Missouri" "US" 4172 24 0 4148
"2165" "Missouri" "US" 324 4 0 320
"2166" "Missouri" "US" 5045 76 0 4969
"2167" "Missouri" "US" 984 47 0 937
"2168" "Missouri" "US" 6674 60 0 6614
"2169" "Missouri" "US" 1247 9 0 1238
"2170" "Missouri" "US" 1294 14 0 1280
"2171" "Missouri" "US" 305 8 0 297
"2172" "Missouri" "US" 626 10 0 616
"2173" "Missouri" "US" 374 8 0 366
"2174" "Missouri" "US" 640 15 0 625
"2175" "Missouri" "US" 576 4 0 572
"2176" "Missouri" "US" 466 15 0 451
"2177" "Missouri" "US" 1777 14 0 1763
"2178" "Missouri" "US" 5221 91 0 5130
"2179" "Missouri" "US" 526 25 0 501
"2180" "Missouri" "US" 471 13 0 458
"2181" "Missouri" "US" 15045 212 0 14833
"2182" "Missouri" "US" 548 14 0 534
"2183" "Missouri" "US" 453 3 0 450
"2184" "Missouri" "US" 1187 12 0 1175
"2185" "Missouri" "US" 384 6 0 378
"2186" "Missouri" "US" 288 4 0 284
"2187" "Missouri" "US" 537 2 0 535
"2188" "Missouri" "US" 1661 31 0 1630
"2189" "Missouri" "US" 258 1 0 257
"2190" "Missouri" "US" 18944 190 0 18754
"2191" "Missouri" "US" 8677 124 0 8553
"2192" "Missouri" "US" 12170 108 0 12062
"2193" "Missouri" "US" 2697 16 0 2681
"2194" "Missouri" "US" 25124 304 0 24820
"2195" "Missouri" "US" 137 1 0 136
"2196" "Missouri" "US" 2010 33 0 1977
"2197" "Missouri" "US" 1657 30 0 1627
"2198" "Missouri" "US" 2019 39 0 1980
"2199" "Missouri" "US" 464 2 0 462
"2200" "Missouri" "US" 2723 13 0 2710
"2201" "Missouri" "US" 346 11 0 335
"2202" "Missouri" "US" 831 16 0 815
"2203" "Missouri" "US" 734 3 0 731
"2204" "Missouri" "US" 960 9 0 951
"2205" "Missouri" "US" 396 4 0 392
"2206" "Missouri" "US" 1957 18 0 1939
"2207" "Missouri" "US" 1453 16 0 1437
"2208" "Missouri" "US" 92 1 0 91
"2209" "Missouri" "US" 1653 26 0 1627
"2210" "Missouri" "US" 976 7 0 969
"2211" "Missouri" "US" 1316 15 0 1301
"2212" "Missouri" "US" 414 3 0 411
"2213" "Missouri" "US" 369 6 0 363
"2214" "Missouri" "US" 1174 13 0 1161
"2215" "Missouri" "US" 1417 24 0 1393
"2216" "Missouri" "US" 3068 38 0 3030
"2217" "Missouri" "US" 2107 14 0 2093
"2218" "Missouri" "US" 402 2 0 400
"2219" "Missouri" "US" 1011 4 0 1007
"2220" "Missouri" "US" 311 3 0 308
"2221" "Missouri" "US" 1151 19 0 1132
"2222" "Missouri" "US" 1632 12 0 1620
"2223" "Missouri" "US" 2970 36 0 2934
"2224" "Missouri" "US" 1982 50 0 1932
"2225" "Missouri" "US" 1029 10 0 1019
"2226" "Missouri" "US" 1856 17 0 1839
"2227" "Missouri" "US" 1513 15 0 1498
"2228" "Missouri" "US" 1941 24 0 1917
"2229" "Missouri" "US" 175 1 0 174
"2230" "Missouri" "US" 525 2 0 523
"2231" "Missouri" "US" 1334 9 0 1325
"2232" "Missouri" "US" 789 6 0 783
"2233" "Missouri" "US" 196 2 0 194
"2234" "Missouri" "US" 571 8 0 563
"2235" "Missouri" "US" 1662 12 0 1650
"2236" "Missouri" "US" 142 1 0 141
"2237" "Missouri" "US" 201 1 0 200
"2238" "Missouri" "US" 2914 42 0 2872
"2239" "Missouri" "US" 354 9 0 345
"2240" "Missouri" "US" 246 1 0 245
"2241" "Missouri" "US" 21943 219 0 21724
"2242" "Missouri" "US" 373 1 0 372
"2243" "Missouri" "US" 5381 47 0 5334
"2244" "Missouri" "US" 55883 1098 0 54785
"2245" "Missouri" "US" 13963 257 0 13706
"2246" "Missouri" "US" 1169 2 0 1167
"2247" "Missouri" "US" 1783 24 0 1759
"2248" "Missouri" "US" 1297 19 0 1278
"2249" "Missouri" "US" 579 6 0 573
"2250" "Missouri" "US" 3148 39 0 3109
"2251" "Missouri" "US" 1048 10 0 1038
"2252" "Missouri" "US" 0 0 0 0
"2253" "Missouri" "US" 757 10 0 747
"2254" "Missouri" "US" 1309 3 0 1306
"2255" "Missouri" "US" 1540 27 0 1513
"2256" "Missouri" "US" 534 3 0 531
"2257" "Missouri" "US" 1949 27 0 1922
"2258" "Missouri" "US" 88 0 0 88
"2259" "Missouri" "US" 828 15 0 813
"2260" "Montana" "US" 608 3 0 605
"2261" "Montana" "US" 1868 50 0 1818
"2262" "Montana" "US" 544 18 0 526
"2263" "Montana" "US" 220 1 0 219
"2264" "Montana" "US" 617 6 0 611
"2265" "Montana" "US" 123 4 0 119
"2266" "Montana" "US" 5498 76 0 5422
"2267" "Montana" "US" 298 3 0 295
"2268" "Montana" "US" 792 7 0 785
"2269" "Montana" "US" 131 4 0 127
"2270" "Montana" "US" 725 14 0 711
"2271" "Montana" "US" 765 10 0 755
"2272" "Montana" "US" 255 1 0 254
"2273" "Montana" "US" 712 6 0 706
"2274" "Montana" "US" 7370 39 0 7331
"2275" "Montana" "US" 7958 24 0 7934
"2276" "Montana" "US" 66 2 0 64
"2277" "Montana" "US" 1194 21 0 1173
"2278" "Montana" "US" 25 0 0 25
"2279" "Montana" "US" 139 1 0 138
"2280" "Montana" "US" 1418 28 0 1390
"2281" "Montana" "US" 552 1 0 551
"2282" "Montana" "US" 66 0 0 66
"2283" "Montana" "US" 1155 14 0 1141
"2284" "Montana" "US" 3397 18 0 3379
"2285" "Montana" "US" 97 1 0 96
"2286" "Montana" "US" 824 9 0 815
"2287" "Montana" "US" 440 3 0 437
"2288" "Montana" "US" 116 0 0 116
"2289" "Montana" "US" 110 7 0 103
"2290" "Montana" "US" 90 0 0 90
"2291" "Montana" "US" 5237 45 0 5192
"2292" "Montana" "US" 238 6 0 232
"2293" "Montana" "US" 719 3 0 716
"2294" "Montana" "US" 10 1 0 9
